MaterialsName                 10.0kPa        

str_m1_o10_o16_pcu_s_ID_1     -59.9390       
str_m1_o10_o16_pcu_s_ID_10    -65.0140       
str_m1_o10_o16_pcu_s_ID_100   -58.0036       
str_m1_o10_o16_pcu_s_ID_101   -56.7101       
str_m1_o10_o16_pcu_s_ID_102   -56.6339       
str_m1_o10_o16_pcu_s_ID_103   -60.2314       
str_m1_o10_o16_pcu_s_ID_104   -54.8532       
str_m1_o10_o16_pcu_s_ID_105   -56.3144       
str_m1_o10_o16_pcu_s_ID_106   -60.0494       
str_m1_o10_o16_pcu_s_ID_107   -56.8530       
str_m1_o10_o16_pcu_s_ID_108   -56.8286       
str_m1_o10_o16_pcu_s_ID_109   -57.6832       
str_m1_o10_o16_pcu_s_ID_11    -59.0279       
str_m1_o10_o16_pcu_s_ID_110   -58.0084       
str_m1_o10_o16_pcu_s_ID_111   -99.4095       
str_m1_o10_o16_pcu_s_ID_112   -57.7988       
str_m1_o10_o16_pcu_s_ID_113   -57.9190       
str_m1_o10_o16_pcu_s_ID_114   -56.1679       
str_m1_o10_o16_pcu_s_ID_115   -57.6684       
str_m1_o10_o16_pcu_s_ID_116   -57.6389       
str_m1_o10_o16_pcu_s_ID_117   -57.1512       
str_m1_o10_o16_pcu_s_ID_118   -63.0156       
str_m1_o10_o16_pcu_s_ID_119   -57.9297       
str_m1_o10_o16_pcu_s_ID_12    -46.3647       
str_m1_o10_o16_pcu_s_ID_120   -57.9009       
str_m1_o10_o16_pcu_s_ID_121   -56.7007       
str_m1_o10_o16_pcu_s_ID_122   -55.1595       
str_m1_o10_o16_pcu_s_ID_123   -59.5585       
str_m1_o10_o16_pcu_s_ID_124   -57.3366       
str_m1_o10_o16_pcu_s_ID_125   -54.3940       
str_m1_o10_o16_pcu_s_ID_126   -56.3137       
str_m1_o10_o16_pcu_s_ID_127   -57.5963       
str_m1_o10_o16_pcu_s_ID_128   -62.2573       
str_m1_o10_o16_pcu_s_ID_129   -58.5579       
str_m1_o10_o16_pcu_s_ID_13    -52.8431       
str_m1_o10_o16_pcu_s_ID_130   -57.8765       
str_m1_o10_o16_pcu_s_ID_131   -57.6428       
str_m1_o10_o16_pcu_s_ID_132   -57.5828       
str_m1_o10_o16_pcu_s_ID_133   -56.4900       
str_m1_o10_o16_pcu_s_ID_134   -57.5933       
str_m1_o10_o16_pcu_s_ID_135   -54.6984       
str_m1_o10_o16_pcu_s_ID_136   -55.6087       
str_m1_o10_o16_pcu_s_ID_137   -58.6608       
str_m1_o10_o16_pcu_s_ID_138   -61.0526       
str_m1_o10_o16_pcu_s_ID_139   -57.7153       
str_m1_o10_o16_pcu_s_ID_14    -56.2688       
str_m1_o10_o16_pcu_s_ID_140   -59.1855       
str_m1_o10_o16_pcu_s_ID_141   -53.1644       
str_m1_o10_o16_pcu_s_ID_142   -58.0083       
str_m1_o10_o16_pcu_s_ID_143   -57.6140       
str_m1_o10_o16_pcu_s_ID_144   -56.4254       
str_m1_o10_o16_pcu_s_ID_145   -61.9952       
str_m1_o10_o16_pcu_s_ID_146   -55.3203       
str_m1_o10_o16_pcu_s_ID_147   -57.2573       
str_m1_o10_o16_pcu_s_ID_148   -55.8553       
str_m1_o10_o16_pcu_s_ID_149   -62.1656       
str_m1_o10_o16_pcu_s_ID_15    -57.0316       
str_m1_o10_o16_pcu_s_ID_150   -97.3425       
str_m1_o10_o16_pcu_s_ID_151   -56.9970       
str_m1_o10_o16_pcu_s_ID_152   -59.4273       
str_m1_o10_o16_pcu_s_ID_153   -62.0582       
str_m1_o10_o16_pcu_s_ID_154   -57.2434       
str_m1_o10_o16_pcu_s_ID_155   -58.1420       
str_m1_o10_o16_pcu_s_ID_156   -57.6066       
str_m1_o10_o16_pcu_s_ID_157   -77.4301       
str_m1_o10_o16_pcu_s_ID_158   -52.1296       
str_m1_o10_o16_pcu_s_ID_159   -59.8377       
str_m1_o10_o16_pcu_s_ID_16    -57.8586       
str_m1_o10_o16_pcu_s_ID_160   -57.2425       
str_m1_o10_o16_pcu_s_ID_161   -61.4051       
str_m1_o10_o16_pcu_s_ID_162   -56.8024       
str_m1_o10_o16_pcu_s_ID_163   -54.6730       
str_m1_o10_o16_pcu_s_ID_164   -68.7037       
str_m1_o10_o16_pcu_s_ID_165   -60.2127       
str_m1_o10_o16_pcu_s_ID_166   -62.3039       
str_m1_o10_o16_pcu_s_ID_167   -56.8015       
str_m1_o10_o16_pcu_s_ID_168   -57.3114       
str_m1_o10_o16_pcu_s_ID_169   -56.9575       
str_m1_o10_o16_pcu_s_ID_17    -58.5941       
str_m1_o10_o16_pcu_s_ID_170   -57.7192       
str_m1_o10_o16_pcu_s_ID_171   -58.9853       
str_m1_o10_o16_pcu_s_ID_172   -58.7304       
str_m1_o10_o16_pcu_s_ID_173   -57.4089       
str_m1_o10_o16_pcu_s_ID_174   -59.3468       
str_m1_o10_o16_pcu_s_ID_175   -58.0228       
str_m1_o10_o16_pcu_s_ID_176   -56.1403       
str_m1_o10_o16_pcu_s_ID_177   -1388.7831     
str_m1_o10_o16_pcu_s_ID_178   -56.3977       
str_m1_o10_o16_pcu_s_ID_179   -55.5921       
str_m1_o10_o16_pcu_s_ID_18    -60.1280       
str_m1_o10_o16_pcu_s_ID_180   -56.4676       
str_m1_o10_o16_pcu_s_ID_181   -56.3565       
str_m1_o10_o16_pcu_s_ID_182   -49.3260       
str_m1_o10_o16_pcu_s_ID_183   -58.2455       
str_m1_o10_o16_pcu_s_ID_184   -59.3255       
str_m1_o10_o16_pcu_s_ID_185   -72.3389       
str_m1_o10_o16_pcu_s_ID_186   -55.5846       
