MaterialsName                10.0kPa        100.0kPa       

str_m3_o10_o16_pcu_s_ID_1     20.8725        22.7380        
str_m3_o10_o16_pcu_s_ID_10    17.7996        14.9850        
str_m3_o10_o16_pcu_s_ID_100   18.0000        14.0000        
str_m3_o10_o16_pcu_s_ID_101   18.0000        18.6165        
str_m3_o10_o16_pcu_s_ID_102   20.7707        20.9244        
str_m3_o10_o16_pcu_s_ID_103   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_104   0.0985         0.2017         
str_m3_o10_o16_pcu_s_ID_105   9.3593         14.6494        
str_m3_o10_o16_pcu_s_ID_106   22.6539        20.0000        
str_m3_o10_o16_pcu_s_ID_107   17.8237        18.8350        
str_m3_o10_o16_pcu_s_ID_108   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_109   17.9812        15.3326        
str_m3_o10_o16_pcu_s_ID_11    16.3415        22.6742        
str_m3_o10_o16_pcu_s_ID_110   26.4526        29.5193        
str_m3_o10_o16_pcu_s_ID_111   18.0000        14.8910        
str_m3_o10_o16_pcu_s_ID_112   11.9649        14.4624        
str_m3_o10_o16_pcu_s_ID_113   16.0155        16.4424        
str_m3_o10_o16_pcu_s_ID_114   0.4484         3.5065         
str_m3_o10_o16_pcu_s_ID_115   4.0000         4.0000         
str_m3_o10_o16_pcu_s_ID_116   20.2347        21.0000        
str_m3_o10_o16_pcu_s_ID_117   21.3705        21.8235        
str_m3_o10_o16_pcu_s_ID_118   15.9834        18.0000        
str_m3_o10_o16_pcu_s_ID_119   0.0000         0.0034         
str_m3_o10_o16_pcu_s_ID_12    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_120   28.0000        28.0000        
str_m3_o10_o16_pcu_s_ID_121   17.9676        20.5478        
str_m3_o10_o16_pcu_s_ID_122   4.0898         12.2578        
str_m3_o10_o16_pcu_s_ID_123   0.0875         0.5666         
str_m3_o10_o16_pcu_s_ID_124   21.0000        21.0000        
str_m3_o10_o16_pcu_s_ID_125   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_127   3.9450         1.7542         
str_m3_o10_o16_pcu_s_ID_128   18.0000        17.8820        
str_m3_o10_o16_pcu_s_ID_129   0.0000         0.0000         
