MaterialsName                10.0kPa        

str_m3_o10_o16_pcu_s_ID_1      NULL   
str_m3_o10_o16_pcu_s_ID_10    14.7624        
str_m3_o10_o16_pcu_s_ID_100   10.0000        
str_m3_o10_o16_pcu_s_ID_101   12.0000        
str_m3_o10_o16_pcu_s_ID_102   20.7158        
str_m3_o10_o16_pcu_s_ID_103   0.0000         
str_m3_o10_o16_pcu_s_ID_104   0.6017         
str_m3_o10_o16_pcu_s_ID_105   12.3031        
str_m3_o10_o16_pcu_s_ID_106   15.0000        
str_m3_o10_o16_pcu_s_ID_107   19.0203        
str_m3_o10_o16_pcu_s_ID_108   0.0000         
str_m3_o10_o16_pcu_s_ID_109   10.1730        
str_m3_o10_o16_pcu_s_ID_11    23.6552        
str_m3_o10_o16_pcu_s_ID_110   24.4872        
str_m3_o10_o16_pcu_s_ID_111   9.0729         
str_m3_o10_o16_pcu_s_ID_112   12.4044        
str_m3_o10_o16_pcu_s_ID_113   17.0000        
str_m3_o10_o16_pcu_s_ID_114   7.8961         
str_m3_o10_o16_pcu_s_ID_115   4.0000         
str_m3_o10_o16_pcu_s_ID_116   20.5926        
str_m3_o10_o16_pcu_s_ID_117   20.8246        
str_m3_o10_o16_pcu_s_ID_118   16.0000        
str_m3_o10_o16_pcu_s_ID_119   0.0000         
str_m3_o10_o16_pcu_s_ID_12    0.0000         
str_m3_o10_o16_pcu_s_ID_120   24.5606        
str_m3_o10_o16_pcu_s_ID_121   20.0000        
str_m3_o10_o16_pcu_s_ID_122   14.7129        
str_m3_o10_o16_pcu_s_ID_123   1.4633         
str_m3_o10_o16_pcu_s_ID_124   14.0680        
str_m3_o10_o16_pcu_s_ID_125   0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         
str_m3_o10_o16_pcu_s_ID_127   1.0000         
str_m3_o10_o16_pcu_s_ID_128   12.3383        
str_m3_o10_o16_pcu_s_ID_129   0.0000         
str_m3_o10_o16_pcu_s_ID_13    10.0724        
str_m3_o10_o16_pcu_s_ID_130   25.0052        
str_m3_o10_o16_pcu_s_ID_131   6.1891         
str_m3_o10_o16_pcu_s_ID_132   14.9428        
str_m3_o10_o16_pcu_s_ID_133   4.0958         
str_m3_o10_o16_pcu_s_ID_134   3.7338         
str_m3_o10_o16_pcu_s_ID_135   17.6583        
str_m3_o10_o16_pcu_s_ID_136   14.6018        
str_m3_o10_o16_pcu_s_ID_137   1.0120         
str_m3_o10_o16_pcu_s_ID_138   9.0000         
str_m3_o10_o16_pcu_s_ID_139   17.5031        
str_m3_o10_o16_pcu_s_ID_14    12.9528        
str_m3_o10_o16_pcu_s_ID_140   0.0000         
str_m3_o10_o16_pcu_s_ID_141   0.0000         
str_m3_o10_o16_pcu_s_ID_142   0.1009         
str_m3_o10_o16_pcu_s_ID_143   10.8028        
str_m3_o10_o16_pcu_s_ID_144   25.5095        
str_m3_o10_o16_pcu_s_ID_145   12.9964        
str_m3_o10_o16_pcu_s_ID_146   20.0322        
str_m3_o10_o16_pcu_s_ID_147   22.8810        
str_m3_o10_o16_pcu_s_ID_148   14.7672        
str_m3_o10_o16_pcu_s_ID_149   10.5161        
str_m3_o10_o16_pcu_s_ID_15    28.2538        
str_m3_o10_o16_pcu_s_ID_150   1.0000         
str_m3_o10_o16_pcu_s_ID_151   20.3345        
str_m3_o10_o16_pcu_s_ID_152   0.0000         
str_m3_o10_o16_pcu_s_ID_153   15.3069        
str_m3_o10_o16_pcu_s_ID_154   24.5702        
