Data: 2020-01-12
Materials                                           Mol_ID                                              AtomsNumber       CellAngle                   CellLength                   SuperCell     Elements
str_m1_o10_o18_pcu_sym.56                           str_m1_o10_o18_pcu_s_ID_475                         1062              98.0200,72.9800,98.4600     32.6310,32.5110,35.7860      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.57                           str_m1_o10_o18_pcu_s_ID_476                         1494              98.1700,72.6800,98.5100     32.5110,32.6170,35.8200      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.58                           str_m1_o10_o18_pcu_s_ID_477                         1926              98.2900,72.8400,98.6400     32.5070,32.4910,35.8280      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.59                           str_m1_o10_o18_pcu_s_ID_478                         1440              98.5000,72.4500,98.8000     32.5820,32.6740,35.5500      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.6                            str_m1_o10_o18_pcu_s_ID_479                         1566              98.5100,72.7100,98.7900     32.5230,32.6510,35.7560      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.60                           str_m1_o10_o18_pcu_s_ID_480                         1440              97.9700,72.9400,98.3500     32.4670,32.7830,35.5600      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.61                           str_m1_o10_o18_pcu_s_ID_481                         1746              97.9300,72.8000,98.3200     32.6100,32.6800,35.5020      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.62                           str_m1_o10_o18_pcu_s_ID_482                         1152              98.3300,72.8700,98.4300     32.6230,32.6070,35.8150      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.63                           str_m1_o10_o18_pcu_s_ID_483                         1062              98.5400,72.9800,98.5200     32.5180,32.6690,35.6870      1,1,1         O,H,Zn,F,C,I        
str_m1_o10_o18_pcu_sym.64                           str_m1_o10_o18_pcu_s_ID_484                         1206              98.0200,72.6200,98.5600     32.5870,32.5020,35.7900      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.65                           str_m1_o10_o18_pcu_s_ID_485                         1458              98.6200,73.7300,99.3200     32.6760,32.5190,35.5860      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.66                           str_m1_o10_o18_pcu_s_ID_486                         1782              98.2000,72.9400,98.6000     32.7340,32.4210,35.7440      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.67                           str_m1_o10_o18_pcu_s_ID_487                         1656              97.6600,73.4100,98.1200     32.7140,32.5320,35.6640      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.68                           str_m1_o10_o18_pcu_s_ID_488                         1386              97.7900,73.2200,98.3900     32.6660,32.6950,35.2660      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.69                           str_m1_o10_o18_pcu_s_ID_489                         1188              98.1600,72.6600,98.6900     32.6270,32.5430,35.6140      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.7                            str_m1_o10_o18_pcu_s_ID_490                         1242              98.3300,72.9100,99.1300     32.6010,32.5850,35.6460      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.70                           str_m1_o10_o18_pcu_s_ID_491                         1206              97.8900,73.1000,98.6100     32.5500,32.5350,35.3810      1,1,1         O,H,Zn,C,I          
str_m1_o10_o18_pcu_sym.71                           str_m1_o10_o18_pcu_s_ID_492                         1350              97.9700,73.4400,98.5400     32.5580,32.5450,35.3770      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.72                           str_m1_o10_o18_pcu_s_ID_493                         1116              97.8500,73.2900,98.5400     32.7250,32.5370,35.6240      1,1,1         O,H,N,Zn,Cl,C       
str_m1_o10_o18_pcu_sym.73                           str_m1_o10_o18_pcu_s_ID_494                         1530              97.8900,72.3300,97.4500     32.7300,32.5890,35.6620      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.74                           str_m1_o10_o18_pcu_s_ID_495                         1098              98.3600,73.4300,98.5700     32.5050,32.4990,35.9170      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.75                           str_m1_o10_o18_pcu_s_ID_496                         1746              98.4100,72.7500,98.8300     32.5400,32.5360,35.6880      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.76                           str_m1_o10_o18_pcu_s_ID_497                         1422              98.2200,73.0800,98.7100     32.6100,32.5110,35.7430      1,1,1         O,H,Zn,F,C          
str_m1_o10_o18_pcu_sym.77                           str_m1_o10_o18_pcu_s_ID_498                         1296              98.3900,72.7400,98.7700     32.6000,32.5230,35.7420      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.78                           str_m1_o10_o18_pcu_s_ID_499                         1710              98.1400,72.8900,98.9200     32.5950,32.4980,35.6290      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.79                           str_m1_o10_o18_pcu_s_ID_500                         1530              97.8700,73.1400,98.7100     32.7490,32.7420,35.3010      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.8                            str_m1_o10_o18_pcu_s_ID_501                         1602              98.6300,72.7400,98.7100     32.5370,32.5110,35.8730      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.80                           str_m1_o10_o18_pcu_s_ID_502                         1062              97.9600,73.2100,98.5200     32.5500,32.5410,35.5830      1,1,1         O,H,Zn,Cl,C,I       
str_m1_o10_o18_pcu_sym.81                           str_m1_o10_o18_pcu_s_ID_503                         1296              98.0800,72.8500,98.5900     32.5410,32.5350,35.6700      1,1,1         S,O,H,N,Zn,C        
str_m1_o10_o18_pcu_sym.82                           str_m1_o10_o18_pcu_s_ID_504                         1350              98.1800,73.2800,98.4800     32.6500,32.5170,35.6950      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.83                           str_m1_o10_o18_pcu_s_ID_505                         1818              98.5300,73.4600,98.3400     32.5980,32.8670,35.2860      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.84                           str_m1_o10_o18_pcu_s_ID_506                         1170              98.6400,72.7700,98.9200     32.6840,32.6310,35.5900      1,1,1         O,H,Zn,C,I          
str_m1_o10_o18_pcu_sym.85                           str_m1_o10_o18_pcu_s_ID_507                         1134              98.1800,73.0000,98.5800     32.5490,32.5200,35.8820      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.86                           str_m1_o10_o18_pcu_s_ID_508                         2538              98.7800,72.7200,98.6400     32.6930,32.6030,35.5630      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.87                           str_m1_o10_o18_pcu_s_ID_509                         1116              98.2800,73.1600,98.6200     32.5520,32.5490,35.6970      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.88                           str_m1_o10_o18_pcu_s_ID_510                         1782              98.2700,72.6700,99.0400     32.5950,32.5170,35.5790      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.89                           str_m1_o10_o18_pcu_s_ID_511                         1062              98.1700,72.9500,98.5700     32.5560,32.5200,35.8950      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.9                            str_m1_o10_o18_pcu_s_ID_512                         1710              98.3900,73.5200,99.4300     32.6240,32.5430,35.6760      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.90                           str_m1_o10_o18_pcu_s_ID_513                         1314              98.5000,72.6400,98.5900     32.5580,32.7350,35.5690      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.91                           str_m1_o10_o18_pcu_s_ID_514                         1170              98.1900,72.9300,98.5900     32.5410,32.5240,35.7320      1,1,1         O,H,N,Zn,Cl,C       
str_m1_o10_o18_pcu_sym.92                           str_m1_o10_o18_pcu_s_ID_515                         1170              97.9700,72.8600,98.6000     32.7400,32.5140,35.8530      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.93                           str_m1_o10_o18_pcu_s_ID_516                         1278              97.9100,72.7000,98.5900     32.5690,32.5320,35.6260      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.94                           str_m1_o10_o18_pcu_s_ID_517                         1602              98.3700,72.5600,98.4600     32.6670,32.6280,35.5990      1,1,1         O,H,N,Zn,C,I        
str_m1_o10_o18_pcu_sym.95                           str_m1_o10_o18_pcu_s_ID_518                         1890              98.4500,73.0000,98.3300     32.6220,32.4920,35.7120      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.96                           str_m1_o10_o18_pcu_s_ID_519                         1170              98.5000,72.5600,98.8900     32.5560,32.6860,35.7890      1,1,1         O,H,Br,Zn,C         
str_m1_o10_o18_pcu_sym.97                           str_m1_o10_o18_pcu_s_ID_520                         1152              98.2500,73.1500,98.6000     32.5660,32.5290,35.7150      1,1,1         O,H,N,Zn,C          
str_m1_o10_o18_pcu_sym.98                           str_m1_o10_o18_pcu_s_ID_521                         1242              98.2200,73.1300,98.5900     32.5720,32.5040,35.7250      1,1,1         H,O,Zn,C            
str_m1_o10_o18_pcu_sym.99                           str_m1_o10_o18_pcu_s_ID_522                         1710              97.9900,72.9800,98.1900     32.7260,32.6160,35.4420      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.1                             str_m1_o1_o17_pcu_sy_ID_523                         1072              90.0000,90.0000,90.0000     36.6640,36.6640,34.4360      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.10                            str_m1_o1_o17_pcu_sy_ID_524                         2864              90.0000,90.0000,90.0000     36.8510,36.8510,34.2650      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.100                           str_m1_o1_o17_pcu_sy_ID_525                         1840              90.0500,90.0300,89.4500     36.6640,36.6310,34.4070      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.101                           str_m1_o1_o17_pcu_sy_ID_526                         3056              90.1600,90.0800,90.3600     36.7360,36.6870,34.3460      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.102                           str_m1_o1_o17_pcu_sy_ID_527                         1456              89.9600,90.0700,90.0400     36.6700,36.6660,34.4130      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.103                           str_m1_o1_o17_pcu_sy_ID_528                         1520              89.9900,90.0100,90.1300     36.5640,36.5420,34.4440      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.104                           str_m1_o1_o17_pcu_sy_ID_529                         1072              90.0000,90.0000,90.0000     36.6800,36.6800,34.4290      1,1,1         O,H,Zn,F,C          
str_m1_o1_o17_pcu_sym.105                           str_m1_o1_o17_pcu_sy_ID_530                         1072              90.0000,90.0000,89.9900     36.6750,36.6750,34.4260      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.106                           str_m1_o1_o17_pcu_sy_ID_531                         1648              90.0000,90.0000,90.0200     36.6950,36.6950,34.5190      1,1,1         O,H,Zn,F,C          
str_m1_o1_o17_pcu_sym.107                           str_m1_o1_o17_pcu_sy_ID_532                         1712              90.0000,90.0000,90.0300     36.5800,36.5820,34.3980      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.108                           str_m1_o1_o17_pcu_sy_ID_533                         1584              90.0000,90.0000,90.0000     36.6330,36.6320,34.4790      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.11                            str_m1_o1_o17_pcu_sy_ID_534                         1200              89.9900,90.0300,89.9300     36.9920,36.9990,34.0450      1,1,1         O,H,Br,N,Zn,C       
str_m1_o1_o17_pcu_sym.110                           str_m1_o1_o17_pcu_sy_ID_535                         1072              90.0000,90.0000,89.9700     36.4950,36.4950,34.4390      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.111                           str_m1_o1_o17_pcu_sy_ID_536                         1584              90.0300,89.9700,89.9800     36.5980,36.5470,34.3670      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.112                           str_m1_o1_o17_pcu_sy_ID_537                         1200              90.0000,90.0000,89.9000     36.6130,36.6130,34.3680      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.113                           str_m1_o1_o17_pcu_sy_ID_538                         1328              90.0000,90.0300,90.0500     36.5550,36.5910,34.4690      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.114                           str_m1_o1_o17_pcu_sy_ID_539                         1776              90.0000,90.0000,90.1800     36.6640,36.6640,34.4880      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.115                           str_m1_o1_o17_pcu_sy_ID_540                         1328              90.0000,90.0000,90.0100     36.6250,36.6420,34.4460      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.116                           str_m1_o1_o17_pcu_sy_ID_541                         1072              90.0000,90.0000,90.0000     36.6790,36.6790,34.3980      1,1,1         O,H,Br,Zn,C         
str_m1_o1_o17_pcu_sym.117                           str_m1_o1_o17_pcu_sy_ID_542                         2288              90.2200,89.8800,89.9100     36.6390,36.5640,34.4530      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.118                           str_m1_o1_o17_pcu_sy_ID_543                         1776              90.0000,90.0000,89.5100     36.7110,36.7110,34.3830      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.119                           str_m1_o1_o17_pcu_sy_ID_544                         1456              89.9800,90.0400,89.6700     36.7500,36.6140,34.3750      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.12                            str_m1_o1_o17_pcu_sy_ID_545                         1264              90.0000,90.0000,89.9900     36.6800,36.6800,34.4480      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.120                           str_m1_o1_o17_pcu_sy_ID_546                         1072              90.0000,90.0000,90.0000     36.6870,36.6870,34.3660      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.121                           str_m1_o1_o17_pcu_sy_ID_547                         2416              89.9500,89.9400,89.6000     36.4630,36.5830,34.5270      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.122                           str_m1_o1_o17_pcu_sy_ID_548                         2032              90.0000,90.0000,90.0100     36.6210,36.6200,34.4030      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.123                           str_m1_o1_o17_pcu_sy_ID_549                         1968              89.9800,89.9700,90.0000     36.6650,36.6570,34.3930      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.124                           str_m1_o1_o17_pcu_sy_ID_550                         1712              90.0000,90.0000,89.6100     36.5730,36.5730,34.5740      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.125                           str_m1_o1_o17_pcu_sy_ID_551                         1776              90.0000,90.0000,90.0400     36.6760,36.6760,34.4060      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.126                           str_m1_o1_o17_pcu_sy_ID_552                         1840              89.9900,90.0100,90.0200     36.6690,36.6690,34.4690      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.127                           str_m1_o1_o17_pcu_sy_ID_553                         1328              90.0200,90.0000,90.0800     36.5320,36.6380,34.4150      1,1,1         O,N,Zn,Br,C         
str_m1_o1_o17_pcu_sym.128                           str_m1_o1_o17_pcu_sy_ID_554                         1776              90.0000,90.0000,90.1300     36.6110,36.6110,34.5230      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.129                           str_m1_o1_o17_pcu_sy_ID_555                         1072              90.0000,90.0000,90.0000     36.6570,36.6570,34.4770      1,1,1         O,H,Zn,F,C          
str_m1_o1_o17_pcu_sym.13                            str_m1_o1_o17_pcu_sy_ID_556                         1648              89.9500,90.0100,90.0000     36.6300,36.6310,34.4820      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.130                           str_m1_o1_o17_pcu_sy_ID_557                         1648              90.0100,89.8600,89.9300     36.8050,36.6880,34.4970      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.131                           str_m1_o1_o17_pcu_sy_ID_558                         1456              90.0000,90.0000,89.9100     36.6370,36.6380,34.4510      1,1,1         O,Zn,N,C            
str_m1_o1_o17_pcu_sym.132                           str_m1_o1_o17_pcu_sy_ID_559                         1136              90.0000,90.0000,90.0100     36.6780,36.6780,34.4350      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.133                           str_m1_o1_o17_pcu_sy_ID_560                         1840              89.9700,89.9700,90.0700     36.5970,36.5970,34.4610      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.134                           str_m1_o1_o17_pcu_sy_ID_561                         1648              90.0000,90.0000,90.0000     36.6730,36.6770,34.4520      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.135                           str_m1_o1_o17_pcu_sy_ID_562                         1200              90.0000,90.0000,90.0000     36.6670,36.6670,34.4560      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.136                           str_m1_o1_o17_pcu_sy_ID_563                         1328              90.0300,90.0400,90.1500     36.7880,36.7610,34.1930      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.137                           str_m1_o1_o17_pcu_sy_ID_564                         1712              90.0000,90.0000,90.0000     36.6670,36.6680,34.2860      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.138                           str_m1_o1_o17_pcu_sy_ID_565                         2608              89.9500,90.0300,89.9400     36.5500,36.5280,34.3680      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.139                           str_m1_o1_o17_pcu_sy_ID_566                         1328              90.0000,90.0000,90.0000     36.6310,36.6310,34.4480      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.14                            str_m1_o1_o17_pcu_sy_ID_567                         1072              90.0000,90.0000,89.9800     36.5250,36.5260,34.4660      1,1,1         O,H,Br,Zn,C         
str_m1_o1_o17_pcu_sym.140                           str_m1_o1_o17_pcu_sy_ID_568                         2992              89.9200,90.1600,89.7600     36.7290,36.8310,34.3300      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.141                           str_m1_o1_o17_pcu_sy_ID_569                         3248              90.2300,90.1100,89.7700     36.6580,36.6990,34.2650      1,1,1         S,O,H,Zn,C          
str_m1_o1_o17_pcu_sym.142                           str_m1_o1_o17_pcu_sy_ID_570                         2736              90.0500,89.8100,90.3100     36.7120,36.6410,34.3280      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.143                           str_m1_o1_o17_pcu_sy_ID_571                         1456              89.9800,90.0000,90.0000     36.6060,36.6060,34.4810      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.144                           str_m1_o1_o17_pcu_sy_ID_572                         1392              89.9800,90.0000,89.9400     36.6570,36.6580,34.4940      1,1,1         O,H,N,Zn,F,C        
str_m1_o1_o17_pcu_sym.145                           str_m1_o1_o17_pcu_sy_ID_573                         1072              90.0000,90.0000,90.0000     36.6820,36.6820,34.3380      1,1,1         O,H,Zn,Cl,C,I       
str_m1_o1_o17_pcu_sym.146                           str_m1_o1_o17_pcu_sy_ID_574                         1840              89.9600,90.0600,90.0300     36.5400,36.5750,34.4480      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.147                           str_m1_o1_o17_pcu_sy_ID_575                         1328              90.0000,90.0000,90.0500     36.6680,36.6680,34.4330      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.148                           str_m1_o1_o17_pcu_sy_ID_576                         1072              90.0000,90.0000,90.0200     36.6540,36.6530,34.4600      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.149                           str_m1_o1_o17_pcu_sy_ID_577                         1264              90.0700,89.9800,89.9300     36.9730,37.0260,34.0590      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.15                            str_m1_o1_o17_pcu_sy_ID_578                         1968              89.9700,90.0200,89.7300     36.6350,36.5970,34.5060      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.150                           str_m1_o1_o17_pcu_sy_ID_579                         1392              90.0000,90.0000,89.9600     36.6520,36.6520,34.5030      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.151                           str_m1_o1_o17_pcu_sy_ID_580                         1456              90.0000,89.9900,89.9900     36.5530,36.5320,34.4220      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.152                           str_m1_o1_o17_pcu_sy_ID_581                         1648              90.0300,89.9700,90.0200     36.5530,36.5150,34.4570      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.153                           str_m1_o1_o17_pcu_sy_ID_582                         1520              90.0000,90.0000,90.1000     36.6380,36.6380,34.4800      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.154                           str_m1_o1_o17_pcu_sy_ID_583                         1072              89.9200,89.9400,90.0700     36.6700,36.6220,34.4150      1,1,1         O,Zn,C,Br           
str_m1_o1_o17_pcu_sym.155                           str_m1_o1_o17_pcu_sy_ID_584                         1072              90.0000,90.0000,89.9800     36.4990,36.4980,34.4660      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.156                           str_m1_o1_o17_pcu_sy_ID_585                         2992              90.0500,90.0100,90.0000     37.5930,37.6270,34.9190      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.157                           str_m1_o1_o17_pcu_sy_ID_586                         1968              90.0000,90.0000,90.1200     36.6140,36.6170,34.3350      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.158                           str_m1_o1_o17_pcu_sy_ID_587                         1072              90.0000,90.0000,90.0000     36.6570,36.6570,34.4870      1,1,1         O,H,Zn,F,C          
str_m1_o1_o17_pcu_sym.159                           str_m1_o1_o17_pcu_sy_ID_588                         1840              89.9000,89.9000,90.4000     36.5840,36.5850,34.4860      1,1,1         O,H,Zn,F,C          
str_m1_o1_o17_pcu_sym.16                            str_m1_o1_o17_pcu_sy_ID_589                         1968              90.0000,90.0000,89.8700     36.8640,36.8660,34.3010      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.160                           str_m1_o1_o17_pcu_sy_ID_590                         1712              90.0000,90.0000,90.0000     36.6980,36.6980,34.2530      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.161                           str_m1_o1_o17_pcu_sy_ID_591                         1776              90.0300,90.0900,89.9100     36.5710,36.4880,34.4880      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.162                           str_m1_o1_o17_pcu_sy_ID_592                         1584              89.9900,89.9700,89.9900     36.6320,36.6750,34.4370      1,1,1         O,Zn,N,C            
str_m1_o1_o17_pcu_sym.163                           str_m1_o1_o17_pcu_sy_ID_593                         1456              90.0600,90.1800,89.9700     36.5150,36.5450,34.4690      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.164                           str_m1_o1_o17_pcu_sy_ID_594                         1712              90.0000,90.0000,90.0000     36.5870,36.5870,34.4640      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.165                           str_m1_o1_o17_pcu_sy_ID_595                         1264              90.0000,90.0000,90.0500     36.6490,36.6500,34.4830      1,1,1         O,H,Zn,F,C          
str_m1_o1_o17_pcu_sym.17                            str_m1_o1_o17_pcu_sy_ID_596                         1200              89.9400,89.9400,90.0700     36.5980,36.5970,34.3620      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.18                            str_m1_o1_o17_pcu_sy_ID_597                         1072              90.0000,90.0000,89.9700     36.6800,36.6800,34.3700      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.19                            str_m1_o1_o17_pcu_sy_ID_598                         2096              89.8200,90.0200,89.8700     36.8200,36.7390,34.3780      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.2                             str_m1_o1_o17_pcu_sy_ID_599                         1904              90.2400,90.2400,90.1200     36.6380,36.6380,34.4180      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.20                            str_m1_o1_o17_pcu_sy_ID_600                         1072              90.0000,90.0000,90.0000     36.6860,36.6860,34.3340      1,1,1         O,H,Br,Zn,C         
str_m1_o1_o17_pcu_sym.21                            str_m1_o1_o17_pcu_sy_ID_601                         1456              90.0000,90.0000,90.2700     36.5770,36.5760,34.4570      1,1,1         O,H,Zn,Cl,C         
str_m1_o1_o17_pcu_sym.22                            str_m1_o1_o17_pcu_sy_ID_602                         1968              89.9900,90.0400,89.7200     36.6220,36.6280,34.4220      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.23                            str_m1_o1_o17_pcu_sy_ID_603                         1648              89.9800,90.0300,89.9900     36.5500,36.5210,34.4610      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.24                            str_m1_o1_o17_pcu_sy_ID_604                         1264              90.0000,90.0900,90.0000     36.6700,36.6700,34.4510      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.25                            str_m1_o1_o17_pcu_sy_ID_605                         3632              89.9700,90.0700,89.7900     37.0440,36.7930,34.2400      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.26                            str_m1_o1_o17_pcu_sy_ID_606                         1520              90.0000,90.0000,89.9900     36.6560,36.6560,34.4440      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.27                            str_m1_o1_o17_pcu_sy_ID_607                         2096              90.0500,90.0500,90.3700     36.8170,36.8170,34.3270      1,1,1         S,O,H,Zn,C          
str_m1_o1_o17_pcu_sym.28                            str_m1_o1_o17_pcu_sy_ID_608                         1200              89.9900,90.0300,90.0000     36.6670,36.6670,34.4630      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.29                            str_m1_o1_o17_pcu_sy_ID_609                         1328              89.9900,90.0100,90.0000     36.5960,36.6120,34.4430      1,1,1         O,H,N,Zn,C          
str_m1_o1_o17_pcu_sym.3                             str_m1_o1_o17_pcu_sy_ID_610                         1072              90.0000,90.0000,89.9600     36.6910,36.6910,34.3880      1,1,1         O,Zn,F,C,I          
str_m1_o1_o17_pcu_sym.30                            str_m1_o1_o17_pcu_sy_ID_611                         1712              90.0000,90.0000,90.0000     36.6350,36.6350,34.4500      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.31                            str_m1_o1_o17_pcu_sy_ID_612                         1136              90.0000,90.0000,90.0200     36.4910,36.4920,34.4740      1,1,1         O,H,Zn,C,I          
str_m1_o1_o17_pcu_sym.32                            str_m1_o1_o17_pcu_sy_ID_613                         1456              90.0000,90.0000,90.0600     36.7030,36.7030,34.4400      1,1,1         O,H,Zn,F,C          
str_m1_o1_o17_pcu_sym.33                            str_m1_o1_o17_pcu_sy_ID_614                         1712              90.0100,89.9800,89.8800     36.5220,36.5220,34.4080      1,1,1         O,H,Br,Zn,C         
str_m1_o1_o17_pcu_sym.34                            str_m1_o1_o17_pcu_sy_ID_615                         1328              90.0000,89.9800,90.0000     36.6460,36.6450,34.3450      1,1,1         O,H,Br,N,Zn,C       
str_m1_o1_o17_pcu_sym.35                            str_m1_o1_o17_pcu_sy_ID_616                         1584              90.1500,90.1500,89.9300     36.6330,36.6330,34.5210      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.36                            str_m1_o1_o17_pcu_sy_ID_617                         2096              90.2300,89.7700,90.0800     36.6330,36.6430,34.3790      1,1,1         H,O,Zn,C            
str_m1_o1_o17_pcu_sym.37                            str_m1_o1_o17_pcu_sy_ID_618                         1200              90.0000,90.0000,89.9500     36.7330,36.7120,34.3600      1,1,1         O,N,Zn,C,I          
