Data: 2020-01-12
Materials                                           Mol_ID                                              AtomsNumber       CellAngle                   CellLength                   SuperCell     Elements
str_m2_o1_o16_pcu_sym.219                           str_m2_o1_o16_pcu_sy_ID_946                         1296              90.0900,72.5600,90.2300     28.5290,32.5030,26.9450      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.22                            str_m2_o1_o16_pcu_sy_ID_947                         1440              90.0300,73.2700,89.9100     28.6290,32.3460,26.7870      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.220                           str_m2_o1_o16_pcu_sy_ID_948                         1548              94.2600,71.7800,87.6500     28.9550,32.7890,26.9530      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.221                           str_m2_o1_o16_pcu_sy_ID_949                         1026              90.4100,72.3200,89.8400     28.5720,32.4980,26.9300      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.222                           str_m2_o1_o16_pcu_sy_ID_950                         1170              90.2500,73.2600,89.9900     28.5600,32.4940,27.0580      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.223                           str_m2_o1_o16_pcu_sy_ID_951                         1008              90.1800,73.0200,90.4900     28.5170,32.5370,26.8220      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o16_pcu_sym.224                           str_m2_o1_o16_pcu_sy_ID_952                         1026              90.1200,72.5100,90.0300     28.5400,32.4380,26.9130      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.225                           str_m2_o1_o16_pcu_sy_ID_953                         1026              90.2200,73.5900,90.0100     28.5620,32.5020,27.0390      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.226                           str_m2_o1_o16_pcu_sy_ID_954                         1458              89.8800,73.0800,90.0800     28.6940,32.1850,26.9440      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.227                           str_m2_o1_o16_pcu_sy_ID_955                         1296              93.1100,74.0900,90.6200     28.8700,32.4690,27.3600      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.228                           str_m2_o1_o16_pcu_sy_ID_956                         1188              90.1400,72.3400,89.8900     28.5250,32.4850,26.9160      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.229                           str_m2_o1_o16_pcu_sy_ID_957                         1188              90.3400,73.4300,89.9500     28.6040,32.4810,27.0550      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.23                            str_m2_o1_o16_pcu_sy_ID_958                         1170              90.7600,72.4700,90.3800     28.6210,32.4560,26.8830      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.230                           str_m2_o1_o16_pcu_sy_ID_959                         1116              90.1000,72.4500,89.9800     28.5270,32.4960,26.7910      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.231                           str_m2_o1_o16_pcu_sy_ID_960                         1206              90.9900,73.2400,89.7300     28.6610,32.5190,27.0230      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.232                           str_m2_o1_o16_pcu_sy_ID_961                         1710              90.2300,71.4200,89.7100     28.5430,32.5080,26.7210      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.233                           str_m2_o1_o16_pcu_sy_ID_962                         1188              91.1400,73.7400,90.7400     28.7120,32.3990,26.9100      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.234                           str_m2_o1_o16_pcu_sy_ID_963                         1008              90.4600,72.6500,89.7700     28.5760,32.4960,27.0310      1,1,1         C,H,N,Cu,O,Cl,F     
str_m2_o1_o16_pcu_sym.235                           str_m2_o1_o16_pcu_sy_ID_964                         1080              90.7700,72.1500,89.6600     28.6260,32.4190,26.9130      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.236                           str_m2_o1_o16_pcu_sy_ID_965                         1368              92.5200,72.7300,89.5900     28.8820,32.3660,27.0870      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.237                           str_m2_o1_o16_pcu_sy_ID_966                         1008              91.1600,73.3100,89.7200     28.7200,32.5810,26.9080      1,1,1         C,H,N,Cu,O,Cl,F     
str_m2_o1_o16_pcu_sym.238                           str_m2_o1_o16_pcu_sy_ID_967                         1008              90.0100,72.5700,89.7400     28.5130,32.4880,26.9910      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o16_pcu_sym.239                           str_m2_o1_o16_pcu_sy_ID_968                         1044              90.1200,73.1600,90.0400     28.5840,32.4260,26.9420      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.24                            str_m2_o1_o16_pcu_sy_ID_969                         1008              90.2200,73.2600,90.0100     28.5900,32.5000,27.0080      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.240                           str_m2_o1_o16_pcu_sy_ID_970                         1296              92.1700,71.7100,89.8200     28.8330,32.4380,26.8780      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.241                           str_m2_o1_o16_pcu_sy_ID_971                         1008              90.2200,73.3600,90.0100     28.5920,32.5000,27.0120      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.242                           str_m2_o1_o16_pcu_sy_ID_972                         1854              94.5500,73.4900,91.1700     28.8130,32.5810,26.9040      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.243                           str_m2_o1_o16_pcu_sy_ID_973                         1008              90.9700,73.8400,90.3800     28.6600,32.3930,26.9330      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o16_pcu_sym.244                           str_m2_o1_o16_pcu_sy_ID_974                         1368              91.7400,73.8200,91.4100     28.7740,32.3010,27.1250      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.245                           str_m2_o1_o16_pcu_sy_ID_975                         1152              90.1800,72.1300,90.0500     28.5460,32.3670,26.9580      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.246                           str_m2_o1_o16_pcu_sy_ID_976                         1062              90.1100,72.4800,89.7600     28.5570,32.4550,26.8570      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.247                           str_m2_o1_o16_pcu_sy_ID_977                         1404              91.3000,72.8600,89.9100     28.7350,32.4420,26.8020      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.248                           str_m2_o1_o16_pcu_sy_ID_978                         1656              91.9800,72.8600,89.8600     28.8780,32.4430,27.1430      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.25                            str_m2_o1_o16_pcu_sy_ID_979                         1008              90.1000,73.1700,90.0100     28.5680,32.5010,26.9450      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.26                            str_m2_o1_o16_pcu_sy_ID_980                         1044              90.1300,72.4900,90.0900     28.5480,32.4070,26.9030      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.27                            str_m2_o1_o16_pcu_sy_ID_981                         1008              90.4700,73.6300,90.2900     28.6050,32.5190,27.0950      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.28                            str_m2_o1_o16_pcu_sy_ID_982                         1116              91.5300,71.9600,89.4100     28.6680,32.4130,26.8830      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o16_pcu_sym.29                            str_m2_o1_o16_pcu_sy_ID_983                         1062              90.2600,72.6000,90.1000     28.5670,32.4340,26.8980      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.3                             str_m2_o1_o16_pcu_sy_ID_984                         1062              90.1600,72.0500,90.0300     28.5250,32.5020,26.8900      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.30                            str_m2_o1_o16_pcu_sy_ID_985                         1080              90.9700,71.8000,89.4900     28.9050,32.2340,26.7400      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o16_pcu_sym.32                            str_m2_o1_o16_pcu_sy_ID_986                         1044              90.1300,73.1500,90.0200     28.5870,32.4330,26.7480      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.33                            str_m2_o1_o16_pcu_sy_ID_987                         1404              91.4200,72.6300,89.9200     28.6360,32.5060,27.0230      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o16_pcu_sym.34                            str_m2_o1_o16_pcu_sy_ID_988                         1170              90.5800,72.6200,89.6600     28.5870,32.8280,26.9000      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.35                            str_m2_o1_o16_pcu_sy_ID_989                         1188              90.3700,72.4600,89.9900     28.5480,32.4880,26.8620      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.36                            str_m2_o1_o16_pcu_sy_ID_990                         1314              93.7800,74.2300,90.2500     28.8870,32.3470,27.2230      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.37                            str_m2_o1_o16_pcu_sy_ID_991                         1872              96.0100,75.1100,91.9200     29.2210,32.5770,26.9810      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.38                            str_m2_o1_o16_pcu_sy_ID_992                         1026              90.8000,73.4100,90.5200     28.5820,32.4820,27.1090      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o16_pcu_sym.39                            str_m2_o1_o16_pcu_sy_ID_993                         1548              89.8400,72.4600,90.0700     28.5270,32.3500,26.9650      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.4                             str_m2_o1_o16_pcu_sy_ID_994                         1782              93.3400,76.0200,88.9100     29.2090,32.8250,26.8180      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.40                            str_m2_o1_o16_pcu_sy_ID_995                         1188              91.1400,72.9700,90.4700     28.6420,32.4510,26.9190      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.41                            str_m2_o1_o16_pcu_sy_ID_996                         1008              90.5200,72.7400,90.1900     28.5860,32.4960,26.9630      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o16_pcu_sym.42                            str_m2_o1_o16_pcu_sy_ID_997                         1224              90.2200,72.4500,89.7500     28.5810,32.4680,26.7930      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.43                            str_m2_o1_o16_pcu_sy_ID_998                         1260              90.2800,72.9700,89.8100     28.5440,32.4380,27.0860      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.44                            str_m2_o1_o16_pcu_sy_ID_999                         1080              90.2700,72.4400,89.9900     28.5590,32.4950,26.8480      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.45                            str_m2_o1_o16_pcu_sy_ID_1000                        1188              90.8300,72.7000,89.4300     28.6050,32.5860,26.8460      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o16_pcu_sym.46                            str_m2_o1_o16_pcu_sy_ID_1001                        1080              90.1800,73.3300,90.0100     28.5320,32.4980,26.9390      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o16_pcu_sym.47                            str_m2_o1_o16_pcu_sy_ID_1002                        1152              90.2500,72.5700,90.3300     28.5250,32.5180,27.0040      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.48                            str_m2_o1_o16_pcu_sy_ID_1003                        1062              90.1800,71.9100,90.0200     28.5350,32.5010,26.8830      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.49                            str_m2_o1_o16_pcu_sy_ID_1004                        1224              89.3500,72.3200,90.5400     28.5640,32.5060,26.8300      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o16_pcu_sym.5                             str_m2_o1_o16_pcu_sy_ID_1005                        1080              90.1900,73.1900,89.9900     28.5700,32.4960,26.9390      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.50                            str_m2_o1_o16_pcu_sy_ID_1006                        1170              90.8200,72.9800,89.6600     28.5880,32.4960,26.9690      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.51                            str_m2_o1_o16_pcu_sy_ID_1007                        1224              90.3000,73.4400,90.1300     28.7070,32.4760,26.6390      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.52                            str_m2_o1_o16_pcu_sy_ID_1008                        1476              89.2800,72.8800,88.0000     28.7590,32.2910,27.0650      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o16_pcu_sym.53                            str_m2_o1_o16_pcu_sy_ID_1009                        1008              90.1000,73.1700,90.0100     28.5680,32.5010,26.9450      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.54                            str_m2_o1_o16_pcu_sy_ID_1010                        1296              89.5600,72.8300,89.9900     28.4960,32.4860,26.9700      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.55                            str_m2_o1_o16_pcu_sy_ID_1011                        1404              91.8700,74.5100,90.3900     29.1060,32.2060,26.9970      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.56                            str_m2_o1_o16_pcu_sy_ID_1012                        1008              92.6900,73.3500,90.1300     28.8450,32.5740,26.9100      1,1,1         C,H,I,N,Br,Cu,O     
str_m2_o1_o16_pcu_sym.57                            str_m2_o1_o16_pcu_sy_ID_1013                        1188              90.7600,72.2400,90.3300     28.5880,32.5880,26.8660      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.58                            str_m2_o1_o16_pcu_sy_ID_1014                        1224              91.3400,73.8000,91.0400     28.7220,32.3440,27.0180      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.59                            str_m2_o1_o16_pcu_sy_ID_1015                        1656              91.3900,73.2500,90.6300     28.7410,32.3560,26.9390      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.6                             str_m2_o1_o16_pcu_sy_ID_1016                        1008              91.6400,72.8400,90.0000     28.7430,32.4810,26.6830      1,1,1         C,H,N,Br,Cu,O       
str_m2_o1_o16_pcu_sym.60                            str_m2_o1_o16_pcu_sy_ID_1017                        1404              88.8300,73.3600,89.8100     28.6430,32.4630,26.9710      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.61                            str_m2_o1_o16_pcu_sy_ID_1018                        1008              90.2100,73.1700,90.3300     28.5800,32.4770,26.9300      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o16_pcu_sym.62                            str_m2_o1_o16_pcu_sy_ID_1019                        1116              92.2700,73.0500,90.3800     28.7900,32.5740,26.9150      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o16_pcu_sym.63                            str_m2_o1_o16_pcu_sy_ID_1020                        1080              90.6100,72.3700,90.2900     28.5920,32.4670,26.8970      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.64                            str_m2_o1_o16_pcu_sy_ID_1021                        1098              90.2100,72.4800,90.2000     28.5290,32.4690,26.9070      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.65                            str_m2_o1_o16_pcu_sy_ID_1022                        1080              90.1900,73.1800,89.9200     28.5820,32.3770,27.0140      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o16_pcu_sym.66                            str_m2_o1_o16_pcu_sy_ID_1023                        1044              90.1800,71.9200,89.9900     28.5200,32.5030,26.9040      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.67                            str_m2_o1_o16_pcu_sy_ID_1024                        1152              90.1000,73.3900,89.9000     28.5570,32.3320,26.9920      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.68                            str_m2_o1_o16_pcu_sy_ID_1025                        1044              90.1100,73.1200,90.0300     28.5880,32.4980,26.8050      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.69                            str_m2_o1_o16_pcu_sy_ID_1026                        1728              91.2500,72.5700,89.9100     28.5770,32.5210,27.0220      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o16_pcu_sym.7                             str_m2_o1_o16_pcu_sy_ID_1027                        1116              91.7800,73.3700,91.9900     28.8410,32.4280,27.0170      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.70                            str_m2_o1_o16_pcu_sy_ID_1028                        1008              89.7500,73.0400,89.6400     28.5420,32.5090,26.8140      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o16_pcu_sym.71                            str_m2_o1_o16_pcu_sy_ID_1029                        1116              90.4100,72.6400,90.1500     28.5880,32.4960,26.8940      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.72                            str_m2_o1_o16_pcu_sy_ID_1030                        1008              90.1900,71.9900,90.0200     28.5230,32.5030,26.9000      1,1,1         C,H,N,Br,Cu,O       
str_m2_o1_o16_pcu_sym.73                            str_m2_o1_o16_pcu_sy_ID_1031                        1116              90.7200,72.7500,90.2300     28.6210,32.4160,27.0130      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.74                            str_m2_o1_o16_pcu_sy_ID_1032                        1044              90.2900,72.5800,90.1000     28.5600,32.5010,26.9130      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.75                            str_m2_o1_o16_pcu_sy_ID_1033                        1008              91.1100,72.8200,89.0100     29.0880,32.7820,26.7610      1,1,1         C,H,N,Br,Cu,O,F     
str_m2_o1_o16_pcu_sym.77                            str_m2_o1_o16_pcu_sy_ID_1034                        1080              90.7600,71.6300,89.6800     28.6030,32.4970,26.8920      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.78                            str_m2_o1_o16_pcu_sy_ID_1035                        1224              89.6100,73.8800,90.0000     28.5370,32.6630,26.8510      1,1,1         C,H,N,Cu,O,S,F      
str_m2_o1_o16_pcu_sym.79                            str_m2_o1_o16_pcu_sy_ID_1036                        1008              90.9000,73.2400,90.3200     28.8470,32.4750,26.7910      1,1,1         C,H,N,Br,Cu,O       
str_m2_o1_o16_pcu_sym.8                             str_m2_o1_o16_pcu_sy_ID_1037                        1188              90.0700,73.2100,90.0000     28.5080,32.4960,27.1180      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.80                            str_m2_o1_o16_pcu_sy_ID_1038                        1512              91.9000,71.3500,89.8100     28.8570,32.2100,26.8200      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.81                            str_m2_o1_o16_pcu_sy_ID_1039                        1116              90.9400,73.4800,90.3900     28.7010,32.3970,27.0140      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o16_pcu_sym.82                            str_m2_o1_o16_pcu_sy_ID_1040                        1098              90.5900,72.0600,89.9600     28.6040,32.5180,26.7170      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.83                            str_m2_o1_o16_pcu_sy_ID_1041                        1134              91.1800,72.4900,89.3300     28.6790,32.5070,26.9840      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.84                            str_m2_o1_o16_pcu_sy_ID_1042                        1152              90.8500,72.2100,89.8800     28.6100,32.5290,26.9100      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.85                            str_m2_o1_o16_pcu_sy_ID_1043                        1260              90.4500,72.8100,90.1000     28.5420,32.4050,26.7170      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.86                            str_m2_o1_o16_pcu_sy_ID_1044                        1170              90.0800,72.5700,90.2900     28.5380,32.4290,26.8950      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.87                            str_m2_o1_o16_pcu_sy_ID_1045                        1116              90.4500,72.2300,89.9100     28.6040,32.4820,26.8770      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.88                            str_m2_o1_o16_pcu_sy_ID_1046                        1188              90.7900,74.0500,88.8900     28.5730,32.6740,27.0250      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o16_pcu_sym.89                            str_m2_o1_o16_pcu_sy_ID_1047                        1134              91.5100,72.8300,90.0300     28.6390,32.7280,26.9330      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.9                             str_m2_o1_o16_pcu_sy_ID_1048                        1116              89.8400,72.8500,89.9900     28.6050,32.4940,26.8530      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.90                            str_m2_o1_o16_pcu_sy_ID_1049                        1044              90.1600,72.5500,89.9900     28.5410,32.5020,26.7960      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.91                            str_m2_o1_o16_pcu_sy_ID_1050                        1134              90.3400,72.4000,89.9400     28.5280,32.4930,26.8700      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.92                            str_m2_o1_o16_pcu_sy_ID_1051                        1152              92.7200,72.8500,91.4400     28.8310,32.3220,26.8530      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o16_pcu_sym.93                            str_m2_o1_o16_pcu_sy_ID_1052                        1224              91.6800,72.8200,91.6400     28.7890,32.3060,26.8920      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o16_pcu_sym.94                            str_m2_o1_o16_pcu_sy_ID_1053                        1116              91.5100,71.9100,89.8000     28.7360,32.5090,26.8220      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.95                            str_m2_o1_o16_pcu_sy_ID_1054                        1224              90.2000,73.2800,89.3400     28.4790,32.6050,27.0330      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.96                            str_m2_o1_o16_pcu_sy_ID_1055                        1080              90.3200,73.1300,89.8700     28.6770,32.4930,26.8140      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.97                            str_m2_o1_o16_pcu_sy_ID_1056                        1044              90.3900,72.9100,89.7800     28.6140,32.4750,26.9630      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.98                            str_m2_o1_o16_pcu_sy_ID_1057                        1080              90.1600,72.2500,90.0300     28.5510,32.4980,26.8630      1,1,1         C,H,N,Cu,O          
str_m2_o1_o16_pcu_sym.99                            str_m2_o1_o16_pcu_sy_ID_1058                        1242              92.6300,71.5000,89.5800     28.8170,32.4310,27.0700      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.1                             str_m2_o1_o17_pcu_sy_ID_1059                        1224              89.9500,90.1900,90.0100     32.5020,28.5270,30.1630      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.10                            str_m2_o1_o17_pcu_sy_ID_1060                        1800              90.0000,92.0300,90.0000     32.4210,28.8210,30.1400      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.100                           str_m2_o1_o17_pcu_sy_ID_1061                        1224              89.9900,92.2000,89.9800     32.4370,28.8790,29.9960      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o17_pcu_sym.101                           str_m2_o1_o17_pcu_sy_ID_1062                        1260              89.0900,90.4700,89.6400     32.4210,28.5610,30.1860      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.102                           str_m2_o1_o17_pcu_sy_ID_1063                        1620              89.7700,91.4600,89.7800     32.3360,28.8990,30.0910      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.103                           str_m2_o1_o17_pcu_sy_ID_1064                        1476              89.9800,90.2600,90.1400     32.7690,28.5790,30.1560      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o17_pcu_sym.104                           str_m2_o1_o17_pcu_sy_ID_1065                        1080              89.8500,90.3700,89.9700     32.4940,28.6000,30.1380      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o17_pcu_sym.105                           str_m2_o1_o17_pcu_sy_ID_1066                        1116              89.9500,90.1700,90.0000     32.5040,28.5320,30.1700      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.106                           str_m2_o1_o17_pcu_sy_ID_1067                        1044              89.9900,90.1800,90.0100     32.4970,28.5330,30.1700      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o17_pcu_sym.107                           str_m2_o1_o17_pcu_sy_ID_1068                        1260              90.0000,91.4500,90.0000     32.6090,28.7110,30.0200      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.108                           str_m2_o1_o17_pcu_sy_ID_1069                        1440              89.8000,93.5900,88.7800     32.5070,28.9140,30.1600      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.109                           str_m2_o1_o17_pcu_sy_ID_1070                        2124              88.2700,90.4500,89.7200     32.6730,29.2990,29.8000      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.11                            str_m2_o1_o17_pcu_sy_ID_1071                        1764              90.0200,91.8500,90.0000     32.0160,29.0940,29.8680      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.110                           str_m2_o1_o17_pcu_sy_ID_1072                        1368              89.1500,95.5200,90.1800     32.6670,29.0060,30.2590      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o17_pcu_sym.111                           str_m2_o1_o17_pcu_sy_ID_1073                        1620              90.0800,90.3900,90.1100     33.1900,28.4970,30.1530      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.112                           str_m2_o1_o17_pcu_sy_ID_1074                        1404              89.6300,91.2000,88.6600     32.7510,28.4920,30.1780      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.113                           str_m2_o1_o17_pcu_sy_ID_1075                        1476              90.1100,89.4900,90.1800     32.5320,28.5620,29.9810      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.114                           str_m2_o1_o17_pcu_sy_ID_1076                        1476              89.6200,89.9700,89.1500     32.7120,28.5700,30.1160      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o17_pcu_sym.115                           str_m2_o1_o17_pcu_sy_ID_1077                        1152              89.9000,90.1900,90.0000     32.3980,28.5550,30.1580      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.116                           str_m2_o1_o17_pcu_sy_ID_1078                        2088              89.2400,93.2300,89.3800     32.5660,28.8420,29.8930      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.117                           str_m2_o1_o17_pcu_sy_ID_1079                        1116              89.6600,90.3400,89.9600     32.4940,28.5510,30.1130      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.118                           str_m2_o1_o17_pcu_sy_ID_1080                        1584              89.3600,95.6700,88.1300     32.7750,29.0240,30.0360      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o17_pcu_sym.119                           str_m2_o1_o17_pcu_sy_ID_1081                        1440              90.1700,90.1300,89.9900     32.9230,28.5580,30.1560      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.12                            str_m2_o1_o17_pcu_sy_ID_1082                        1368              90.0800,90.0400,90.2400     32.3660,28.5650,30.1060      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.120                           str_m2_o1_o17_pcu_sy_ID_1083                        1188              90.0300,90.4000,90.1600     32.3850,28.5490,30.1590      1,1,1         C,H,N,Cu,O          
str_m2_o1_o17_pcu_sym.121                           str_m2_o1_o17_pcu_sy_ID_1084                        1260              90.0000,93.3800,89.9700     33.1720,29.0930,30.2210      1,1,1         C,N,I,Cu,O          
str_m2_o1_o17_pcu_sym.122                           str_m2_o1_o17_pcu_sy_ID_1085                        1476              90.0000,87.4700,90.0000     32.4300,28.6420,30.1490      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o17_pcu_sym.123                           str_m2_o1_o17_pcu_sy_ID_1086                        1044              90.0000,90.1700,90.0000     32.5050,28.5210,30.1710      1,1,1         C,H,N,Cu,O          
