Data: 2020-01-12
Materials                                           Mol_ID                                              AtomsNumber       CellAngle                   CellLength                   SuperCell     Elements
str_m2_o10_o18_pcu_sym.169                          str_m2_o10_o18_pcu_s_ID_506                         936               94.2600,74.9700,103.1600    22.3420,26.0840,31.5510      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.17                           str_m2_o10_o18_pcu_s_ID_507                         1080              94.2700,75.0500,102.8100    22.2550,26.2830,31.6410      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.170                          str_m2_o10_o18_pcu_s_ID_508                         1044              95.2200,75.2300,103.4200    22.4220,26.2940,31.5880      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.18                           str_m2_o10_o18_pcu_s_ID_509                         1440              92.5000,73.5000,103.5700    22.1400,26.4570,31.5680      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.19                           str_m2_o10_o18_pcu_s_ID_510                         1368              94.4600,74.4500,102.9300    22.3760,26.3480,31.4930      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.2                            str_m2_o10_o18_pcu_s_ID_511                         1404              95.1700,74.8100,103.3400    22.4100,26.1010,31.5830      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.20                           str_m2_o10_o18_pcu_s_ID_512                         1044              94.8900,75.3900,103.3200    22.3800,26.2280,31.2790      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.21                           str_m2_o10_o18_pcu_s_ID_513                         1044              94.3100,75.4200,103.1700    22.3630,26.0330,31.5160      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.22                           str_m2_o10_o18_pcu_s_ID_514                         1260              94.2600,75.0200,102.6700    22.2510,26.0770,31.6260      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.23                           str_m2_o10_o18_pcu_s_ID_515                         1260              94.3300,75.0500,103.2700    22.2860,26.0180,31.5580      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.24                           str_m2_o10_o18_pcu_s_ID_516                         972               94.2300,75.1900,103.1500    22.2680,26.0750,31.4310      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.25                           str_m2_o10_o18_pcu_s_ID_517                         1116              94.2400,74.9800,103.2600    22.4250,26.0570,31.3400      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.26                           str_m2_o10_o18_pcu_s_ID_518                         900               94.2800,75.0900,103.1300    22.3090,26.0840,31.6640      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.27                           str_m2_o10_o18_pcu_s_ID_519                         900               94.1100,75.0300,103.2800    22.3280,26.0410,31.3740      1,1,1         C,H,I,N,Cu,O,F      
str_m2_o10_o18_pcu_sym.28                           str_m2_o10_o18_pcu_s_ID_520                         900               95.5900,74.7700,103.6000    22.4730,26.0800,31.6090      1,1,1         C,H,I,N,Cu,O,Cl     
str_m2_o10_o18_pcu_sym.29                           str_m2_o10_o18_pcu_s_ID_521                         1332              95.4800,76.3700,101.5000    22.4460,26.3750,31.5050      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.30                           str_m2_o10_o18_pcu_s_ID_522                         900               83.9900,81.5400,102.6800    23.6720,27.9180,33.2810      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o10_o18_pcu_sym.31                           str_m2_o10_o18_pcu_s_ID_523                         936               94.2600,75.0200,103.1500    22.3020,26.0830,31.6110      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.32                           str_m2_o10_o18_pcu_s_ID_524                         1008              94.2500,74.9000,103.2100    22.3810,26.0770,31.4450      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.33                           str_m2_o10_o18_pcu_s_ID_525                         936               94.2700,75.0600,103.1400    22.3030,26.0810,31.6260      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.34                           str_m2_o10_o18_pcu_s_ID_526                         900               94.4200,75.2200,103.0600    22.2380,26.2070,31.8910      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.35                           str_m2_o10_o18_pcu_s_ID_527                         900               94.1100,75.0200,102.7200    22.2340,26.2100,31.5710      1,1,1         C,H,N,Cu,O,Cl,F     
str_m2_o10_o18_pcu_sym.36                           str_m2_o10_o18_pcu_s_ID_528                         1188              94.1900,75.7700,103.3300    22.5170,26.0230,31.5280      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.37                           str_m2_o10_o18_pcu_s_ID_529                         1260              93.1100,74.3200,103.1200    22.2640,25.9930,31.5780      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.38                           str_m2_o10_o18_pcu_s_ID_530                         1008              93.7500,74.4200,102.3800    22.2190,26.1410,31.6610      1,1,1         C,H,N,I,Cu,O        
str_m2_o10_o18_pcu_sym.39                           str_m2_o10_o18_pcu_s_ID_531                         1044              94.7600,74.8800,103.2200    22.2890,26.2510,31.7550      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.4                            str_m2_o10_o18_pcu_s_ID_532                         1260              94.0300,76.1000,103.1600    22.5940,25.9830,31.1640      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.40                           str_m2_o10_o18_pcu_s_ID_533                         936               94.2500,74.9700,103.1600    22.3420,26.0840,31.5510      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.41                           str_m2_o10_o18_pcu_s_ID_534                         900               95.6400,75.3000,103.5400    22.5430,26.0830,31.6230      1,1,1         C,H,N,Br,Cu,O       
str_m2_o10_o18_pcu_sym.42                           str_m2_o10_o18_pcu_s_ID_535                         1008              94.2800,74.5900,103.2800    22.2470,26.0550,31.8410      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.43                           str_m2_o10_o18_pcu_s_ID_536                         1044              94.1000,74.5900,102.9400    22.2640,26.2340,31.3980      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.44                           str_m2_o10_o18_pcu_s_ID_537                         1008              94.1000,75.1200,102.4600    22.2580,26.2420,31.6540      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.45                           str_m2_o10_o18_pcu_s_ID_538                         900               94.1000,74.6300,102.7500    22.2260,26.2340,31.6580      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o10_o18_pcu_sym.46                           str_m2_o10_o18_pcu_s_ID_539                         900               94.9100,75.4900,103.2700    22.3180,26.2020,31.8630      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.47                           str_m2_o10_o18_pcu_s_ID_540                         1044              94.1300,75.0000,103.1700    22.2980,26.0470,31.5840      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.48                           str_m2_o10_o18_pcu_s_ID_541                         1188              95.5200,76.2500,103.1100    22.5340,26.0390,31.1020      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.49                           str_m2_o10_o18_pcu_s_ID_542                         900               94.2800,74.9000,103.1600    22.2960,26.0850,31.6800      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.5                            str_m2_o10_o18_pcu_s_ID_543                         900               94.2700,74.9300,103.1700    22.2970,26.0850,31.6870      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.50                           str_m2_o10_o18_pcu_s_ID_544                         1620              93.7500,76.6400,102.8600    22.4130,26.0800,31.6380      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.51                           str_m2_o10_o18_pcu_s_ID_545                         1008              95.9100,74.7600,103.5000    22.5190,26.0840,31.5980      1,1,1         C,H,N,I,Cu,O        
str_m2_o10_o18_pcu_sym.52                           str_m2_o10_o18_pcu_s_ID_546                         900               94.1900,75.0300,103.2000    22.3390,26.0790,31.3080      1,1,1         C,H,N,Br,Cu,O       
str_m2_o10_o18_pcu_sym.53                           str_m2_o10_o18_pcu_s_ID_547                         1044              94.1700,74.8100,102.7500    22.2980,26.3240,31.5240      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.54                           str_m2_o10_o18_pcu_s_ID_548                         1044              94.8600,75.7400,102.7900    22.4920,26.0440,31.6520      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.55                           str_m2_o10_o18_pcu_s_ID_549                         1044              94.3300,75.0200,102.8900    22.2280,26.1780,31.8390      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.56                           str_m2_o10_o18_pcu_s_ID_550                         1224              93.8300,75.4900,103.0400    22.4280,26.0220,31.5930      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.57                           str_m2_o10_o18_pcu_s_ID_551                         1188              95.2700,76.0600,103.4600    22.6410,26.0470,31.4830      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.58                           str_m2_o10_o18_pcu_s_ID_552                         900               94.2800,75.0900,103.1300    22.3090,26.0840,31.6630      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.59                           str_m2_o10_o18_pcu_s_ID_553                         1116              94.1500,74.9900,102.8900    22.2620,26.1570,31.5690      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.6                            str_m2_o10_o18_pcu_s_ID_554                         1224              94.0300,75.5300,103.2000    22.4860,26.0120,31.0500      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.60                           str_m2_o10_o18_pcu_s_ID_555                         1152              94.2200,74.7700,103.2900    22.2870,26.0400,31.5800      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.61                           str_m2_o10_o18_pcu_s_ID_556                         900               94.2800,75.1800,103.1500    22.2970,26.0730,31.6160      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o10_o18_pcu_sym.62                           str_m2_o10_o18_pcu_s_ID_557                         900               94.2900,75.1000,103.1300    22.3100,26.0840,31.6600      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.63                           str_m2_o10_o18_pcu_s_ID_558                         1008              94.4200,76.3700,103.0300    22.3640,26.0660,31.6950      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.64                           str_m2_o10_o18_pcu_s_ID_559                         1224              93.9600,75.1300,102.1700    22.2390,26.1720,31.6060      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.65                           str_m2_o10_o18_pcu_s_ID_560                         1188              94.8000,75.1200,103.0400    22.4040,26.1940,31.6340      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.66                           str_m2_o10_o18_pcu_s_ID_561                         1260              95.2800,75.7800,102.5800    22.4680,26.1900,31.7790      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o10_o18_pcu_sym.67                           str_m2_o10_o18_pcu_s_ID_562                         900               95.7600,75.3500,103.5000    22.5610,26.0840,31.6210      1,1,1         C,H,N,I,Cu,O        
str_m2_o10_o18_pcu_sym.68                           str_m2_o10_o18_pcu_s_ID_563                         1152              94.8900,75.7500,102.8000    22.4880,26.0240,31.6400      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.69                           str_m2_o10_o18_pcu_s_ID_564                         1044              94.2200,75.2100,103.1200    22.4170,25.8510,31.6320      1,1,1         C,H,N,Cu,O,S        
str_m2_o10_o18_pcu_sym.7                            str_m2_o10_o18_pcu_s_ID_565                         900               94.4000,76.5700,100.9100    22.5240,26.0440,31.6460      1,1,1         C,H,N,Br,Cu,O,Cl    
str_m2_o10_o18_pcu_sym.70                           str_m2_o10_o18_pcu_s_ID_566                         1332              94.2900,75.8400,102.7800    22.4500,26.0740,31.3200      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.71                           str_m2_o10_o18_pcu_s_ID_567                         972               94.8500,74.5200,103.6800    22.5150,26.1020,31.6090      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.72                           str_m2_o10_o18_pcu_s_ID_568                         972               94.1800,75.3200,103.1600    22.3340,26.0720,31.3010      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.73                           str_m2_o10_o18_pcu_s_ID_569                         1260              105.4900,77.3700,104.3300   23.1050,26.4390,31.9330      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.74                           str_m2_o10_o18_pcu_s_ID_570                         972               94.2300,74.2600,103.2900    22.2400,26.0940,31.6710      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.75                           str_m2_o10_o18_pcu_s_ID_571                         1044              93.8900,74.9300,102.4000    22.3230,26.1710,31.4420      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.76                           str_m2_o10_o18_pcu_s_ID_572                         900               94.1700,74.4600,103.2800    22.2690,26.0730,31.4740      1,1,1         C,H,N,Br,Cu,O       
str_m2_o10_o18_pcu_sym.77                           str_m2_o10_o18_pcu_s_ID_573                         1260              95.5000,75.3200,102.8800    22.2070,26.3540,31.5860      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o10_o18_pcu_sym.78                           str_m2_o10_o18_pcu_s_ID_574                         1116              95.2900,75.6900,103.0200    22.3230,26.2640,31.9230      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.79                           str_m2_o10_o18_pcu_s_ID_575                         900               95.5000,75.2700,103.5400    22.5200,26.0820,31.6280      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o10_o18_pcu_sym.8                            str_m2_o10_o18_pcu_s_ID_576                         1476              92.4600,75.3300,101.8000    22.3280,25.9830,31.5500      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.80                           str_m2_o10_o18_pcu_s_ID_577                         1152              94.1600,74.9200,103.2600    22.2910,26.0150,31.6070      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.81                           str_m2_o10_o18_pcu_s_ID_578                         900               94.3200,75.0700,103.0700    22.2890,26.2130,31.6600      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.82                           str_m2_o10_o18_pcu_s_ID_579                         1332              93.1900,75.0300,101.8600    22.5200,26.1720,31.7260      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.84                           str_m2_o10_o18_pcu_s_ID_580                         900               94.1300,75.1300,102.6000    22.2600,26.1940,31.6550      1,1,1         C,H,N,Br,Cu,O       
str_m2_o10_o18_pcu_sym.85                           str_m2_o10_o18_pcu_s_ID_581                         900               94.2800,75.1800,103.1600    22.2960,26.0690,31.5940      1,1,1         C,H,N,Br,Cu,O       
str_m2_o10_o18_pcu_sym.86                           str_m2_o10_o18_pcu_s_ID_582                         1404              95.6100,74.6000,103.0100    22.2810,26.3580,31.6240      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.87                           str_m2_o10_o18_pcu_s_ID_583                         1404              94.7300,75.6600,103.0100    22.4530,26.2670,31.6450      1,1,1         C,H,N,Cu,O,F        
str_m2_o10_o18_pcu_sym.88                           str_m2_o10_o18_pcu_s_ID_584                         1044              94.2500,75.4700,103.1900    22.4480,26.0600,31.3820      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.89                           str_m2_o10_o18_pcu_s_ID_585                         936               94.2000,74.4900,103.2600    22.2770,26.0770,31.5200      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o10_o18_pcu_sym.9                            str_m2_o10_o18_pcu_s_ID_586                         900               94.7300,74.9400,103.3700    22.3700,26.2000,31.4140      1,1,1         C,H,N,Cu,O,Cl,F     
str_m2_o10_o18_pcu_sym.90                           str_m2_o10_o18_pcu_s_ID_587                         936               94.1500,75.1100,102.3900    22.2700,26.2740,31.6600      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.91                           str_m2_o10_o18_pcu_s_ID_588                         900               95.6700,75.4400,103.5500    22.5290,26.0670,31.5590      1,1,1         C,H,N,Br,Cu,O       
str_m2_o10_o18_pcu_sym.92                           str_m2_o10_o18_pcu_s_ID_589                         900               94.1000,75.1100,102.5700    22.2530,26.1560,31.6800      1,1,1         C,H,N,I,Cu,O        
str_m2_o10_o18_pcu_sym.93                           str_m2_o10_o18_pcu_s_ID_590                         900               95.5400,75.3600,103.0900    22.4970,26.1890,31.6130      1,1,1         C,H,N,Br,Cu,O       
str_m2_o10_o18_pcu_sym.95                           str_m2_o10_o18_pcu_s_ID_591                         1008              94.9600,75.6100,103.4700    22.4300,26.0670,31.4010      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.96                           str_m2_o10_o18_pcu_s_ID_592                         1008              94.7100,74.9600,103.4500    22.2810,26.5090,31.6430      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.97                           str_m2_o10_o18_pcu_s_ID_593                         1332              94.4200,75.0100,103.3000    22.3240,26.1770,31.5000      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.98                           str_m2_o10_o18_pcu_s_ID_594                         1116              94.3000,75.1600,103.1700    22.3270,25.8980,31.6230      1,1,1         C,H,N,Cu,O          
str_m2_o10_o18_pcu_sym.99                           str_m2_o10_o18_pcu_s_ID_595                         1044              94.3300,75.0500,103.2700    22.4550,26.0600,31.3510      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o10_pcu_sym.1                             str_m2_o1_o10_pcu_sy_ID_596                         2052              89.1300,98.0100,93.5800     26.4040,32.2450,28.9980      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.10                            str_m2_o1_o10_pcu_sy_ID_597                         1782              91.6700,99.4300,101.5100    26.6220,32.6380,28.9970      1,1,1         C,H,N,Cu,O,S        
str_m2_o1_o10_pcu_sym.100                           str_m2_o1_o10_pcu_sy_ID_598                         1620              88.9400,96.8200,93.1800     26.3440,32.3440,28.8420      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.101                           str_m2_o1_o10_pcu_sy_ID_599                         1836              92.6600,96.8400,93.5900     26.0700,32.7250,29.0570      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o10_pcu_sym.102                           str_m2_o1_o10_pcu_sy_ID_600                         1026              90.3800,98.0300,90.8500     26.4100,32.4900,28.6410      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o10_pcu_sym.103                           str_m2_o1_o10_pcu_sy_ID_601                         1242              91.1100,98.3400,90.5500     26.4150,32.5970,28.7040      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.104                           str_m2_o1_o10_pcu_sy_ID_602                         1242              89.9100,97.9100,90.2700     26.1870,32.4170,28.5850      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.105                           str_m2_o1_o10_pcu_sy_ID_603                         1782              90.6500,97.6000,95.5900     26.7850,32.4810,28.9700      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.106                           str_m2_o1_o10_pcu_sy_ID_604                         1026              90.0700,98.0000,90.2500     26.2060,32.5020,28.5890      1,1,1         C,H,N,Cu,O,F        
str_m2_o1_o10_pcu_sym.107                           str_m2_o1_o10_pcu_sy_ID_605                         1458              88.9200,97.3000,91.1500     26.3540,32.4060,28.6660      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.108                           str_m2_o1_o10_pcu_sy_ID_606                         1458              89.7100,98.0800,91.5000     26.1460,32.4180,28.7760      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.109                           str_m2_o1_o10_pcu_sy_ID_607                         1026              90.0100,97.9400,90.2600     26.1920,32.8040,28.5620      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o10_pcu_sym.11                            str_m2_o1_o10_pcu_sy_ID_608                         1674              93.3800,98.5100,89.4900     26.6610,32.2560,28.9760      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.110                           str_m2_o1_o10_pcu_sy_ID_609                         1296              90.0900,97.9000,89.7300     26.5640,32.3790,28.5560      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.111                           str_m2_o1_o10_pcu_sy_ID_610                         1080              89.9200,97.9500,90.2000     26.2010,32.3940,28.5890      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.112                           str_m2_o1_o10_pcu_sy_ID_611                         1296              89.6000,97.5500,90.7200     26.1900,32.4500,28.6530      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.113                           str_m2_o1_o10_pcu_sy_ID_612                         1134              90.0200,97.8300,90.1700     26.4840,32.5020,28.5340      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.114                           str_m2_o1_o10_pcu_sy_ID_613                         1350              90.0100,97.8400,92.9700     26.1500,32.2990,28.9590      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.115                           str_m2_o1_o10_pcu_sy_ID_614                         2106              88.4900,95.9200,93.3700     26.5120,32.8840,29.2480      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.116                           str_m2_o1_o10_pcu_sy_ID_615                         1188              89.9600,97.6100,90.2600     26.3490,32.4920,28.5490      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.117                           str_m2_o1_o10_pcu_sy_ID_616                         1188              89.9900,97.3300,90.1800     26.3920,32.4980,28.5410      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.118                           str_m2_o1_o10_pcu_sy_ID_617                         1026              89.9900,97.8900,92.4800     26.1730,32.4850,28.8800      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o10_pcu_sym.119                           str_m2_o1_o10_pcu_sy_ID_618                         1350              90.7900,98.3900,91.1200     26.2010,32.5420,28.7260      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.12                            str_m2_o1_o10_pcu_sy_ID_619                         1242              90.2600,97.9400,89.8300     26.1990,32.4630,28.5700      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.120                           str_m2_o1_o10_pcu_sy_ID_620                         1458              90.5900,97.3700,89.8300     26.3270,32.5750,28.5450      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.121                           str_m2_o1_o10_pcu_sy_ID_621                         1458              89.3500,97.3600,92.6100     26.3370,32.9920,28.8160      1,1,1         C,N,Cu,O,Cl         
str_m2_o1_o10_pcu_sym.122                           str_m2_o1_o10_pcu_sy_ID_622                         1998              90.3400,97.4400,95.7200     26.5310,32.7660,28.8520      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.123                           str_m2_o1_o10_pcu_sy_ID_623                         1134              89.9900,97.7900,90.1800     26.3750,32.4990,28.5410      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.124                           str_m2_o1_o10_pcu_sy_ID_624                         1512              90.2900,97.9000,95.0600     26.1780,32.3950,29.0720      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.125                           str_m2_o1_o10_pcu_sy_ID_625                         1674              89.5900,97.4600,91.4000     26.1280,32.2710,28.7400      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.126                           str_m2_o1_o10_pcu_sy_ID_626                         1134              90.6100,96.8800,91.3900     26.4290,32.6200,28.7420      1,1,1         C,H,N,I,Cu,O        
str_m2_o1_o10_pcu_sym.127                           str_m2_o1_o10_pcu_sy_ID_627                         1566              90.0700,97.9600,93.1900     26.2070,32.5920,29.0240      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.128                           str_m2_o1_o10_pcu_sy_ID_628                         1566              90.6000,97.8700,89.9300     26.1570,32.4690,28.5940      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.129                           str_m2_o1_o10_pcu_sy_ID_629                         1350              90.0100,97.8600,90.1800     26.4300,32.3830,28.5570      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.13                            str_m2_o1_o10_pcu_sy_ID_630                         1026              90.0100,97.9400,90.1500     26.2060,32.5040,28.5720      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.130                           str_m2_o1_o10_pcu_sy_ID_631                         1080              90.4000,97.7900,92.3300     26.1700,32.7050,28.7420      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o10_pcu_sym.131                           str_m2_o1_o10_pcu_sy_ID_632                         1512              91.3000,98.4500,92.6600     26.5620,32.2860,28.7760      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o10_pcu_sym.132                           str_m2_o1_o10_pcu_sy_ID_633                         1242              89.9600,97.2300,91.7500     26.1540,32.5070,28.8610      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o10_pcu_sym.133                           str_m2_o1_o10_pcu_sy_ID_634                         2106              90.3100,97.5300,90.9700     26.0670,32.4050,28.6410      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.134                           str_m2_o1_o10_pcu_sy_ID_635                         1566              92.4600,98.2200,92.3600     26.1280,32.6180,28.8820      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o10_pcu_sym.135                           str_m2_o1_o10_pcu_sy_ID_636                         1188              89.4100,97.3500,91.9500     26.1810,32.4910,28.7800      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.136                           str_m2_o1_o10_pcu_sy_ID_637                         1404              89.7800,97.7800,90.5400     26.1800,32.4680,28.5880      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.137                           str_m2_o1_o10_pcu_sy_ID_638                         1296              90.3600,97.5800,92.5500     26.1730,32.6810,28.7870      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o10_pcu_sym.138                           str_m2_o1_o10_pcu_sy_ID_639                         1242              90.7300,97.7200,89.7200     26.4020,32.6570,28.4940      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.139                           str_m2_o1_o10_pcu_sy_ID_640                         1836              89.1500,94.9100,94.6300     26.0430,32.7620,29.0170      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.14                            str_m2_o1_o10_pcu_sy_ID_641                         1026              89.5900,97.5300,91.0700     26.1870,32.4890,28.7030      1,1,1         C,H,N,Br,Cu,O       
str_m2_o1_o10_pcu_sym.140                           str_m2_o1_o10_pcu_sy_ID_642                         1134              90.3700,97.9500,90.1100     26.2030,32.5140,28.5660      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.141                           str_m2_o1_o10_pcu_sy_ID_643                         1134              90.2700,98.0000,93.3400     26.4590,32.7410,28.8320      1,1,1         C,N,Br,O,Cu         
str_m2_o1_o10_pcu_sym.142                           str_m2_o1_o10_pcu_sy_ID_644                         1026              90.7800,97.5200,90.8100     26.3620,32.4140,28.6550      1,1,1         C,H,N,Cu,O,Cl       
str_m2_o1_o10_pcu_sym.143                           str_m2_o1_o10_pcu_sy_ID_645                         1188              90.1600,97.9000,90.3800     26.4040,32.3730,28.6080      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.144                           str_m2_o1_o10_pcu_sy_ID_646                         1566              88.6600,96.8600,92.0000     26.1830,32.6650,28.7470      1,1,1         C,H,N,Cu,O,Br       
str_m2_o1_o10_pcu_sym.145                           str_m2_o1_o10_pcu_sy_ID_647                         1836              89.2800,97.9300,91.0100     26.2040,32.5760,28.6300      1,1,1         C,H,N,Cu,O          
str_m2_o1_o10_pcu_sym.146                           str_m2_o1_o10_pcu_sy_ID_648                         1026              89.9100,97.6600,92.5100     26.3550,32.6910,28.7230      1,1,1         C,N,Cu,O,Br,Cl      
