Data: 2020-01-12
Materials                                           Mol_ID                                              AtomsNumber       CellAngle                   CellLength                   SuperCell     Elements
str_m3_o1_o16_pcu_sym.79                            str_m3_o1_o16_pcu_sy_ID_920                         1044              90.0300,71.6400,90.0100     29.6090,32.1360,26.0580      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.8                             str_m3_o1_o16_pcu_sy_ID_921                         1098              90.2900,71.5600,89.6600     29.7240,32.0160,26.4150      1,1,1         F,C,O,Zn,H,N        
str_m3_o1_o16_pcu_sym.80                            str_m3_o1_o16_pcu_sy_ID_922                         1080              90.2000,70.0100,90.0300     29.4990,32.1690,26.2260      1,1,1         O,C,Zn,H,S,N        
str_m3_o1_o16_pcu_sym.81                            str_m3_o1_o16_pcu_sy_ID_923                         1368              91.4200,73.2100,91.5400     29.6930,31.8430,26.5640      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o16_pcu_sym.82                            str_m3_o1_o16_pcu_sy_ID_924                         1188              90.3500,71.5600,90.3300     29.6060,32.2410,26.1380      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.83                            str_m3_o1_o16_pcu_sy_ID_925                         1008              90.1200,70.0700,89.8800     29.5530,31.9470,26.4020      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o16_pcu_sym.84                            str_m3_o1_o16_pcu_sy_ID_926                         1206              90.1600,71.0500,89.8200     29.6180,31.9440,26.1080      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.85                            str_m3_o1_o16_pcu_sy_ID_927                         1170              89.8600,72.0500,90.1900     29.5730,32.1300,26.5640      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o16_pcu_sym.86                            str_m3_o1_o16_pcu_sy_ID_928                         1170              91.0000,69.4300,90.0600     29.7490,32.1560,26.1410      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.87                            str_m3_o1_o16_pcu_sy_ID_929                         1062              90.1500,70.0000,89.8200     29.5280,32.0080,26.2480      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o16_pcu_sym.88                            str_m3_o1_o16_pcu_sy_ID_930                         1062              90.4600,71.6600,89.6900     29.6160,32.1450,26.6360      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.89                            str_m3_o1_o16_pcu_sy_ID_931                         1170              90.1200,71.8900,88.9600     29.7220,31.8820,26.5320      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.9                             str_m3_o1_o16_pcu_sy_ID_932                         1044              89.3500,69.2200,88.7600     29.6490,32.1360,26.3760      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o16_pcu_sym.90                            str_m3_o1_o16_pcu_sy_ID_933                         1044              90.1000,69.6300,90.0100     29.5090,32.1410,26.2610      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.91                            str_m3_o1_o16_pcu_sy_ID_934                         1314              90.2900,70.8800,90.4200     29.5660,31.9510,26.5450      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.92                            str_m3_o1_o16_pcu_sy_ID_935                         1008              90.4700,71.4400,89.7800     29.6400,32.1460,26.1000      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o16_pcu_sym.93                            str_m3_o1_o16_pcu_sy_ID_936                         1440              91.6100,71.5600,90.8100     29.7420,31.8240,26.7120      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o16_pcu_sym.94                            str_m3_o1_o16_pcu_sy_ID_937                         1062              90.7500,72.0100,90.2200     29.5960,32.1380,26.0500      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o16_pcu_sym.95                            str_m3_o1_o16_pcu_sy_ID_938                         1278              90.1500,69.6100,89.7400     29.5910,31.9770,26.3330      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.96                            str_m3_o1_o16_pcu_sy_ID_939                         1242              90.2000,70.0400,89.5400     29.5940,32.0530,26.1940      1,1,1         O,C,Zn,H,N          
str_m3_o1_o16_pcu_sym.98                            str_m3_o1_o16_pcu_sy_ID_940                         1062              90.7800,69.8600,90.4400     29.6240,32.0570,26.3310      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o16_pcu_sym.99                            str_m3_o1_o16_pcu_sy_ID_941                         1404              89.2700,70.1100,89.2300     29.6700,32.0630,26.3540      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.1                             str_m3_o1_o17_pcu_sy_ID_942                         1044              90.0000,90.1200,89.9900     32.1590,29.4650,30.0280      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.10                            str_m3_o1_o17_pcu_sy_ID_943                         1044              90.0000,90.1200,89.9900     32.1590,29.4650,30.0280      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.100                           str_m3_o1_o17_pcu_sy_ID_944                         1656              90.2100,90.9600,90.0800     31.8050,29.7610,29.9280      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.101                           str_m3_o1_o17_pcu_sy_ID_945                         1188              89.8800,90.9300,89.0000     32.3730,29.6650,29.8900      1,1,1         O,C,Zn,Cl,N         
str_m3_o1_o17_pcu_sym.102                           str_m3_o1_o17_pcu_sy_ID_946                         1152              89.9100,90.9100,89.9800     32.1700,29.6110,30.0230      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.103                           str_m3_o1_o17_pcu_sy_ID_947                         1116              90.0000,93.1700,90.0000     32.3300,29.7950,30.0110      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.104                           str_m3_o1_o17_pcu_sy_ID_948                         1440              90.3600,89.5400,90.7500     32.2230,29.5200,29.7750      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.105                           str_m3_o1_o17_pcu_sy_ID_949                         1044              89.8200,89.9400,89.8900     32.1030,29.5410,29.8380      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.106                           str_m3_o1_o17_pcu_sy_ID_950                         1476              90.3500,90.8600,89.8700     32.0420,29.5370,29.9150      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.107                           str_m3_o1_o17_pcu_sy_ID_951                         1188              90.3100,89.3400,90.1800     32.0070,29.5320,30.0500      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.108                           str_m3_o1_o17_pcu_sy_ID_952                         1404              89.7400,93.2600,89.3900     32.6550,29.3730,30.0580      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o17_pcu_sym.109                           str_m3_o1_o17_pcu_sy_ID_953                         1080              89.8700,90.2400,90.0600     32.1060,29.5260,29.8870      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o17_pcu_sym.11                            str_m3_o1_o17_pcu_sy_ID_954                         1044              90.4200,90.2300,90.0000     32.1600,29.4870,30.0490      1,1,1         F,C,O,Zn,H,N        
str_m3_o1_o17_pcu_sym.110                           str_m3_o1_o17_pcu_sy_ID_955                         1224              89.9800,90.0900,90.0000     32.1500,29.4920,29.9790      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.111                           str_m3_o1_o17_pcu_sy_ID_956                         1404              89.7500,91.8900,89.4700     32.1130,29.6650,29.7480      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.112                           str_m3_o1_o17_pcu_sy_ID_957                         1044              90.0700,90.9500,90.1600     32.1250,29.5620,29.8970      1,1,1         O,C,Zn,F,Br,N       
str_m3_o1_o17_pcu_sym.113                           str_m3_o1_o17_pcu_sy_ID_958                         1764              90.3300,88.3900,88.3600     32.4280,29.3980,30.0360      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.114                           str_m3_o1_o17_pcu_sy_ID_959                         1260              89.8000,90.3000,89.7900     31.9850,29.5060,29.9880      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.115                           str_m3_o1_o17_pcu_sy_ID_960                         1404              90.2400,91.3100,89.8600     31.7860,29.9810,29.8460      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.116                           str_m3_o1_o17_pcu_sy_ID_961                         1044              89.9300,92.6600,89.8900     32.1790,29.8670,29.9150      1,1,1         O,C,Zn,H,Cl,I,N     
str_m3_o1_o17_pcu_sym.117                           str_m3_o1_o17_pcu_sy_ID_962                         1080              90.1800,90.1200,90.0100     32.1570,29.4690,30.0410      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.118                           str_m3_o1_o17_pcu_sy_ID_963                         1692              88.4900,93.2900,91.5800     31.8540,30.1220,29.8790      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.119                           str_m3_o1_o17_pcu_sy_ID_964                         1404              89.9700,90.2100,89.0100     31.8110,29.5080,30.0090      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.12                            str_m3_o1_o17_pcu_sy_ID_965                         1332              89.8300,90.1100,90.0100     32.1260,29.4780,29.9070      1,1,1         O,C,Zn,H,S,N        
str_m3_o1_o17_pcu_sym.120                           str_m3_o1_o17_pcu_sy_ID_966                         1764              90.0100,91.0400,90.0000     32.2080,29.4710,29.8310      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.121                           str_m3_o1_o17_pcu_sy_ID_967                         1044              90.0100,91.7300,90.0000     32.1700,29.7280,30.0130      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.122                           str_m3_o1_o17_pcu_sy_ID_968                         1044              90.0300,90.2200,90.0100     32.1620,29.4940,30.0330      1,1,1         O,C,Zn,F,H,N        
str_m3_o1_o17_pcu_sym.123                           str_m3_o1_o17_pcu_sy_ID_969                         1116              90.3300,92.3200,89.9900     32.1690,29.8540,30.0140      1,1,1         O,C,Zn,F,H,N        
str_m3_o1_o17_pcu_sym.124                           str_m3_o1_o17_pcu_sy_ID_970                         1836              90.0800,90.7900,90.3000     32.3760,29.8040,29.9820      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.125                           str_m3_o1_o17_pcu_sy_ID_971                         1044              90.2000,91.7600,90.0300     32.1690,29.7460,30.0130      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.126                           str_m3_o1_o17_pcu_sy_ID_972                         1080              90.1900,90.3600,89.8700     32.0720,29.5420,29.8520      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.127                           str_m3_o1_o17_pcu_sy_ID_973                         1044              89.8400,89.9700,89.9800     32.0940,29.5430,29.8360      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.128                           str_m3_o1_o17_pcu_sy_ID_974                         1224              90.2100,89.9300,89.9300     32.1470,29.4960,29.9730      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.129                           str_m3_o1_o17_pcu_sy_ID_975                         2412              90.4300,91.3800,89.6000     32.4950,29.6620,29.6640      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.13                            str_m3_o1_o17_pcu_sy_ID_976                         1044              90.0000,91.9800,90.0000     32.2600,30.0200,29.8600      1,1,1         O,C,Zn,H,Br,I,N     
str_m3_o1_o17_pcu_sym.130                           str_m3_o1_o17_pcu_sy_ID_977                         1260              89.9700,89.9900,89.9000     32.0570,29.5490,29.8720      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.131                           str_m3_o1_o17_pcu_sy_ID_978                         1584              90.6000,90.3600,90.1000     31.5840,29.7580,29.6040      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.132                           str_m3_o1_o17_pcu_sy_ID_979                         1044              90.5000,90.2500,89.9400     32.0220,29.5030,30.0840      1,1,1         O,C,Zn,F,H,N        
str_m3_o1_o17_pcu_sym.133                           str_m3_o1_o17_pcu_sy_ID_980                         1764              88.2500,89.6700,89.5200     31.9410,30.2460,29.6880      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.134                           str_m3_o1_o17_pcu_sy_ID_981                         1476              89.6900,90.8900,89.3500     32.4940,29.4470,29.9670      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o17_pcu_sym.135                           str_m3_o1_o17_pcu_sy_ID_982                         1368              90.7400,88.9900,89.4700     32.0690,29.5140,29.8490      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.136                           str_m3_o1_o17_pcu_sy_ID_983                         1044              90.0900,92.0800,89.8900     32.0990,30.0720,29.9360      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.137                           str_m3_o1_o17_pcu_sy_ID_984                         1548              90.0000,90.7900,90.0000     32.1210,29.8050,29.7870      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o17_pcu_sym.138                           str_m3_o1_o17_pcu_sy_ID_985                         1584              90.0000,92.9500,90.0000     32.3480,30.0400,29.7350      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.139                           str_m3_o1_o17_pcu_sy_ID_986                         1404              90.0600,90.1900,90.0100     32.1030,29.5380,29.8810      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.14                            str_m3_o1_o17_pcu_sy_ID_987                         1296              90.7100,91.8100,91.8800     32.4190,29.7310,29.8170      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.140                           str_m3_o1_o17_pcu_sy_ID_988                         1260              89.9700,90.0000,89.9900     32.0630,29.5420,29.9460      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.141                           str_m3_o1_o17_pcu_sy_ID_989                         1044              89.8700,90.1700,89.9500     32.1580,29.5110,29.8900      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.142                           str_m3_o1_o17_pcu_sy_ID_990                         1548              90.3400,91.6500,91.7300     32.3410,29.9340,29.9400      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.143                           str_m3_o1_o17_pcu_sy_ID_991                         1404              90.5200,92.6000,90.2200     32.4740,29.7260,29.7910      1,1,1         O,C,F,Zn,N          
str_m3_o1_o17_pcu_sym.144                           str_m3_o1_o17_pcu_sy_ID_992                         1044              89.9800,90.1100,90.0200     32.1560,29.4750,30.0230      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o17_pcu_sym.145                           str_m3_o1_o17_pcu_sy_ID_993                         1296              89.9000,90.0600,89.9700     32.1400,29.4980,29.9550      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.146                           str_m3_o1_o17_pcu_sy_ID_994                         1116              90.0000,92.3000,90.0100     32.1670,29.8430,30.0210      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.147                           str_m3_o1_o17_pcu_sy_ID_995                         1332              90.6000,90.1300,89.9800     31.9500,29.5480,29.9390      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.148                           str_m3_o1_o17_pcu_sy_ID_996                         1224              89.6700,89.8100,90.0800     32.0900,29.5330,29.8810      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.149                           str_m3_o1_o17_pcu_sy_ID_997                         1116              89.7900,90.0200,90.0500     32.1540,29.5190,29.9600      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.15                            str_m3_o1_o17_pcu_sy_ID_998                         1116              90.3800,89.4000,89.8400     32.0830,29.5610,29.8120      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.150                           str_m3_o1_o17_pcu_sy_ID_999                         1584              90.2000,93.6700,89.8800     32.0470,30.0410,29.8170      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.151                           str_m3_o1_o17_pcu_sy_ID_1000                        1044              90.3700,90.1300,90.0000     32.1580,29.4710,30.0390      1,1,1         O,C,Zn,F,H,N        
str_m3_o1_o17_pcu_sym.152                           str_m3_o1_o17_pcu_sy_ID_1001                        1476              90.0000,90.4400,91.0900     32.1360,29.6140,29.7890      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o17_pcu_sym.153                           str_m3_o1_o17_pcu_sy_ID_1002                        2268              91.5700,89.2800,90.3200     32.4930,29.9130,29.7850      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.154                           str_m3_o1_o17_pcu_sy_ID_1003                        1116              90.0800,89.9100,89.9200     32.0920,29.5350,29.8800      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.155                           str_m3_o1_o17_pcu_sy_ID_1004                        1260              89.1100,92.2700,90.2700     32.0820,29.8560,29.9450      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.156                           str_m3_o1_o17_pcu_sy_ID_1005                        1224              89.9200,89.9000,90.1100     32.0600,29.5410,29.7810      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.157                           str_m3_o1_o17_pcu_sy_ID_1006                        1404              90.2800,90.6100,89.8100     31.9650,29.5540,29.7400      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.158                           str_m3_o1_o17_pcu_sy_ID_1007                        1404              89.6400,90.6500,90.1200     32.0390,29.5420,29.8990      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.159                           str_m3_o1_o17_pcu_sy_ID_1008                        1692              90.4400,92.5800,92.2900     32.5990,29.8580,29.8000      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.16                            str_m3_o1_o17_pcu_sy_ID_1009                        1476              89.8500,89.8700,89.4500     31.9950,29.4660,30.0210      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.160                           str_m3_o1_o17_pcu_sy_ID_1010                        1656              89.6200,92.9800,92.0500     32.0400,29.9240,29.9760      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.161                           str_m3_o1_o17_pcu_sy_ID_1011                        1188              89.9900,89.9500,90.9900     31.8640,29.5140,30.0140      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.162                           str_m3_o1_o17_pcu_sy_ID_1012                        1044              89.9600,90.1100,89.9700     31.8600,29.5100,30.0160      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.163                           str_m3_o1_o17_pcu_sy_ID_1013                        1044              89.9900,91.4900,89.8000     32.1900,29.6870,29.8110      1,1,1         O,C,Zn,F,H,Br,N     
str_m3_o1_o17_pcu_sym.164                           str_m3_o1_o17_pcu_sy_ID_1014                        1404              90.7100,90.7000,89.9900     32.1750,29.7840,29.8110      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.165                           str_m3_o1_o17_pcu_sy_ID_1015                        1332              90.0300,88.9400,89.9100     32.3230,29.5260,29.7780      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.166                           str_m3_o1_o17_pcu_sy_ID_1016                        1116              89.5200,90.3100,89.5600     31.9140,29.5540,30.0120      1,1,1         O,C,Zn,F,H,N        
str_m3_o1_o17_pcu_sym.167                           str_m3_o1_o17_pcu_sy_ID_1017                        1044              90.0000,91.1000,90.0000     32.2640,29.7140,29.7750      1,1,1         O,C,Zn,H,Br,I,N     
str_m3_o1_o17_pcu_sym.168                           str_m3_o1_o17_pcu_sy_ID_1018                        1188              90.0000,90.8600,90.0000     32.1530,29.5280,29.8370      1,1,1         O,C,Zn,H,S,N        
str_m3_o1_o17_pcu_sym.17                            str_m3_o1_o17_pcu_sy_ID_1019                        1260              89.9900,90.4500,90.0000     31.8790,29.5190,30.0120      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.170                           str_m3_o1_o17_pcu_sy_ID_1020                        1548              89.6500,88.6700,90.6400     32.1430,29.5020,29.8290      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.171                           str_m3_o1_o17_pcu_sy_ID_1021                        1188              89.9900,92.3100,89.9500     32.1250,29.9090,29.8210      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.173                           str_m3_o1_o17_pcu_sy_ID_1022                        1044              90.0000,89.1300,90.0000     32.4570,29.5160,29.7280      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.174                           str_m3_o1_o17_pcu_sy_ID_1023                        1116              90.0100,89.9300,89.9200     32.0900,29.5370,29.8930      1,1,1         O,C,Zn,F,H,N        
str_m3_o1_o17_pcu_sym.175                           str_m3_o1_o17_pcu_sy_ID_1024                        1692              90.0100,89.7300,90.0000     32.6450,29.3920,30.0120      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.176                           str_m3_o1_o17_pcu_sy_ID_1025                        1332              88.9500,92.0800,87.5000     32.2670,29.8130,29.9590      1,1,1         O,C,Zn,H,Cl,N       
str_m3_o1_o17_pcu_sym.177                           str_m3_o1_o17_pcu_sy_ID_1026                        1476              89.2600,93.4900,90.0200     32.1550,29.8780,29.9280      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.178                           str_m3_o1_o17_pcu_sy_ID_1027                        1188              89.6100,90.6500,90.0700     31.9940,29.5010,30.0860      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.179                           str_m3_o1_o17_pcu_sy_ID_1028                        1548              90.0000,90.9700,90.0000     32.1520,29.5240,29.7790      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.18                            str_m3_o1_o17_pcu_sy_ID_1029                        1152              90.2200,89.9700,89.8300     32.0800,29.5460,29.7730      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.180                           str_m3_o1_o17_pcu_sy_ID_1030                        1116              89.8800,90.1500,90.0500     32.1550,29.4740,30.0010      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.183                           str_m3_o1_o17_pcu_sy_ID_1031                        1404              90.0900,89.6300,90.2900     32.7970,29.3970,29.8480      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.185                           str_m3_o1_o17_pcu_sy_ID_1032                        1260              90.3600,90.4300,89.9800     32.0760,29.5440,29.8380      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.187                           str_m3_o1_o17_pcu_sy_ID_1033                        1116              89.9400,90.1200,90.0100     32.1560,29.4690,30.0290      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.188                           str_m3_o1_o17_pcu_sy_ID_1034                        1908              91.0300,93.4300,89.1800     31.8340,30.3030,29.7360      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.189                           str_m3_o1_o17_pcu_sy_ID_1035                        1152              89.9400,90.1300,90.0200     32.1560,29.4730,30.0120      1,1,1         O,C,Zn,F,H,N        
str_m3_o1_o17_pcu_sym.19                            str_m3_o1_o17_pcu_sy_ID_1036                        1044              90.0200,91.8500,90.0300     32.5530,29.5990,29.8480      1,1,1         O,C,Zn,Cl,I,N       
str_m3_o1_o17_pcu_sym.190                           str_m3_o1_o17_pcu_sy_ID_1037                        1224              89.7800,90.3300,89.9600     32.1210,29.5270,29.8540      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.191                           str_m3_o1_o17_pcu_sy_ID_1038                        1152              89.6900,90.0100,89.9200     32.0990,29.5300,29.8960      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.192                           str_m3_o1_o17_pcu_sy_ID_1039                        1080              90.3000,90.1400,90.0300     32.1540,29.4890,30.0090      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.193                           str_m3_o1_o17_pcu_sy_ID_1040                        1296              89.8700,91.1700,89.0900     32.3860,29.6360,29.8830      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.194                           str_m3_o1_o17_pcu_sy_ID_1041                        2844              92.0800,88.3600,89.4400     32.5240,29.9790,29.9440      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.195                           str_m3_o1_o17_pcu_sy_ID_1042                        1260              89.9200,90.2000,89.8900     32.0700,29.5340,29.6990      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.196                           str_m3_o1_o17_pcu_sy_ID_1043                        1476              89.8300,90.9500,90.2800     32.3970,29.4410,29.8480      1,1,1         O,C,Zn,H,Br,S,N     
str_m3_o1_o17_pcu_sym.198                           str_m3_o1_o17_pcu_sy_ID_1044                        1620              90.5300,89.7800,89.2900     32.0870,29.5210,29.8020      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.2                             str_m3_o1_o17_pcu_sy_ID_1045                        1332              90.0500,92.1400,89.9500     32.1400,29.8570,29.8150      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.20                            str_m3_o1_o17_pcu_sy_ID_1046                        1404              90.0900,90.0700,89.9900     32.1370,29.4970,29.9120      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.201                           str_m3_o1_o17_pcu_sy_ID_1047                        1332              89.8900,90.4900,89.7500     32.0180,29.4880,30.0260      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.202                           str_m3_o1_o17_pcu_sy_ID_1048                        1368              89.8700,90.3300,89.9600     32.1210,29.4820,29.9600      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.203                           str_m3_o1_o17_pcu_sy_ID_1049                        1692              88.5100,91.4300,87.1800     32.7660,29.7080,29.9540      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.204                           str_m3_o1_o17_pcu_sy_ID_1050                        1404              89.9500,92.4700,89.8500     32.1370,29.8360,29.8490      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.206                           str_m3_o1_o17_pcu_sy_ID_1051                        1152              90.6200,89.5600,89.8100     32.0120,29.5150,29.9790      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.207                           str_m3_o1_o17_pcu_sy_ID_1052                        1512              90.1800,90.5200,90.0600     32.0060,29.5280,29.7750      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.208                           str_m3_o1_o17_pcu_sy_ID_1053                        1476              90.0800,89.8400,90.4000     31.9270,29.5030,29.9540      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.209                           str_m3_o1_o17_pcu_sy_ID_1054                        1800              88.4900,92.3800,87.5200     32.6760,29.9380,29.9190      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.21                            str_m3_o1_o17_pcu_sy_ID_1055                        1116              90.0900,90.1200,89.9900     32.1560,29.4690,30.0470      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.211                           str_m3_o1_o17_pcu_sy_ID_1056                        1764              88.6500,90.1600,89.7800     31.8350,29.3820,30.0860      1,1,1         O,C,Zn,H,Br,N       
str_m3_o1_o17_pcu_sym.212                           str_m3_o1_o17_pcu_sy_ID_1057                        1044              89.8700,90.4600,90.0000     32.0880,29.5360,29.8200      1,1,1         O,C,Zn,H,I,N        
str_m3_o1_o17_pcu_sym.215                           str_m3_o1_o17_pcu_sy_ID_1058                        1296              90.0900,90.2800,89.9700     32.0320,29.5490,29.9040      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.216                           str_m3_o1_o17_pcu_sy_ID_1059                        1260              90.4900,90.9300,90.0100     32.1620,29.7770,29.8350      1,1,1         O,C,Zn,H,N          
str_m3_o1_o17_pcu_sym.22                            str_m3_o1_o17_pcu_sy_ID_1060                        1476              90.5400,89.3600,89.5300     32.3020,29.5150,29.8140      1,1,1         F,C,O,Zn,H,S,N      
