MaterialsName                10.0kPa        
str_m1_o10_o16_pcu_s_ID_200   0.0737         
str_m1_o10_o16_pcu_s_ID_201   0.1347         
str_m1_o10_o16_pcu_s_ID_202   0.2971         
str_m1_o10_o16_pcu_s_ID_203   2.5537         
str_m1_o10_o16_pcu_s_ID_204   0.1772         
str_m1_o10_o16_pcu_s_ID_205   0.3046         
str_m1_o10_o16_pcu_s_ID_206   0.6078         
str_m1_o10_o16_pcu_s_ID_207   0.1393         
str_m1_o10_o16_pcu_s_ID_208   0.4722         
str_m1_o10_o16_pcu_s_ID_209   0.3920         
str_m1_o10_o16_pcu_s_ID_21    1.2657         
str_m1_o10_o16_pcu_s_ID_210   0.6384         
str_m1_o10_o16_pcu_s_ID_211   3.4995         
str_m1_o10_o16_pcu_s_ID_212   0.6111         
str_m1_o10_o16_pcu_s_ID_213   0.0290         
str_m1_o10_o16_pcu_s_ID_214   0.1495         
str_m1_o10_o16_pcu_s_ID_215   2.0625         
str_m1_o10_o16_pcu_s_ID_216   0.1928         
str_m1_o10_o16_pcu_s_ID_217   0.1055         
str_m1_o10_o16_pcu_s_ID_218   0.0183         
str_m1_o10_o16_pcu_s_ID_219   0.4929         
str_m1_o10_o16_pcu_s_ID_22    0.5456         
str_m1_o10_o16_pcu_s_ID_220   0.1670         
str_m1_o10_o16_pcu_s_ID_221   0.6451         
str_m1_o10_o16_pcu_s_ID_222   0.0785         
str_m1_o10_o16_pcu_s_ID_223   0.3586         
str_m1_o10_o16_pcu_s_ID_224   0.0577         
str_m1_o10_o16_pcu_s_ID_225   0.7965         
str_m1_o10_o16_pcu_s_ID_226   0.1377         
str_m1_o10_o16_pcu_s_ID_227   0.0652         
str_m1_o10_o16_pcu_s_ID_228   0.6864         
str_m1_o10_o16_pcu_s_ID_229   1.8905         
str_m1_o10_o16_pcu_s_ID_23    1.1257         
str_m1_o10_o16_pcu_s_ID_230   1.2851         
str_m1_o10_o16_pcu_s_ID_231   0.8367         
str_m1_o10_o16_pcu_s_ID_232   0.4144         
str_m1_o10_o16_pcu_s_ID_233   0.0356         
str_m1_o10_o16_pcu_s_ID_234   0.2969         
str_m1_o10_o16_pcu_s_ID_235   0.3017         
str_m1_o10_o16_pcu_s_ID_236   0.0833         
str_m1_o10_o16_pcu_s_ID_237   0.7136         
str_m1_o10_o16_pcu_s_ID_238   0.0781         
str_m1_o10_o16_pcu_s_ID_239   0.0236         
str_m1_o10_o16_pcu_s_ID_24    0.5026         
str_m1_o10_o16_pcu_s_ID_240   0.1866         
str_m1_o10_o16_pcu_s_ID_241   1.8449         
str_m1_o10_o16_pcu_s_ID_242   0.2059         
str_m1_o10_o16_pcu_s_ID_243   0.6288         
str_m1_o10_o16_pcu_s_ID_244   0.2934         
str_m1_o10_o16_pcu_s_ID_245   0.7802         
str_m1_o10_o16_pcu_s_ID_246   0.6293         
str_m1_o10_o16_pcu_s_ID_247   8.1948         
str_m1_o10_o16_pcu_s_ID_248   0.0941         
str_m1_o10_o16_pcu_s_ID_249   0.4242         
str_m1_o10_o16_pcu_s_ID_25    0.0589         
str_m1_o10_o16_pcu_s_ID_250   0.5099         
str_m1_o10_o16_pcu_s_ID_251   1.4780         
str_m1_o10_o16_pcu_s_ID_252   0.1799         
str_m1_o10_o16_pcu_s_ID_253   3.2426         
str_m1_o10_o16_pcu_s_ID_254   13.0573        
str_m1_o10_o16_pcu_s_ID_255   0.2689         
str_m1_o10_o16_pcu_s_ID_256   0.5491         
str_m1_o10_o16_pcu_s_ID_257   0.1007         
str_m1_o10_o16_pcu_s_ID_258   0.2513         
str_m1_o10_o16_pcu_s_ID_259   0.0637         
str_m1_o10_o16_pcu_s_ID_26    1.1497         
str_m1_o10_o16_pcu_s_ID_260   0.2166         
str_m1_o10_o16_pcu_s_ID_261   0.5080         
str_m1_o10_o16_pcu_s_ID_262   0.2931         
str_m1_o10_o16_pcu_s_ID_263   0.6392         
str_m1_o10_o16_pcu_s_ID_264   1.0609         
str_m1_o10_o16_pcu_s_ID_27    0.0969         
str_m1_o10_o16_pcu_s_ID_28    0.5585         
str_m1_o10_o16_pcu_s_ID_29    0.0922         
str_m1_o10_o16_pcu_s_ID_3     0.3079         
str_m1_o10_o16_pcu_s_ID_30    0.0027         
str_m1_o10_o16_pcu_s_ID_31    1.2743         
str_m1_o10_o16_pcu_s_ID_32    0.5171         
