MaterialsName                10.0kPa        

str_m3_o10_o16_pcu_s_ID_1      NULL   
str_m3_o10_o16_pcu_s_ID_10    3.2184         
str_m3_o10_o16_pcu_s_ID_100   7.9700         
str_m3_o10_o16_pcu_s_ID_101   5.9910         
str_m3_o10_o16_pcu_s_ID_102   0.2311         
str_m3_o10_o16_pcu_s_ID_103   0.0000         
str_m3_o10_o16_pcu_s_ID_104   0.0003         
str_m3_o10_o16_pcu_s_ID_105   4.4401         
str_m3_o10_o16_pcu_s_ID_106   11.6956        
str_m3_o10_o16_pcu_s_ID_107   1.0085         
str_m3_o10_o16_pcu_s_ID_108   0.0000         
str_m3_o10_o16_pcu_s_ID_109   7.7395         
str_m3_o10_o16_pcu_s_ID_11    0.1266         
str_m3_o10_o16_pcu_s_ID_110   9.3036         
str_m3_o10_o16_pcu_s_ID_111   8.9142         
str_m3_o10_o16_pcu_s_ID_112   3.1412         
str_m3_o10_o16_pcu_s_ID_113   0.0496         
str_m3_o10_o16_pcu_s_ID_114   0.0745         
str_m3_o10_o16_pcu_s_ID_115   0.0000         
str_m3_o10_o16_pcu_s_ID_116   0.3793         
str_m3_o10_o16_pcu_s_ID_117   0.1725         
str_m3_o10_o16_pcu_s_ID_118   1.9042         
str_m3_o10_o16_pcu_s_ID_119   0.0001         
str_m3_o10_o16_pcu_s_ID_12    0.0000         
str_m3_o10_o16_pcu_s_ID_120   5.1287         
str_m3_o10_o16_pcu_s_ID_121   4.7647         
str_m3_o10_o16_pcu_s_ID_122   0.2703         
str_m3_o10_o16_pcu_s_ID_123   0.0270         
str_m3_o10_o16_pcu_s_ID_124   5.9225         
str_m3_o10_o16_pcu_s_ID_125   0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         
str_m3_o10_o16_pcu_s_ID_127   1.0002         
str_m3_o10_o16_pcu_s_ID_128   5.6614         
str_m3_o10_o16_pcu_s_ID_129   0.0000         
str_m3_o10_o16_pcu_s_ID_13    8.0573         
str_m3_o10_o16_pcu_s_ID_130   0.0488         
str_m3_o10_o16_pcu_s_ID_131   0.4619         
str_m3_o10_o16_pcu_s_ID_132   2.9428         
str_m3_o10_o16_pcu_s_ID_133   0.4284         
str_m3_o10_o16_pcu_s_ID_134   0.0004         
str_m3_o10_o16_pcu_s_ID_135   0.3352         
str_m3_o10_o16_pcu_s_ID_136   0.1384         
str_m3_o10_o16_pcu_s_ID_137   0.0427         
str_m3_o10_o16_pcu_s_ID_138   9.0000         
str_m3_o10_o16_pcu_s_ID_139   1.6551         
str_m3_o10_o16_pcu_s_ID_14    7.9608         
str_m3_o10_o16_pcu_s_ID_140   0.0000         
str_m3_o10_o16_pcu_s_ID_141   0.0000         
str_m3_o10_o16_pcu_s_ID_142   0.1072         
str_m3_o10_o16_pcu_s_ID_143   7.1852         
str_m3_o10_o16_pcu_s_ID_144   9.3687         
str_m3_o10_o16_pcu_s_ID_145   4.9354         
str_m3_o10_o16_pcu_s_ID_146   1.0699         
str_m3_o10_o16_pcu_s_ID_147   12.8056        
str_m3_o10_o16_pcu_s_ID_148   0.0379         
str_m3_o10_o16_pcu_s_ID_149   7.3442         
str_m3_o10_o16_pcu_s_ID_15    7.4193         
str_m3_o10_o16_pcu_s_ID_150   0.0000         
str_m3_o10_o16_pcu_s_ID_151   0.4639         
str_m3_o10_o16_pcu_s_ID_152   0.0000         
str_m3_o10_o16_pcu_s_ID_153   2.1852         
str_m3_o10_o16_pcu_s_ID_154   0.6201         
