MaterialsName                9.99kPa        

str_m3_o10_o16_pcu_s_ID_1     26.1269        
str_m3_o10_o16_pcu_s_ID_10    18.0000        
str_m3_o10_o16_pcu_s_ID_100   18.0000        
str_m3_o10_o16_pcu_s_ID_101   18.3116        
str_m3_o10_o16_pcu_s_ID_102   21.0006        
str_m3_o10_o16_pcu_s_ID_103   0.0000         
str_m3_o10_o16_pcu_s_ID_104   0.2035         
str_m3_o10_o16_pcu_s_ID_105   17.7268        
str_m3_o10_o16_pcu_s_ID_106   27.0000        
str_m3_o10_o16_pcu_s_ID_107   19.2988        
str_m3_o10_o16_pcu_s_ID_108   0.0000         
str_m3_o10_o16_pcu_s_ID_109   18.0000        
str_m3_o10_o16_pcu_s_ID_11    24.6042        
str_m3_o10_o16_pcu_s_ID_110   34.9952        
str_m3_o10_o16_pcu_s_ID_111   18.0000        
str_m3_o10_o16_pcu_s_ID_112   17.7537        
str_m3_o10_o16_pcu_s_ID_113   18.0000        
str_m3_o10_o16_pcu_s_ID_114   8.5420         
str_m3_o10_o16_pcu_s_ID_115   7.0000         
str_m3_o10_o16_pcu_s_ID_116   21.0000        
str_m3_o10_o16_pcu_s_ID_117   23.3713        
str_m3_o10_o16_pcu_s_ID_118   18.0000        
str_m3_o10_o16_pcu_s_ID_119   0.0009         
str_m3_o10_o16_pcu_s_ID_12    0.0000         
str_m3_o10_o16_pcu_s_ID_120    NULL   
str_m3_o10_o16_pcu_s_ID_121   19.5590        
str_m3_o10_o16_pcu_s_ID_122   16.4032        
str_m3_o10_o16_pcu_s_ID_123   1.1201         
str_m3_o10_o16_pcu_s_ID_124   21.0000        
str_m3_o10_o16_pcu_s_ID_125   0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         
str_m3_o10_o16_pcu_s_ID_127   5.2676         
str_m3_o10_o16_pcu_s_ID_128   18.0000        
str_m3_o10_o16_pcu_s_ID_129   0.0000         
str_m3_o10_o16_pcu_s_ID_13    18.0003        
str_m3_o10_o16_pcu_s_ID_130    NULL   
str_m3_o10_o16_pcu_s_ID_131   5.0322         
str_m3_o10_o16_pcu_s_ID_132   18.0000        
str_m3_o10_o16_pcu_s_ID_133   5.1284         
str_m3_o10_o16_pcu_s_ID_134   3.2814         
str_m3_o10_o16_pcu_s_ID_135   20.9783        
str_m3_o10_o16_pcu_s_ID_136   15.5010        
str_m3_o10_o16_pcu_s_ID_137   2.3909         
str_m3_o10_o16_pcu_s_ID_138   18.0000        
str_m3_o10_o16_pcu_s_ID_139   21.0000        
str_m3_o10_o16_pcu_s_ID_14    23.0000        
str_m3_o10_o16_pcu_s_ID_140   0.0000         
str_m3_o10_o16_pcu_s_ID_141   0.0000         
str_m3_o10_o16_pcu_s_ID_142   0.2248         
str_m3_o10_o16_pcu_s_ID_143   18.0518        
str_m3_o10_o16_pcu_s_ID_144   36.0000        
str_m3_o10_o16_pcu_s_ID_145   18.0000        
str_m3_o10_o16_pcu_s_ID_146   20.9820        
str_m3_o10_o16_pcu_s_ID_147   36.0000        
str_m3_o10_o16_pcu_s_ID_148   17.0424        
str_m3_o10_o16_pcu_s_ID_149   15.7610        
str_m3_o10_o16_pcu_s_ID_15    35.9264        
str_m3_o10_o16_pcu_s_ID_150   0.0000         
str_m3_o10_o16_pcu_s_ID_151   21.0000        
