MaterialsName                9.99kPa        99.9kPa        

str_m3_o10_o16_pcu_s_ID_1     21.1776        24.1428        
str_m3_o10_o16_pcu_s_ID_10    17.7225        17.9739        
str_m3_o10_o16_pcu_s_ID_100   18.0000        18.0000        
str_m3_o10_o16_pcu_s_ID_101   18.0000        18.0000        
str_m3_o10_o16_pcu_s_ID_102   20.8427        21.0067        
str_m3_o10_o16_pcu_s_ID_103   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_104   0.0428         0.1985         
str_m3_o10_o16_pcu_s_ID_105   13.2997        16.5426        
str_m3_o10_o16_pcu_s_ID_106   24.3628        25.8440        
str_m3_o10_o16_pcu_s_ID_107   18.9341        19.0489        
str_m3_o10_o16_pcu_s_ID_108   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_109   17.9285        18.0000        
str_m3_o10_o16_pcu_s_ID_11    12.6568        23.8446        
str_m3_o10_o16_pcu_s_ID_110   25.9472        34.0976        
str_m3_o10_o16_pcu_s_ID_111   18.0000        18.0000        
str_m3_o10_o16_pcu_s_ID_112   13.1856        16.6892        
str_m3_o10_o16_pcu_s_ID_113   16.8687        17.9612        
str_m3_o10_o16_pcu_s_ID_114   0.4189         3.2541         
str_m3_o10_o16_pcu_s_ID_115   7.0000         7.0000         
str_m3_o10_o16_pcu_s_ID_116   20.7046        20.9944        
str_m3_o10_o16_pcu_s_ID_117   21.2516        21.3108        
str_m3_o10_o16_pcu_s_ID_118   16.4447        17.6542        
str_m3_o10_o16_pcu_s_ID_119   0.0000         0.0005         
str_m3_o10_o16_pcu_s_ID_12    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_120   27.2669         NULL   
str_m3_o10_o16_pcu_s_ID_121   18.0259        20.6143        
str_m3_o10_o16_pcu_s_ID_122   4.8035         12.2754        
str_m3_o10_o16_pcu_s_ID_123   0.0825         0.4601         
str_m3_o10_o16_pcu_s_ID_124   21.0000        21.0000        
str_m3_o10_o16_pcu_s_ID_125   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_127   5.0068         5.0282         
str_m3_o10_o16_pcu_s_ID_128   18.0000        18.0000        
str_m3_o10_o16_pcu_s_ID_129   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_13    17.9975        18.1310        
str_m3_o10_o16_pcu_s_ID_130   21.0915        22.9056        
str_m3_o10_o16_pcu_s_ID_131   0.2698         1.9980         
str_m3_o10_o16_pcu_s_ID_132   17.7151        18.0000        
str_m3_o10_o16_pcu_s_ID_133   3.1177         3.9645         
str_m3_o10_o16_pcu_s_ID_134   0.3308         2.4643         
str_m3_o10_o16_pcu_s_ID_135   17.7942        18.1731        
str_m3_o10_o16_pcu_s_ID_136   5.3274         14.7962        
str_m3_o10_o16_pcu_s_ID_137   0.7069         2.0152         
str_m3_o10_o16_pcu_s_ID_138   17.9990        18.0000        
str_m3_o10_o16_pcu_s_ID_139   18.1034        20.3894        
str_m3_o10_o16_pcu_s_ID_14    22.0297         NULL   
str_m3_o10_o16_pcu_s_ID_140   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_141   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_142   0.0082         0.1306         
str_m3_o10_o16_pcu_s_ID_143   17.9937        18.0013        
str_m3_o10_o16_pcu_s_ID_144   34.8260        35.9593        
str_m3_o10_o16_pcu_s_ID_145   17.9886        18.0000        
str_m3_o10_o16_pcu_s_ID_146   19.6675        20.8274        
str_m3_o10_o16_pcu_s_ID_147   35.2763        35.8132        
str_m3_o10_o16_pcu_s_ID_148   8.4796         14.4921        
str_m3_o10_o16_pcu_s_ID_149   15.4634        16.1635        
str_m3_o10_o16_pcu_s_ID_15    34.3036        36.0000        
str_m3_o10_o16_pcu_s_ID_150   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_151   20.3129        20.9756        
str_m3_o10_o16_pcu_s_ID_152   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_153   11.0826        17.0736        
str_m3_o10_o16_pcu_s_ID_154   21.3200        23.7052        
str_m3_o10_o16_pcu_s_ID_155   20.9263        20.9956        
str_m3_o10_o16_pcu_s_ID_156   9.1670         15.6110        
str_m3_o10_o16_pcu_s_ID_157   21.0000        22.9998        
str_m3_o10_o16_pcu_s_ID_158   13.1230        17.8703        
str_m3_o10_o16_pcu_s_ID_159   15.4121        17.2768        
str_m3_o10_o16_pcu_s_ID_16    17.9991        17.9964        
str_m3_o10_o16_pcu_s_ID_160   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_161   34.4652        35.9772        
str_m3_o10_o16_pcu_s_ID_162   18.0000        18.0000        
str_m3_o10_o16_pcu_s_ID_163   16.3510        17.9886        
str_m3_o10_o16_pcu_s_ID_17    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_18    35.0641        35.9130        
str_m3_o10_o16_pcu_s_ID_19    17.9988        17.9927        
str_m3_o10_o16_pcu_s_ID_2     17.7052        19.1783        
str_m3_o10_o16_pcu_s_ID_20    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_21    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_22    18.1116        19.8729        
str_m3_o10_o16_pcu_s_ID_23    16.0689        17.7944        
str_m3_o10_o16_pcu_s_ID_24    17.8230        17.9576        
