MaterialsName                0.01kPa        

str_m2_o10_o16_pcu_s_ID_1     17.2513        
str_m2_o10_o16_pcu_s_ID_10    11.8055        
str_m2_o10_o16_pcu_s_ID_100   16.4457        
str_m2_o10_o16_pcu_s_ID_101   16.7318        
str_m2_o10_o16_pcu_s_ID_102   17.5135        
str_m2_o10_o16_pcu_s_ID_103   0.0000         
str_m2_o10_o16_pcu_s_ID_104   0.0000         
str_m2_o10_o16_pcu_s_ID_105   0.0198         
str_m2_o10_o16_pcu_s_ID_106   11.3323        
str_m2_o10_o16_pcu_s_ID_107   17.1972        
str_m2_o10_o16_pcu_s_ID_108   0.0000         
str_m2_o10_o16_pcu_s_ID_109   16.8789        
str_m2_o10_o16_pcu_s_ID_11    8.2646         
str_m2_o10_o16_pcu_s_ID_110   16.2134        
str_m2_o10_o16_pcu_s_ID_111   19.4049        
str_m2_o10_o16_pcu_s_ID_112   17.2114        
str_m2_o10_o16_pcu_s_ID_113   16.4670        
str_m2_o10_o16_pcu_s_ID_114   0.0000         
str_m2_o10_o16_pcu_s_ID_115   22.3963        
str_m2_o10_o16_pcu_s_ID_116   14.0864        
str_m2_o10_o16_pcu_s_ID_117   16.9431        
str_m2_o10_o16_pcu_s_ID_118   13.4202        
str_m2_o10_o16_pcu_s_ID_119   16.9460        
str_m2_o10_o16_pcu_s_ID_12    14.4201        
str_m2_o10_o16_pcu_s_ID_120   0.0019         
str_m2_o10_o16_pcu_s_ID_121   16.1366        
str_m2_o10_o16_pcu_s_ID_122   0.4978         
str_m2_o10_o16_pcu_s_ID_123   0.0000         
str_m2_o10_o16_pcu_s_ID_124   0.0000         
str_m2_o10_o16_pcu_s_ID_125   17.4435        
str_m2_o10_o16_pcu_s_ID_126   4.7409         
str_m2_o10_o16_pcu_s_ID_127   0.0000         
str_m2_o10_o16_pcu_s_ID_128   14.3084        
str_m2_o10_o16_pcu_s_ID_129   17.5904        
str_m2_o10_o16_pcu_s_ID_13    22.4018        
str_m2_o10_o16_pcu_s_ID_130   0.0000         
str_m2_o10_o16_pcu_s_ID_131   14.6179        
str_m2_o10_o16_pcu_s_ID_132   17.4860        
str_m2_o10_o16_pcu_s_ID_133   11.9281        
str_m2_o10_o16_pcu_s_ID_134   13.9014        
str_m2_o10_o16_pcu_s_ID_135   0.0088         
str_m2_o10_o16_pcu_s_ID_136   0.0000         
str_m2_o10_o16_pcu_s_ID_137   0.1836         
str_m2_o10_o16_pcu_s_ID_138   13.3651        
str_m2_o10_o16_pcu_s_ID_139   14.7981        
str_m2_o10_o16_pcu_s_ID_14    14.4202        
str_m2_o10_o16_pcu_s_ID_140   9.9781         
str_m2_o10_o16_pcu_s_ID_141   2.6051         
str_m2_o10_o16_pcu_s_ID_142   14.1748        
str_m2_o10_o16_pcu_s_ID_143   9.6284         
str_m2_o10_o16_pcu_s_ID_144   0.5826         
str_m2_o10_o16_pcu_s_ID_145   15.4226        
str_m2_o10_o16_pcu_s_ID_146   15.1326        
str_m2_o10_o16_pcu_s_ID_147   18.2683        
str_m2_o10_o16_pcu_s_ID_148   15.0274        
str_m2_o10_o16_pcu_s_ID_149   7.3102         
str_m2_o10_o16_pcu_s_ID_15    0.0000         
str_m2_o10_o16_pcu_s_ID_150   9.8727         
str_m2_o10_o16_pcu_s_ID_151   13.8876        
str_m2_o10_o16_pcu_s_ID_152   0.0101         
str_m2_o10_o16_pcu_s_ID_153   16.1470        
str_m2_o10_o16_pcu_s_ID_154   13.0941        
str_m2_o10_o16_pcu_s_ID_155   11.0757        
str_m2_o10_o16_pcu_s_ID_156   6.4409         
str_m2_o10_o16_pcu_s_ID_157   17.9503        
str_m2_o10_o16_pcu_s_ID_158   16.9105        
str_m2_o10_o16_pcu_s_ID_159   0.1887         
str_m2_o10_o16_pcu_s_ID_16    17.5774        
str_m2_o10_o16_pcu_s_ID_160   13.2524        
str_m2_o10_o16_pcu_s_ID_161   1.4447         
str_m2_o10_o16_pcu_s_ID_162   5.0922         
str_m2_o10_o16_pcu_s_ID_163   0.0000         
str_m2_o10_o16_pcu_s_ID_164   17.8732        
str_m2_o10_o16_pcu_s_ID_165   0.1232         
str_m2_o10_o16_pcu_s_ID_166   0.0092         
str_m2_o10_o16_pcu_s_ID_167   20.7699        
str_m2_o10_o16_pcu_s_ID_168   0.0001         
str_m2_o10_o16_pcu_s_ID_169   14.7669        
str_m2_o10_o16_pcu_s_ID_17    0.0796         
str_m2_o10_o16_pcu_s_ID_170   13.7233        
str_m2_o10_o16_pcu_s_ID_171   0.0000         
str_m2_o10_o16_pcu_s_ID_172   0.1013         
str_m2_o10_o16_pcu_s_ID_173   17.2368        
str_m2_o10_o16_pcu_s_ID_174   0.0002         
str_m2_o10_o16_pcu_s_ID_175   17.3950        
str_m2_o10_o16_pcu_s_ID_176   11.0864        
str_m2_o10_o16_pcu_s_ID_177   31.3009        
str_m2_o10_o16_pcu_s_ID_178   0.0000         
str_m2_o10_o16_pcu_s_ID_179   13.6911        
str_m2_o10_o16_pcu_s_ID_18    17.3627        
str_m2_o10_o16_pcu_s_ID_180   16.8232        
str_m2_o10_o16_pcu_s_ID_181   6.0310         
str_m2_o10_o16_pcu_s_ID_182   2.7824         
str_m2_o10_o16_pcu_s_ID_183   0.0000         
str_m2_o10_o16_pcu_s_ID_184   12.6604        
str_m2_o10_o16_pcu_s_ID_185   1.5094         
str_m2_o10_o16_pcu_s_ID_186   0.0000         
str_m2_o10_o16_pcu_s_ID_187   12.8743        
str_m2_o10_o16_pcu_s_ID_188   13.2234        
str_m2_o10_o16_pcu_s_ID_189   10.0731        
str_m2_o10_o16_pcu_s_ID_19    15.6828        
str_m2_o10_o16_pcu_s_ID_190   16.1406        
str_m2_o10_o16_pcu_s_ID_191   14.2112        
str_m2_o10_o16_pcu_s_ID_192   13.3680        
str_m2_o10_o16_pcu_s_ID_193   16.4571        
str_m2_o10_o16_pcu_s_ID_194   0.0000         
str_m2_o10_o16_pcu_s_ID_195   0.2721         
str_m2_o10_o16_pcu_s_ID_196   0.0000         
str_m2_o10_o16_pcu_s_ID_2     15.5969        
str_m2_o10_o16_pcu_s_ID_20    0.0000         
str_m2_o10_o16_pcu_s_ID_21    0.0000         
str_m2_o10_o16_pcu_s_ID_22    0.0000         
str_m2_o10_o16_pcu_s_ID_23    16.1330        
str_m2_o10_o16_pcu_s_ID_24    13.9262        
str_m2_o10_o16_pcu_s_ID_25    13.9103        
str_m2_o10_o16_pcu_s_ID_26    14.9603        
str_m2_o10_o16_pcu_s_ID_27    17.2777        
str_m2_o10_o16_pcu_s_ID_28    8.5661         
str_m2_o10_o16_pcu_s_ID_29    16.0203        
str_m2_o10_o16_pcu_s_ID_3     1.0553         
str_m2_o10_o16_pcu_s_ID_30    15.7507        
str_m2_o10_o16_pcu_s_ID_31    17.1831        
str_m2_o10_o16_pcu_s_ID_32    17.2741        
str_m2_o10_o16_pcu_s_ID_33    17.4469        
str_m2_o10_o16_pcu_s_ID_34    11.4343        
str_m2_o10_o16_pcu_s_ID_35    0.0000         
str_m2_o10_o16_pcu_s_ID_36    15.5879        
str_m2_o10_o16_pcu_s_ID_37    15.8481        
str_m2_o10_o16_pcu_s_ID_38    16.8023        
str_m2_o10_o16_pcu_s_ID_39    4.0211         
str_m2_o10_o16_pcu_s_ID_4     18.6817        
str_m2_o10_o16_pcu_s_ID_40    13.3313        
str_m2_o10_o16_pcu_s_ID_41    0.2285         
str_m2_o10_o16_pcu_s_ID_42    0.0000         
str_m2_o10_o16_pcu_s_ID_43    0.0000         
str_m2_o10_o16_pcu_s_ID_44    5.3010         
str_m2_o10_o16_pcu_s_ID_45    17.4295        
str_m2_o10_o16_pcu_s_ID_46    17.1507        
str_m2_o10_o16_pcu_s_ID_47    0.0000         
str_m2_o10_o16_pcu_s_ID_48    10.5153        
str_m2_o10_o16_pcu_s_ID_49    25.5332        
str_m2_o10_o16_pcu_s_ID_5     18.7221        
str_m2_o10_o16_pcu_s_ID_50    11.9540        
str_m2_o10_o16_pcu_s_ID_51    17.7008        
str_m2_o10_o16_pcu_s_ID_52    15.7633        
str_m2_o10_o16_pcu_s_ID_53    10.5594        
str_m2_o10_o16_pcu_s_ID_54    6.9376         
str_m2_o10_o16_pcu_s_ID_55    0.0000         
