MaterialsName                 10.0kPa        100.0kPa       

str_m2_o10_o16_pcu_s_ID_1     0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_10    -1.3420        -6.0559        
str_m2_o10_o16_pcu_s_ID_100   -0.6203        -0.9816        
str_m2_o10_o16_pcu_s_ID_101   -1.4865        0.0000         
str_m2_o10_o16_pcu_s_ID_102   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_103   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_104   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_105   0.0000         -0.6223        
str_m2_o10_o16_pcu_s_ID_106   -2.1360        -8.6477        
str_m2_o10_o16_pcu_s_ID_107   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_108   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_109   -42.2668       -41.6840       
str_m2_o10_o16_pcu_s_ID_11    -40.3813       -40.6245       
str_m2_o10_o16_pcu_s_ID_110   0.0000         -0.6874        
str_m2_o10_o16_pcu_s_ID_111   -5.7086        -6.6015        
str_m2_o10_o16_pcu_s_ID_112   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_113   -3.9963        0.0000         
str_m2_o10_o16_pcu_s_ID_114   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_115   -1.4224        -1.1821        
str_m2_o10_o16_pcu_s_ID_116   -1.9587        0.0000         
str_m2_o10_o16_pcu_s_ID_117   -2.0451        0.0000         
str_m2_o10_o16_pcu_s_ID_118   -0.7240        0.0000         
str_m2_o10_o16_pcu_s_ID_119   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_12    0.0000         -1.5527        
str_m2_o10_o16_pcu_s_ID_120   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_121   -1.2630        -2.1202        
str_m2_o10_o16_pcu_s_ID_122   -0.6284        -1.7131        
str_m2_o10_o16_pcu_s_ID_123   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_124   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_125   -0.6104        -9.2747        
str_m2_o10_o16_pcu_s_ID_126   -0.7335        -6.3909        
str_m2_o10_o16_pcu_s_ID_127   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_128   -1.4083        -0.5687        
str_m2_o10_o16_pcu_s_ID_129   -2.6419        -6.0171        
str_m2_o10_o16_pcu_s_ID_13    -0.6655        -36.2696       
str_m2_o10_o16_pcu_s_ID_130   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_131   -1.3128        -1.0578        
str_m2_o10_o16_pcu_s_ID_132   0.0000         -1.1458        
str_m2_o10_o16_pcu_s_ID_133   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_134   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_135   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_136   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_137   0.0000         -1.3242        
str_m2_o10_o16_pcu_s_ID_138   -0.6556        0.0000         
str_m2_o10_o16_pcu_s_ID_139   -0.6188        0.0000         
str_m2_o10_o16_pcu_s_ID_14    0.0000         -0.5174        
