MaterialsName                10.0kPa        

str_m2_o10_o16_pcu_s_ID_1     17.0000        
str_m2_o10_o16_pcu_s_ID_10    14.2068        
str_m2_o10_o16_pcu_s_ID_100   21.6856        
str_m2_o10_o16_pcu_s_ID_101   16.1103        
str_m2_o10_o16_pcu_s_ID_102   13.2937        
str_m2_o10_o16_pcu_s_ID_103   2.0000         
str_m2_o10_o16_pcu_s_ID_104   0.0000         
str_m2_o10_o16_pcu_s_ID_105   5.0321         
str_m2_o10_o16_pcu_s_ID_106   12.5440        
str_m2_o10_o16_pcu_s_ID_107   14.5443        
str_m2_o10_o16_pcu_s_ID_108   0.0000         
str_m2_o10_o16_pcu_s_ID_109   17.5994        
str_m2_o10_o16_pcu_s_ID_11    18.6063        
str_m2_o10_o16_pcu_s_ID_110   15.0569        
str_m2_o10_o16_pcu_s_ID_111   28.6587        
str_m2_o10_o16_pcu_s_ID_112   13.0433        
str_m2_o10_o16_pcu_s_ID_113   17.0063        
str_m2_o10_o16_pcu_s_ID_114   0.0000         
str_m2_o10_o16_pcu_s_ID_115   22.4500        
str_m2_o10_o16_pcu_s_ID_116   19.0002        
str_m2_o10_o16_pcu_s_ID_117   17.3372        
str_m2_o10_o16_pcu_s_ID_118   15.8913        
str_m2_o10_o16_pcu_s_ID_119   20.8671        
str_m2_o10_o16_pcu_s_ID_12    20.7773        
str_m2_o10_o16_pcu_s_ID_120   5.2038         
str_m2_o10_o16_pcu_s_ID_121   19.6257        
str_m2_o10_o16_pcu_s_ID_122   15.7049        
str_m2_o10_o16_pcu_s_ID_123   0.0000         
str_m2_o10_o16_pcu_s_ID_124   0.0000         
str_m2_o10_o16_pcu_s_ID_125   28.7644        
str_m2_o10_o16_pcu_s_ID_126   18.0886        
str_m2_o10_o16_pcu_s_ID_127   0.0000         
str_m2_o10_o16_pcu_s_ID_128   19.6726        
str_m2_o10_o16_pcu_s_ID_129   20.4190        
str_m2_o10_o16_pcu_s_ID_13    25.1948        
str_m2_o10_o16_pcu_s_ID_130   0.0000         
str_m2_o10_o16_pcu_s_ID_131   23.1335        
str_m2_o10_o16_pcu_s_ID_132   17.6464        
str_m2_o10_o16_pcu_s_ID_133   18.6348        
str_m2_o10_o16_pcu_s_ID_134   18.2612        
str_m2_o10_o16_pcu_s_ID_135   3.6605         
