MaterialsName                 10.0kPa        100.0kPa       

str_m2_o10_o16_pcu_s_ID_1     -59.1469       -58.5464       
str_m2_o10_o16_pcu_s_ID_10    -381.0190      -329.3598      
str_m2_o10_o16_pcu_s_ID_100   -58.7042       -58.6593       
str_m2_o10_o16_pcu_s_ID_101   -58.8599       -59.0826       
str_m2_o10_o16_pcu_s_ID_102   -63.7349       -63.5724       
str_m2_o10_o16_pcu_s_ID_103   -89.9044       -89.7760       
str_m2_o10_o16_pcu_s_ID_104   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_105   -75.5669       -73.8149       
str_m2_o10_o16_pcu_s_ID_106   -59.3974       -59.5301       
str_m2_o10_o16_pcu_s_ID_107   -59.3100       -59.3531       
str_m2_o10_o16_pcu_s_ID_108   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_109   -250.6877      -249.0883      
str_m2_o10_o16_pcu_s_ID_11    -89.5047       -89.5916       
str_m2_o10_o16_pcu_s_ID_110   -59.6593       -59.3636       
str_m2_o10_o16_pcu_s_ID_111   -61.1267       -61.5019       
str_m2_o10_o16_pcu_s_ID_112   -61.5912       -61.6114       
str_m2_o10_o16_pcu_s_ID_113   -57.8784       -58.0454       
str_m2_o10_o16_pcu_s_ID_114   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_115   -62.6598       -61.6868       
str_m2_o10_o16_pcu_s_ID_116   -57.1676       -56.5963       
str_m2_o10_o16_pcu_s_ID_117   -57.8123       -57.9831       
str_m2_o10_o16_pcu_s_ID_118   -63.2560       -63.3327       
str_m2_o10_o16_pcu_s_ID_119   -377.8702      -340.1376      
str_m2_o10_o16_pcu_s_ID_12    -58.6824       -58.6597       
str_m2_o10_o16_pcu_s_ID_120   -56.1774       -62.6862       
str_m2_o10_o16_pcu_s_ID_121   -57.0236       -56.3541       
str_m2_o10_o16_pcu_s_ID_122   -50.1431       -49.6531       
str_m2_o10_o16_pcu_s_ID_123   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_124   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_125   -59.4661       -57.8251       
str_m2_o10_o16_pcu_s_ID_126   -153.9401      -139.6244      
str_m2_o10_o16_pcu_s_ID_127   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_128   -57.9561       -57.6932       
str_m2_o10_o16_pcu_s_ID_129   -57.2343       -56.5076       
str_m2_o10_o16_pcu_s_ID_13    -67.7472       -67.6360       
str_m2_o10_o16_pcu_s_ID_130   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_131   -54.4356       -54.4336       
str_m2_o10_o16_pcu_s_ID_132   -60.7618       -60.9870       
str_m2_o10_o16_pcu_s_ID_133   -57.6355       -59.2557       
str_m2_o10_o16_pcu_s_ID_134   -77.0539       -77.1850       
str_m2_o10_o16_pcu_s_ID_135   -90.4161       -89.5478       
str_m2_o10_o16_pcu_s_ID_136   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_137   -2.0153        -7.7779        
str_m2_o10_o16_pcu_s_ID_138   -55.2011       -55.2756       
str_m2_o10_o16_pcu_s_ID_139   -57.0607       -56.9697       
str_m2_o10_o16_pcu_s_ID_14    -57.1509       -56.8112       
str_m2_o10_o16_pcu_s_ID_140   -57.4407       -57.4381       
str_m2_o10_o16_pcu_s_ID_141   -76.4746       -77.0665       
str_m2_o10_o16_pcu_s_ID_142   -62.5387       -62.2780       
str_m2_o10_o16_pcu_s_ID_143   -59.9137       -59.3356       
str_m2_o10_o16_pcu_s_ID_144   -121.8235      -89.2969       
str_m2_o10_o16_pcu_s_ID_145   -56.2607       -56.1736       
str_m2_o10_o16_pcu_s_ID_146   -59.3930       -59.4374       
str_m2_o10_o16_pcu_s_ID_147   -83.5061       -82.3186       
str_m2_o10_o16_pcu_s_ID_148   -60.8300       -61.1838       
str_m2_o10_o16_pcu_s_ID_149   -57.6005       -57.6455       
str_m2_o10_o16_pcu_s_ID_15    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_150   -57.6320       -58.4366       
str_m2_o10_o16_pcu_s_ID_151   -57.0179       -57.0834       
str_m2_o10_o16_pcu_s_ID_152   0.0000         -3.1386        
str_m2_o10_o16_pcu_s_ID_153   -62.4735       -62.5330       
str_m2_o10_o16_pcu_s_ID_154   -56.0869       -56.2017       
str_m2_o10_o16_pcu_s_ID_155   -60.5381       -60.6034       
str_m2_o10_o16_pcu_s_ID_156   -62.0743       -61.2134       
str_m2_o10_o16_pcu_s_ID_157   -2720.0818     -2843.6617     
str_m2_o10_o16_pcu_s_ID_158   -70.2269       -67.3353       
str_m2_o10_o16_pcu_s_ID_159   -46.0767       -46.5161       
str_m2_o10_o16_pcu_s_ID_16    -62.0327       -62.0424       
str_m2_o10_o16_pcu_s_ID_160   -58.5166       -58.6239       
str_m2_o10_o16_pcu_s_ID_161   -71.0040       -65.7099       
str_m2_o10_o16_pcu_s_ID_162   -54.2070       -54.3642       
str_m2_o10_o16_pcu_s_ID_163   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_164   -59.8244       -59.9933       
str_m2_o10_o16_pcu_s_ID_165   -24.9031       -42.0801       
str_m2_o10_o16_pcu_s_ID_166   -2.3561        -6.4514        
str_m2_o10_o16_pcu_s_ID_167   -59.3794       -59.5612       
str_m2_o10_o16_pcu_s_ID_168   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_169   -54.1362       -53.9982       
str_m2_o10_o16_pcu_s_ID_17    -18.8197       -32.5224       
str_m2_o10_o16_pcu_s_ID_170   -56.4168       -56.8630       
str_m2_o10_o16_pcu_s_ID_171   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_172   -3.7541        -14.7607       
str_m2_o10_o16_pcu_s_ID_173   -64.4291       -64.4327       
str_m2_o10_o16_pcu_s_ID_174   -159.4351      -152.3577      
str_m2_o10_o16_pcu_s_ID_175   -72.5004       -72.4013       
str_m2_o10_o16_pcu_s_ID_176   -59.6470       -59.0817       
str_m2_o10_o16_pcu_s_ID_177   -61.6095       -61.8248       
str_m2_o10_o16_pcu_s_ID_178   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_179   -73.0678       -73.2172       
str_m2_o10_o16_pcu_s_ID_18    -64.7331       -64.7747       
str_m2_o10_o16_pcu_s_ID_180   -61.2375       -61.7580       
str_m2_o10_o16_pcu_s_ID_181   -181.6955      -161.4059      
str_m2_o10_o16_pcu_s_ID_182   -85.0709       -79.7755       
str_m2_o10_o16_pcu_s_ID_183   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_184   -57.3858       -57.0272       
str_m2_o10_o16_pcu_s_ID_185   -2.1112        -20.6266       
str_m2_o10_o16_pcu_s_ID_186   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_187   -55.7809       -55.8067       
str_m2_o10_o16_pcu_s_ID_188   -59.4258       -59.2006       
str_m2_o10_o16_pcu_s_ID_189   -60.0340       -58.9161       
str_m2_o10_o16_pcu_s_ID_19    -139.5394      -135.7083      
str_m2_o10_o16_pcu_s_ID_190   -95.2065       -94.1929       
str_m2_o10_o16_pcu_s_ID_191   -56.1113       -56.0823       
str_m2_o10_o16_pcu_s_ID_192   -59.3687       -59.3045       
str_m2_o10_o16_pcu_s_ID_193   -58.9290       -59.5599       
str_m2_o10_o16_pcu_s_ID_194   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_195   -43.7977       -48.5025       
str_m2_o10_o16_pcu_s_ID_196   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_2     -8495.3216      NULL   
str_m2_o10_o16_pcu_s_ID_20    -15174.3204    -15174.3204    
str_m2_o10_o16_pcu_s_ID_21    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_22    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_23    -64.8576       -64.0149       
str_m2_o10_o16_pcu_s_ID_24    -55.3480       -55.7019       
str_m2_o10_o16_pcu_s_ID_25    -57.0496       -57.1268       
str_m2_o10_o16_pcu_s_ID_26    -57.1824       -57.2845       
str_m2_o10_o16_pcu_s_ID_27    -64.3853       -65.6054       
str_m2_o10_o16_pcu_s_ID_28    -51.7701       -52.2361       
str_m2_o10_o16_pcu_s_ID_29    -88.9023       -87.6295       
str_m2_o10_o16_pcu_s_ID_3     -66.7693       -65.6558       
str_m2_o10_o16_pcu_s_ID_30    -65.5175       -64.7066       
str_m2_o10_o16_pcu_s_ID_31    -65.5816       -65.4440       
str_m2_o10_o16_pcu_s_ID_32    -54.5835       -54.2796       
str_m2_o10_o16_pcu_s_ID_33    -60.2224       -60.3620       
str_m2_o10_o16_pcu_s_ID_34    -55.4333       -55.8731       
str_m2_o10_o16_pcu_s_ID_35    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_36    -62.4953       -61.9890       
str_m2_o10_o16_pcu_s_ID_37    -165.6887      -159.7248      
str_m2_o10_o16_pcu_s_ID_38    -59.5545       -59.7548       
str_m2_o10_o16_pcu_s_ID_39    -410.3094      -412.0833      
str_m2_o10_o16_pcu_s_ID_4     -62.6289       -62.7135       
str_m2_o10_o16_pcu_s_ID_40    -60.9296       -60.7680       
str_m2_o10_o16_pcu_s_ID_41    -41.8785       -49.4564       
str_m2_o10_o16_pcu_s_ID_42    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_43    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_44    -161.3323      -149.1084      
str_m2_o10_o16_pcu_s_ID_45    -56.3009       -56.9290       
str_m2_o10_o16_pcu_s_ID_46    -59.8931       -58.3230       
str_m2_o10_o16_pcu_s_ID_47    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_48    -44.7091       -46.8855       
str_m2_o10_o16_pcu_s_ID_49    -60.2008       -60.9873       
str_m2_o10_o16_pcu_s_ID_5     -198.1896      -197.9818      
str_m2_o10_o16_pcu_s_ID_50    -60.0552       -60.1724       
str_m2_o10_o16_pcu_s_ID_51    -79.7222       -78.7246       
str_m2_o10_o16_pcu_s_ID_52    -59.5710       -60.2960       
str_m2_o10_o16_pcu_s_ID_53    -62.6315       -62.2447       
str_m2_o10_o16_pcu_s_ID_54    -69.9879       -69.3307       
str_m2_o10_o16_pcu_s_ID_55    -37.4141       -37.4141       
str_m2_o10_o16_pcu_s_ID_56    -51.0785       -51.7950       
str_m2_o10_o16_pcu_s_ID_57    -58.0634       -58.1691       
str_m2_o10_o16_pcu_s_ID_58    -52.9459       -56.1206       
str_m2_o10_o16_pcu_s_ID_59    -93.7056       -93.0539       
str_m2_o10_o16_pcu_s_ID_6     -61.1457       -61.2000       
str_m2_o10_o16_pcu_s_ID_60    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_61    -61.8990       -61.8430       
str_m2_o10_o16_pcu_s_ID_62    -57.6744       -57.6377       
str_m2_o10_o16_pcu_s_ID_63    -63.2641       -63.9104       
str_m2_o10_o16_pcu_s_ID_64    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_65    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_66    -56.2386       -56.4675       
str_m2_o10_o16_pcu_s_ID_67    -57.4809       -56.9814       
str_m2_o10_o16_pcu_s_ID_68    -62.9727       -63.3903       
str_m2_o10_o16_pcu_s_ID_69    -87.4645       -81.2785       
str_m2_o10_o16_pcu_s_ID_7     0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_70    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_71    -53.6677       -53.9698       
str_m2_o10_o16_pcu_s_ID_72    -66.4944       -65.6540       
str_m2_o10_o16_pcu_s_ID_73    -82.6399       -81.5926       
str_m2_o10_o16_pcu_s_ID_74    -147.7629      -134.5773      
str_m2_o10_o16_pcu_s_ID_75    -56.3286       -56.3780       
str_m2_o10_o16_pcu_s_ID_76    -78.8891       -76.3141       
str_m2_o10_o16_pcu_s_ID_77    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_78    -64.7465       -62.9123       
str_m2_o10_o16_pcu_s_ID_79    -62.5541       -62.0306       
str_m2_o10_o16_pcu_s_ID_8     -58.0784       -57.9764       
str_m2_o10_o16_pcu_s_ID_80    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_81    -69.1798       -69.2182       
str_m2_o10_o16_pcu_s_ID_82    -59.6988       -59.6410       
str_m2_o10_o16_pcu_s_ID_83    -56.7655       -56.5707       
str_m2_o10_o16_pcu_s_ID_84    0.0000         -2.6209        
str_m2_o10_o16_pcu_s_ID_85    -8.7208        -35.0641       
str_m2_o10_o16_pcu_s_ID_86    -101.4621      -101.0191      
str_m2_o10_o16_pcu_s_ID_87    -95.4965       -95.1804       
str_m2_o10_o16_pcu_s_ID_88    -189.3026      -168.3789      
str_m2_o10_o16_pcu_s_ID_89    -60.9490       -59.8750       
str_m2_o10_o16_pcu_s_ID_9     0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_90    -57.0548       -56.1199       
str_m2_o10_o16_pcu_s_ID_91    -58.9560       -59.4624       
str_m2_o10_o16_pcu_s_ID_92    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_93    -8779.9633     -9027.1546     
str_m2_o10_o16_pcu_s_ID_94    -60.1644       -59.8287       
str_m2_o10_o16_pcu_s_ID_95    -63.1881       -60.6674       
str_m2_o10_o16_pcu_s_ID_96    -99.5841       -91.3418       
str_m2_o10_o16_pcu_s_ID_97    -58.4470       -58.2112       
str_m2_o10_o16_pcu_s_ID_98    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_99    0.0000         0.0000         
str_m2_o10_o17_pcu_s_ID_197   -194166.9187   -195540.4581   
str_m2_o10_o17_pcu_s_ID_198   -61.2930       -62.3493       
str_m2_o10_o17_pcu_s_ID_199   -19.4762       -39.2867       
str_m2_o10_o17_pcu_s_ID_200   -72.2755       -71.6542       
str_m2_o10_o17_pcu_s_ID_201   -68.4089       -67.2732       
str_m2_o10_o17_pcu_s_ID_202   -79.8673       -80.1228       
str_m2_o10_o17_pcu_s_ID_203   0.0000         0.0000         
str_m2_o10_o17_pcu_s_ID_204   -64.5390       -64.2341       
str_m2_o10_o17_pcu_s_ID_205   -72.7554       -71.5263       
str_m2_o10_o17_pcu_s_ID_206   -61.9462       -63.5692       
str_m2_o10_o17_pcu_s_ID_207   -0.4706        -4.9049        
str_m2_o10_o17_pcu_s_ID_208   -63.7559       -63.6102       
str_m2_o10_o17_pcu_s_ID_209   0.0000         0.0000         
str_m2_o10_o17_pcu_s_ID_210   -76.6737       -76.3792       
str_m2_o10_o17_pcu_s_ID_211   -57.7550       -57.7721       
str_m2_o10_o17_pcu_s_ID_212   0.0000         0.0000         
str_m2_o10_o17_pcu_s_ID_213   -75.2939       -72.0713       
str_m2_o10_o17_pcu_s_ID_214   -61.7996       -61.4711       
str_m2_o10_o17_pcu_s_ID_215   -63.7720       -63.7480       
str_m2_o10_o17_pcu_s_ID_216   -54.7982       -54.4166       
str_m2_o10_o17_pcu_s_ID_217   0.0000         0.0000         
str_m2_o10_o17_pcu_s_ID_218   -68.9351       -70.0177       
