MaterialsName                 10.0kPa        100.0kPa       

str_m3_o10_o16_pcu_s_ID_1     -1.2276        -6.8268        
str_m3_o10_o16_pcu_s_ID_10    -1.4075        -55.8455       
str_m3_o10_o16_pcu_s_ID_100   0.0000         -54.7967       
str_m3_o10_o16_pcu_s_ID_101   0.0000         -9.1426        
str_m3_o10_o16_pcu_s_ID_102   -0.6506        -2.0535        
str_m3_o10_o16_pcu_s_ID_103   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_104   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_105   -6.2111        -25.2398       
str_m3_o10_o16_pcu_s_ID_106   -35.7686       -59.4409       
str_m3_o10_o16_pcu_s_ID_107   -1.3185        0.0000         
str_m3_o10_o16_pcu_s_ID_108   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_109   0.0000         -47.4215       
str_m3_o10_o16_pcu_s_ID_11    -4.7028        -2.4975        
str_m3_o10_o16_pcu_s_ID_110   -4.3694        -25.9273       
str_m3_o10_o16_pcu_s_ID_111   0.0000         -47.0690       
str_m3_o10_o16_pcu_s_ID_112   -20.6283       -48.9394       
str_m3_o10_o16_pcu_s_ID_113   -0.6781        -2.3962        
str_m3_o10_o16_pcu_s_ID_114   0.0000         -1.3460        
str_m3_o10_o16_pcu_s_ID_115   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_116   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_117   -0.6913        0.0000         
str_m3_o10_o16_pcu_s_ID_118   -13.4548       0.0000         
str_m3_o10_o16_pcu_s_ID_119   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_12    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_120   0.0000         -74.0113       
str_m3_o10_o16_pcu_s_ID_121   -0.6851        0.0000         
str_m3_o10_o16_pcu_s_ID_122   0.0000         -1.3178        
str_m3_o10_o16_pcu_s_ID_123   0.0000         -0.6146        
str_m3_o10_o16_pcu_s_ID_124   0.0000         -1.8956        
str_m3_o10_o16_pcu_s_ID_125   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_127   0.0000         -17.0702       
str_m3_o10_o16_pcu_s_ID_128   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_129   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_13    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_130   0.0000         -1.6255        
str_m3_o10_o16_pcu_s_ID_131   -0.6791        -5.5318        
str_m3_o10_o16_pcu_s_ID_132   -5.3712        0.0000         
str_m3_o10_o16_pcu_s_ID_133   0.0000         -4.2070        
str_m3_o10_o16_pcu_s_ID_134   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_135   -2.0676        -0.6437        
str_m3_o10_o16_pcu_s_ID_136   0.0000         -2.3891        
str_m3_o10_o16_pcu_s_ID_137   -0.6480        -1.1076        
str_m3_o10_o16_pcu_s_ID_138   0.0000         -51.9863       
str_m3_o10_o16_pcu_s_ID_139   -3.9588        -15.4885       
str_m3_o10_o16_pcu_s_ID_14    -48.2695       -68.5809       
str_m3_o10_o16_pcu_s_ID_140   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_141   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_142   0.0000         -1.1463        
str_m3_o10_o16_pcu_s_ID_143   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_144   -13.5577       0.0000         
str_m3_o10_o16_pcu_s_ID_145   0.0000         -25.3893       
str_m3_o10_o16_pcu_s_ID_146   -3.5239        0.0000         
str_m3_o10_o16_pcu_s_ID_147   -1.8997        0.0000         
str_m3_o10_o16_pcu_s_ID_148   -0.4864        -0.9353        
str_m3_o10_o16_pcu_s_ID_149   -28.8994       -46.3277       
str_m3_o10_o16_pcu_s_ID_15    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_150   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_151   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_152   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_153   -10.1061       -12.6893       
str_m3_o10_o16_pcu_s_ID_154   -0.6542        0.0000         
str_m3_o10_o16_pcu_s_ID_155   0.0000         -7.1029        
str_m3_o10_o16_pcu_s_ID_156   -1.2634        0.0000         
str_m3_o10_o16_pcu_s_ID_157   -55.4043       -67.9368       
str_m3_o10_o16_pcu_s_ID_158   0.0000         -0.5712        
str_m3_o10_o16_pcu_s_ID_159   -0.6489        0.0000         
str_m3_o10_o16_pcu_s_ID_16    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_160   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_161   -1.4445        -4.3193        
str_m3_o10_o16_pcu_s_ID_162   0.0000         -36.3441       
str_m3_o10_o16_pcu_s_ID_163   -1.3425        0.0000         
str_m3_o10_o16_pcu_s_ID_17    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_18    -0.6657        0.0000         
str_m3_o10_o16_pcu_s_ID_19    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_2      NULL   0.0000         
str_m3_o10_o16_pcu_s_ID_20    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_21    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_22    0.0000         -2.2458        
str_m3_o10_o16_pcu_s_ID_23    -16.0146       -10.8184       
str_m3_o10_o16_pcu_s_ID_24    -3.2234        0.0000         
str_m3_o10_o16_pcu_s_ID_25    -1.2837        -1.3111        
str_m3_o10_o16_pcu_s_ID_26    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_27    0.0000         -0.4864        
str_m3_o10_o16_pcu_s_ID_28    0.0000         -0.5471        
str_m3_o10_o16_pcu_s_ID_29    -1.5210        -1.3634        
str_m3_o10_o16_pcu_s_ID_3     0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_30    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_31    0.0000         -2.8026        
str_m3_o10_o16_pcu_s_ID_32    0.0000         -1.5222        
str_m3_o10_o16_pcu_s_ID_33    -2.2856        -31.6489       
str_m3_o10_o16_pcu_s_ID_34    -1.4372        -0.5310        
str_m3_o10_o16_pcu_s_ID_35    0.0000         -0.5988        
str_m3_o10_o16_pcu_s_ID_36    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_37    -0.7256        -0.5753        
str_m3_o10_o16_pcu_s_ID_38    0.0000         -0.5422        
str_m3_o10_o16_pcu_s_ID_39    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_4     -2.1947        -18.2381       
str_m3_o10_o16_pcu_s_ID_40    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_41    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_42    0.0000         -4.6849        
str_m3_o10_o16_pcu_s_ID_43    0.0000         -47.4600       
str_m3_o10_o16_pcu_s_ID_44    -10.3216       0.0000         
str_m3_o10_o16_pcu_s_ID_45    -1.8870        -6.0455        
str_m3_o10_o16_pcu_s_ID_46    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_47    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_48    -5.1309        -1.9063        
str_m3_o10_o16_pcu_s_ID_49    -3.4163        0.0000         
str_m3_o10_o16_pcu_s_ID_5     -1.2758        -3.4018        
str_m3_o10_o16_pcu_s_ID_50    -1.3372        -3.3131        
str_m3_o10_o16_pcu_s_ID_51    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_52    -1.3066        0.0000         
str_m3_o10_o16_pcu_s_ID_53    -1.2781        -0.6319        
str_m3_o10_o16_pcu_s_ID_54    -1.4307        0.0000         
str_m3_o10_o16_pcu_s_ID_55    -0.6900        -0.6885        
str_m3_o10_o16_pcu_s_ID_56    0.0000         -0.5378        
str_m3_o10_o16_pcu_s_ID_57    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_58    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_59    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_6     0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_60    -2.1614        0.0000         
str_m3_o10_o16_pcu_s_ID_61    0.0000         -0.4187        
str_m3_o10_o16_pcu_s_ID_62    -0.6219        -2.6082        
str_m3_o10_o16_pcu_s_ID_63    0.0000         -36.6041       
str_m3_o10_o16_pcu_s_ID_64    -0.6105        -6.8489        
str_m3_o10_o16_pcu_s_ID_65    -8.3476        -11.4267       
str_m3_o10_o16_pcu_s_ID_66    -5.8959        -4.9716        
str_m3_o10_o16_pcu_s_ID_67    0.0000         -10.2951       
str_m3_o10_o16_pcu_s_ID_68    -2.5555        0.0000         
str_m3_o10_o16_pcu_s_ID_69    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_7     -12.4001       -28.9834       
str_m3_o10_o16_pcu_s_ID_70    -2.1616        -12.6810       
