MaterialsName                 0.01kPa        0.1kPa         

str_m3_o10_o16_pcu_s_ID_1     -16.9103       -45.0307       
str_m3_o10_o16_pcu_s_ID_10    -61.4456       -62.2254       
str_m3_o10_o16_pcu_s_ID_100   -62.1458       -64.9486       
str_m3_o10_o16_pcu_s_ID_101   -55.3298       -59.0812       
str_m3_o10_o16_pcu_s_ID_102   -14.1227       -45.6671       
str_m3_o10_o16_pcu_s_ID_103   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_104   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_105   -9.7935        -33.8334       
str_m3_o10_o16_pcu_s_ID_106   -58.7894       -66.6236       
str_m3_o10_o16_pcu_s_ID_107   -20.4586       -46.8093       
str_m3_o10_o16_pcu_s_ID_108   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_109   -53.7599       -60.3597       
str_m3_o10_o16_pcu_s_ID_11    -5.2759        -26.8661       
str_m3_o10_o16_pcu_s_ID_110   -53.3531       -58.1888       
str_m3_o10_o16_pcu_s_ID_111   -60.8347       -63.5299       
str_m3_o10_o16_pcu_s_ID_112   -65.2877       -61.1934       
str_m3_o10_o16_pcu_s_ID_113   -0.5635        -3.7414        
str_m3_o10_o16_pcu_s_ID_114   0.0000         -1.0863        
str_m3_o10_o16_pcu_s_ID_115   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_116   -21.4078       -49.7368       
str_m3_o10_o16_pcu_s_ID_117   -16.3552       -46.4933       
str_m3_o10_o16_pcu_s_ID_118   -23.9037       -51.3220       
str_m3_o10_o16_pcu_s_ID_119   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_12    0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_120   -146.0196      -124.8696      
str_m3_o10_o16_pcu_s_ID_121   -48.8913       -56.5649       
str_m3_o10_o16_pcu_s_ID_122   -0.6981        -4.1315        
str_m3_o10_o16_pcu_s_ID_123   0.0000         -0.5681        
str_m3_o10_o16_pcu_s_ID_124   -56.9248       -59.6291       
str_m3_o10_o16_pcu_s_ID_125   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_127   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_128   -59.3776       -61.8908       
str_m3_o10_o16_pcu_s_ID_129   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_13    -53.2461       -59.6877       
str_m3_o10_o16_pcu_s_ID_130   -15.9832       -44.9601       
str_m3_o10_o16_pcu_s_ID_131   0.0000         -1.8268        
str_m3_o10_o16_pcu_s_ID_132   -29.2089       -52.5047       
str_m3_o10_o16_pcu_s_ID_133   -0.6466        -4.0563        
str_m3_o10_o16_pcu_s_ID_134   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_135   -31.0805       -50.8567       
str_m3_o10_o16_pcu_s_ID_136   0.0000         -4.0081        
str_m3_o10_o16_pcu_s_ID_137   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_138   -63.8462       -65.1080       
str_m3_o10_o16_pcu_s_ID_139   -12.5077       -44.4109       
str_m3_o10_o16_pcu_s_ID_14    -72.5289       -71.5928       
str_m3_o10_o16_pcu_s_ID_140   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_141   0.0000         0.0000         
str_m3_o10_o16_pcu_s_ID_142   0.0000         -1.7894        
str_m3_o10_o16_pcu_s_ID_143   -55.0505       -60.0797       
str_m3_o10_o16_pcu_s_ID_144   -47.6745       -56.5432       
str_m3_o10_o16_pcu_s_ID_145   -49.8843       -61.6604       
str_m3_o10_o16_pcu_s_ID_146   -54.8844       -62.9399       
