	Di	Df	Dif	Unitcell_volume:	Density:	ASA_A^2:	ASA_m^2/cm^3:	ASA_m^2/g:	NASA_A^2:	NASA_m^2/cm^3:	NASA_m^2/g:	AV_A^3:	AV_Volume_fraction:	AV_cm^3/g:	NAV_A^3:	NAV_Volume_fraction:	NAV_cm^3/g:
str_m2_o10_o16_pcu_sym.184.res	4.77866	3.47297	4.77866	14747.4	1.17436	2714.86	1840.9	1567.58	0	0	0	1096.03	0.07432	0.063285	0	0	0
str_m2_o10_o16_pcu_sym.185.res	5.17255	3.04005	5.06663	14912.3	1.18562	2065.95	1385.39	1168.49	0	0	0	733.091	0.04916	0.041463	0	0	0
str_m2_o10_o16_pcu_sym.186.res	4.3415	3.39099	4.15993	14929.7	1.92415	1638.73	1097.63	570.451	0	0	0	355.626	0.02382	0.012379	0	0	0
str_m2_o10_o16_pcu_sym.187.res	5.45399	3.83449	5.4418	15345	1.25346	1974.6	1286.8	1026.6	44.2557	28.8404	23.0087	962.748	0.06274	0.050054	0.920703	0.00006	0.000048
str_m2_o10_o16_pcu_sym.188.res	4.20677	3.03236	3.73211	14717.9	1.60051	1636.83	1112.14	694.864	0	0	0	267.865	0.0182	0.011371	0	0	0
str_m2_o10_o16_pcu_sym.189.res	3.71526	2.59928	3.66779	14958.6	1.91809	0	0	0	1296.49	866.723	451.868	0	0	0	202.539	0.01354	0.007059
str_m2_o10_o16_pcu_sym.19.res	5.51691	4.597	5.49931	14964.1	1.12746	3143.31	2100.57	1863.1	0	0	0	1620.31	0.10828	0.096039	0	0	0
str_m2_o10_o16_pcu_sym.190.res	4.88823	3.58347	4.888	14787.5	1.17127	2476.34	1674.62	1429.75	0	0	0	970.356	0.06562	0.056025	0	0	0
str_m2_o10_o16_pcu_sym.191.res	5.21771	3.32231	5.21217	14859.7	1.22589	2357.58	1586.57	1294.22	0	0	0	835.113	0.0562	0.045844	0	0	0
str_m2_o10_o16_pcu_sym.192.res	4.69268	2.93507	4.04879	14989.6	1.29908	1670.24	1114.27	857.736	0	0	0	468.574	0.03126	0.024063	0	0	0
str_m2_o10_o16_pcu_sym.193.res	4.09843	2.02384	3.91997	15036.5	1.41066	0	0	0	394.801	262.562	186.127	0	0	0	83.6028	0.00556	0.003941
str_m2_o10_o16_pcu_sym.194.res	4.66236	2.71003	4.66235	14858.9	1.31862	0	0	0	1540.19	1036.55	786.084	0	0	0	435.663	0.02932	0.022235
str_m2_o10_o16_pcu_sym.195.res	4.92584	3.39416	4.92584	14636.7	1.1793	2008.6	1372.3	1163.65	2.81948	1.9263	1.63342	631.429	0.04314	0.036581	0.292735	0.00002	0.000017
str_m2_o10_o16_pcu_sym.196.res	5.34179	3.74727	5.31701	14862.7	1.23064	2100.81	1413.48	1148.57	0	0	0	861.444	0.05796	0.047097	0	0	0
str_m2_o10_o16_pcu_sym.197.res	4.20675	2.7447	4.20129	14850.7	1.48226	0	0	0	1015.97	684.121	461.539	0	0	0	257.512	0.01734	0.011698
str_m2_o10_o16_pcu_sym.2.res	4.84499	3.53179	4.84478	14761.3	1.24626	2529.62	1713.68	1375.06	0	0	0	863.242	0.05848	0.046924	0	0	0
str_m2_o10_o16_pcu_sym.20.res	4.96059	3.80196	4.93092	14906.1	1.29005	2618.43	1756.62	1361.67	0	0	0	1038.36	0.06966	0.053998	0	0	0
str_m2_o10_o16_pcu_sym.21.res	5.51652	4.63493	5.4989	14979.7	1.11824	3219.38	2149.17	1921.92	0	0	0	1944.06	0.12978	0.116057	0	0	0
str_m2_o10_o16_pcu_sym.22.res	5.24078	3.3766	5.24078	14900.6	1.25866	2212.49	1484.83	1179.7	0	0	0	866.319	0.05814	0.046192	0	0	0
str_m2_o10_o16_pcu_sym.23.res	5.17871	3.64992	4.88684	14854.1	1.16601	2673.95	1800.14	1543.84	0	0	0	1161.59	0.0782	0.067066	0	0	0
str_m2_o10_o16_pcu_sym.24.res	4.4289	2.63123	4.42888	14748	1.25569	0	0	0	920.204	623.951	496.899	0	0	0	186.415	0.01264	0.010066
str_m2_o10_o16_pcu_sym.25.res	5.06428	3.63866	4.99317	15190.5	1.20114	3085.88	2031.45	1691.26	0	0	0	1398.74	0.09208	0.07666	0	0	0
str_m2_o10_o16_pcu_sym.26.res	4.89411	3.77948	4.89411	14812	1.145	3064.24	2068.75	1806.77	0	0	0	1190.88	0.0804	0.070218	0	0	0
str_m2_o10_o16_pcu_sym.27.res	5.34431	3.94955	5.2959	14943.9	1.15901	2453.51	1641.81	1416.57	0.301928	0.202041	0.174322	1167.42	0.07812	0.067402	0	0	0
str_m2_o10_o16_pcu_sym.28.res	4.90541	3.87265	4.90541	14876.4	1.32468	2346.56	1577.37	1190.76	0	0	0	789.045	0.05304	0.04004	0	0	0
str_m2_o10_o16_pcu_sym.29.res	4.86336	3.72437	4.86333	14789.6	1.18203	2819.4	1906.35	1612.77	0	0	0	1120.75	0.07578	0.06411	0	0	0
str_m2_o10_o16_pcu_sym.3.res	4.71843	3.19274	4.71822	14920.3	1.18499	2644.07	1772.12	1495.48	0.159719	0.107048	0.090337	701.256	0.047	0.039663	0	0	0
str_m2_o10_o16_pcu_sym.30.res	5.37448	4.05899	5.31532	14846.3	1.11014	3268.03	2201.24	1982.84	0	0	0	1607.86	0.1083	0.097555	0	0	0
str_m2_o10_o16_pcu_sym.31.res	4.73997	3.83789	4.7398	14816.7	1.20123	2335.57	1576.3	1312.24	0	0	0	907.081	0.06122	0.050965	0	0	0
str_m2_o10_o16_pcu_sym.32.res	3.98114	2.97756	3.64325	14746.7	1.27189	857.003	581.149	456.916	408.452	276.978	217.768	142.158	0.00964	0.007579	65.1804	0.00442	0.003475
str_m2_o10_o16_pcu_sym.33.res	4.17739	2.80217	3.63073	14681.5	1.26941	517.39	352.409	277.617	473.006	322.178	253.802	59.3132	0.00404	0.003183	105.119	0.00716	0.00564
str_m2_o10_o16_pcu_sym.34.res	5.15214	3.81	4.93767	15028.4	1.15437	3225.85	2146.5	1859.46	0	0	0	1476.69	0.09826	0.08512	0	0	0
str_m2_o10_o16_pcu_sym.35.res	4.37071	2.5762	4.31544	15103.5	1.59008	0	0	0	1353.64	896.243	563.646	0	0	0	441.323	0.02922	0.018376
str_m2_o10_o16_pcu_sym.36.res	3.75169	1.88961	3.75169	15331.3	1.62119	0	0	0	250.078	163.116	100.615	0	0	0	45.074	0.00294	0.001813
str_m2_o10_o16_pcu_sym.37.res	4.99227	4.11363	4.99222	14846.6	1.1685	2950.43	1987.28	1700.7	0	0	0	1243.25	0.08374	0.071664	0	0	0
str_m2_o10_o16_pcu_sym.38.res	5.36606	3.92641	5.31717	14904.3	1.10188	3272.87	2195.93	1992.9	0	0	0	1580.15	0.10602	0.096218	0	0	0
str_m2_o10_o16_pcu_sym.39.res	4.08189	3.23955	4.0375	15097.8	1.32162	1020.59	675.988	511.483	131.203	86.9022	65.7542	203.518	0.01348	0.0102	16.9095	0.00112	0.000847
str_m2_o10_o16_pcu_sym.4.res	5.37639	4.62032	5.37639	14820.8	1.07979	3330.94	2247.48	2081.4	0	0	0	1669.41	0.11264	0.104316	0	0	0
str_m2_o10_o16_pcu_sym.40.res	5.53576	4.79672	5.53555	15220.9	1.16546	2591.59	1702.66	1460.93	0	0	0	1461.51	0.09602	0.082388	0	0	0
str_m2_o10_o16_pcu_sym.41.res	4.87544	3.47919	4.56925	14991.6	1.30482	2577.29	1719.15	1317.54	0	0	0	896.5	0.0598	0.04583	0	0	0
str_m2_o10_o16_pcu_sym.42.res	5.38389	4.64919	5.38389	14845.4	1.23685	2930.41	1973.96	1595.95	0	0	0	1403.18	0.09452	0.07642	0	0	0
str_m2_o10_o16_pcu_sym.43.res	4.84983	3.6215	4.84978	14868.9	1.34196	1328.53	893.492	665.81	0	0	0	449.042	0.0302	0.022504	0	0	0
str_m2_o10_o16_pcu_sym.44.res	4.52715	2.42994	4.22563	15016.8	1.32483	0	0	0	1150.6	766.208	578.346	0	0	0	294.329	0.0196	0.014794
str_m2_o10_o16_pcu_sym.45.res	4.44205	2.19011	4.44197	14878.1	1.34113	0	0	0	1045.97	703.024	524.201	0	0	0	308.572	0.02074	0.015465
str_m2_o10_o16_pcu_sym.46.res	5.375	4.63717	5.375	14830.8	1.33279	2809.1	1894.1	1421.15	0	0	0	1338.63	0.09026	0.067723	0	0	0
str_m2_o10_o16_pcu_sym.47.res	5.3492	4.59293	5.349	14789.8	1.11841	3228.97	2183.24	1952.09	0	0	0	1515.07	0.10244	0.091594	0	0	0
str_m2_o10_o16_pcu_sym.48.res	4.83348	3.58189	4.83331	14780.2	1.16569	2694.15	1822.81	1563.72	0	0	0	851.635	0.05762	0.04943	0	0	0
str_m2_o10_o16_pcu_sym.49.res	4.50166	3.1493	4.36651	14961.6	1.38119	1890.19	1263.36	914.687	1.99242	1.33169	0.964161	576.921	0.03856	0.027918	0	0	0
str_m2_o10_o16_pcu_sym.5.res	5.01943	3.99494	5.01943	15073.7	1.22043	2882.68	1912.4	1566.98	0	0	0	1059.08	0.07026	0.05757	0	0	0
str_m2_o10_o16_pcu_sym.50.res	5.3856	3.99722	5.3856	14851.8	1.14193	3013.29	2028.91	1776.73	0	0	0	1366.66	0.09202	0.080583	0	0	0
str_m2_o10_o16_pcu_sym.51.res	4.88445	4.04156	4.88427	14819.7	1.18681	2525.83	1704.37	1436.1	0	0	0	832.868	0.0562	0.047354	0	0	0
str_m2_o10_o16_pcu_sym.52.res	5.36125	4.60598	5.36125	14852.6	1.10967	3225.76	2171.85	1957.19	0	0	0	1640.32	0.11044	0.099525	0	0	0
str_m2_o10_o16_pcu_sym.53.res	4.84344	3.53572	4.82569	14766	1.17288	2663.39	1803.74	1537.86	0	0	0	984.004	0.06664	0.056817	0	0	0
str_m2_o10_o16_pcu_sym.54.res	5.56827	3.75959	5.51779	15018.2	1.4692	2450.79	1631.88	1110.73	0	0	0	1253.42	0.08346	0.056807	0	0	0
str_m2_o10_o16_pcu_sym.55.res	4.9155	3.64152	4.86881	14830.1	1.17993	2702.38	1822.23	1544.36	0	0	0	911.459	0.06146	0.052088	0	0	0
str_m2_o10_o16_pcu_sym.56.res	5.04345	4.03066	5.0433	14895.7	1.22491	2268.42	1522.86	1243.24	10.6757	7.16696	5.85099	975.671	0.0655	0.053473	0.297915	0.00002	0.000016
str_m2_o10_o16_pcu_sym.57.res	5.20291	4.53492	5.20278	14847.8	1.20462	2813.49	1894.89	1573.01	0	0	0	1281.37	0.0863	0.071641	0	0	0
str_m2_o10_o16_pcu_sym.58.res	5.05044	4.04676	5.05044	14849.2	1.23654	3046.95	2051.93	1659.42	0	0	0	1325.73	0.08928	0.072202	0	0	0
str_m2_o10_o16_pcu_sym.59.res	4.48342	2.47572	4.47146	14723.2	1.41394	0	0	0	1036.87	704.247	498.074	0	0	0	320.376	0.02176	0.01539
str_m2_o10_o16_pcu_sym.6.res	5.2412	3.33165	5.13119	15058	1.28911	2498.89	1659.51	1287.33	0	0	0	762.236	0.05062	0.039267	0	0	0
str_m2_o10_o16_pcu_sym.60.res	5.3451	4.56321	5.3451	14779.9	1.13336	2835.56	1918.53	1692.78	0	0	0	1349.4	0.0913	0.080557	0	0	0
str_m2_o10_o16_pcu_sym.61.res	5.21916	4.44272	5.21914	14821.9	1.26119	2246.7	1515.79	1201.88	0	0	0	1045.84	0.07056	0.055947	0	0	0
str_m2_o10_o16_pcu_sym.62.res	4.69883	3.10677	4.6988	14811.5	1.61672	1978.33	1335.67	826.161	0	0	0	710.064	0.04794	0.029653	0	0	0
str_m2_o10_o16_pcu_sym.63.res	5.00874	3.95944	4.94662	15138	1.63742	2263.71	1495.39	913.261	0	0	0	1008.19	0.0666	0.040674	0	0	0
str_m2_o10_o16_pcu_sym.64.res	5.38806	4.25751	5.37292	15023.8	1.23623	3101.62	2064.46	1669.97	0	0	0	1508.69	0.10042	0.081231	0	0	0
str_m2_o10_o16_pcu_sym.65.res	4.73459	3.68176	4.62893	14892.2	1.25928	2403.85	1614.17	1281.82	0	0	0	856.299	0.0575	0.045661	0	0	0
str_m2_o10_o16_pcu_sym.66.res	4.9131	3.62441	4.89635	14770.1	1.1532	3144.6	2129.03	1846.19	0	0	0	1104.21	0.07476	0.064828	0	0	0
str_m2_o10_o16_pcu_sym.67.res	4.83444	3.59859	4.83444	14818.4	1.2011	2359.11	1592.02	1325.47	0	0	0	868.653	0.05862	0.048805	0	0	0
str_m2_o10_o16_pcu_sym.68.res	4.93391	3.88124	4.93383	14747.4	1.21487	2410.79	1634.72	1345.59	0	0	0	978.343	0.06634	0.054607	0	0	0
str_m2_o10_o16_pcu_sym.69.res	4.54786	3.15793	4.4296	14808.8	1.2108	2419.38	1633.75	1349.32	0	0	0	565.991	0.03822	0.031566	0	0	0
str_m2_o10_o16_pcu_sym.7.res	4.94492	3.78191	4.54794	15037.2	1.1479	2980.92	1982.37	1726.95	0	0	0	1316.05	0.08752	0.076244	0	0	0
str_m2_o10_o16_pcu_sym.70.res	4.98819	3.86838	4.98819	14914.5	1.19336	2431.32	1630.17	1366.04	0	0	0	973.916	0.0653	0.05472	0	0	0
str_m2_o10_o16_pcu_sym.71.res	4.84689	3.62113	4.83231	14777	1.20446	2644.09	1789.33	1485.59	0	0	0	853.52	0.05776	0.047955	0	0	0
str_m2_o10_o16_pcu_sym.72.res	5.06003	4.18686	5.0096	14898.4	1.23245	3247.13	2179.51	1768.44	0	0	0	1595.62	0.1071	0.0869	0	0	0
str_m2_o10_o16_pcu_sym.73.res	4.70464	3.44652	4.70464	14769.6	1.26184	1635.84	1107.57	877.745	0	0	0	532.001	0.03602	0.028546	0	0	0
str_m2_o10_o16_pcu_sym.74.res	5.37685	4.6189	5.37685	14821.3	1.07975	3337.28	2251.67	2085.36	0	0	0	1667.4	0.1125	0.104191	0	0	0
str_m2_o10_o16_pcu_sym.75.res	5.34714	4.5905	5.34695	14826.8	1.14386	3022.36	2038.44	1782.07	0	0	0	1439.09	0.09706	0.084853	0	0	0
str_m2_o10_o16_pcu_sym.76.res	4.41429	2.24588	4.41416	14922.4	1.30511	0	0	0	1108.64	742.937	569.254	0	0	0	265.918	0.01782	0.013654
str_m2_o10_o16_pcu_sym.77.res	4.93363	3.73051	4.93363	15056.8	1.29346	1341.81	891.166	688.978	2.83409	1.88227	1.45522	510.124	0.03388	0.026193	0	0	0
str_m2_o10_o16_pcu_sym.78.res	4.88224	3.58402	4.88219	14771.3	1.20094	2167.92	1467.66	1222.1	0	0	0	762.198	0.0516	0.042966	0	0	0
str_m2_o10_o16_pcu_sym.79.res	4.63122	3.68299	4.63122	14847.8	1.13629	2639.08	1777.43	1564.23	0	0	0	801.482	0.05398	0.047505	0	0	0
str_m2_o10_o16_pcu_sym.8.res	4.77128	2.91621	4.76604	15020.4	1.40385	1841	1225.67	873.08	0	0	0	684.328	0.04556	0.032454	0	0	0
str_m2_o10_o16_pcu_sym.80.res	4.86201	3.92581	4.75739	14848.8	1.25882	2933.71	1975.72	1569.5	0	0	0	1221.46	0.08226	0.065347	0	0	0
str_m2_o10_o16_pcu_sym.81.res	5.2707	3.01025	4.9022	15240.5	1.54387	2426.79	1592.34	1031.39	0	0	0	945.518	0.06204	0.040185	0	0	0
str_m2_o10_o16_pcu_sym.82.res	3.98	3.25564	3.98	15019.9	1.51132	801.054	533.327	352.889	263.169	175.213	115.934	174.532	0.01162	0.007689	53.1706	0.00354	0.002342
str_m2_o10_o16_pcu_sym.83.res	4.77002	3.65355	4.76726	14833.4	1.19176	2233.33	1505.61	1263.35	0	0	0	740.779	0.04994	0.041904	0	0	0
str_m2_o10_o16_pcu_sym.84.res	4.76173	3.33608	4.74132	14759	1.23842	1905.06	1290.78	1042.28	0	0	0	617.518	0.04184	0.033785	0	0	0
str_m2_o10_o16_pcu_sym.85.res	4.77351	3.54852	4.77351	15106.7	1.29699	1225.6	811.3	625.524	413.393	273.649	210.988	431.447	0.02856	0.02202	82.1804	0.00544	0.004194
str_m2_o10_o16_pcu_sym.86.res	5.03914	3.50566	4.85406	14732.8	1.25062	2157.17	1464.19	1170.77	0.415159	0.281791	0.225322	757.268	0.0514	0.0411	0	0	0
str_m2_o10_o16_pcu_sym.87.res	3.68439	1.52477	3.68439	15490.2	2.53745	0	0	0	279.915	180.705	71.215	0	0	0	40.8942	0.00264	0.00104
str_m2_o10_o16_pcu_sym.88.res	4.86397	3.77939	4.78491	14794.7	1.25146	2240.73	1514.55	1210.23	0	0	0	844.484	0.05708	0.045611	0	0	0
str_m2_o10_o16_pcu_sym.89.res	4.19882	3.3365	4.13825	14704.8	1.18591	2469.38	1679.3	1416.05	0	0	0	595.252	0.04048	0.034134	0	0	0
str_m2_o10_o16_pcu_sym.9.res	4.09334	2.44263	3.89517	14739.9	1.25839	0	0	0	1010.78	685.746	544.94	0	0	0	196.63	0.01334	0.010601
str_m2_o10_o16_pcu_sym.90.res	5.35806	4.59026	5.35786	14795.1	1.11399	3118.35	2107.69	1892.02	0	0	0	1472.11	0.0995	0.089319	0	0	0
str_m2_o10_o16_pcu_sym.91.res	4.92686	3.54913	4.84793	14782.4	1.17358	2757.52	1865.41	1589.5	0	0	0	1056.05	0.07144	0.060874	0	0	0
str_m2_o10_o16_pcu_sym.92.res	4.89688	3.80796	4.79399	15026.7	1.19028	3066.73	2040.86	1714.6	0	0	0	1306.72	0.08696	0.073058	0	0	0
str_m2_o10_o16_pcu_sym.93.res	5.11844	3.9755	5.11836	14814.2	1.18916	3062.54	2067.3	1738.45	0	0	0	1372.68	0.09266	0.07792	0	0	0
str_m2_o10_o16_pcu_sym.94.res	5.01189	3.73366	5.01181	14900.9	1.22449	2474.24	1660.47	1356.05	0	0	0	1081.21	0.07256	0.059257	0	0	0
str_m2_o10_o16_pcu_sym.95.res	4.92597	3.54701	4.7575	14782.2	1.17359	2762.88	1869.06	1592.6	0	0	0	1055.74	0.07142	0.060856	0	0	0
str_m2_o10_o16_pcu_sym.96.res	5.33525	3.61174	4.87306	14851.2	1.16814	3073.81	2069.74	1771.82	0	0	0	1389.78	0.09358	0.08011	0	0	0
str_m2_o10_o16_pcu_sym.97.res	3.69518	2.21294	3.69513	14658.2	1.32863	0	0	0	356.456	243.178	183.029	0	0	0	47.7858	0.00326	0.002454
str_m2_o10_o16_pcu_sym.98.res	4.93303	4.27846	4.93303	15010.4	1.30738	1827.28	1217.35	931.134	7.38327	4.91878	3.76231	736.408	0.04906	0.037525	0	0	0
str_m2_o10_o16_pcu_sym.99.res	4.65445	3.60041	4.65438	14777.1	1.17209	2358.69	1596.18	1361.82	0	0	0	705.458	0.04774	0.040731	0	0	0
str_m2_o10_o17_pcu_sym.1.res	5.33505	3.42929	5.3303	17030.5	1.18572	2364.36	1388.31	1170.86	0	0	0	1059.98	0.06224	0.052491	0	0	0
str_m2_o10_o17_pcu_sym.10.res	5.38587	4.70796	5.34394	16985.2	1.04778	4123.51	2427.71	2317	0	0	0	2536.91	0.14936	0.142549	0	0	0
str_m2_o10_o17_pcu_sym.100.res	4.22848	2.33524	4.2284	17128.3	1.60442	0	0	0	795.905	464.673	289.621	0	0	0	190.467	0.01112	0.006931
str_m2_o10_o17_pcu_sym.101.res	4.55158	3.69779	4.52493	17236.4	1.30634	2463.55	1429.27	1094.1	0	0	0	1216.55	0.07058	0.054029	0	0	0
str_m2_o10_o17_pcu_sym.102.res	4.23153	1.67913	4.23133	17138.7	1.27955	0	0	0	1799.84	1050.16	820.732	0	0	0	561.12	0.03274	0.025587
str_m2_o10_o17_pcu_sym.103.res	4.52637	3.17729	4.51928	17182.8	1.37697	1532.86	892.09	647.866	0	0	0	672.19	0.03912	0.02841	0	0	0
str_m2_o10_o17_pcu_sym.104.res	4.26904	1.04686	4.26904	17507.1	1.71351	0	0	0	541.929	309.548	180.651	0	0	0	128.502	0.00734	0.004284
str_m2_o10_o17_pcu_sym.105.res	4.48307	3.70274	4.48286	17124.2	1.07441	3483.84	2034.46	1893.56	0	0	0	1637.76	0.09564	0.089016	0	0	0
str_m2_o10_o17_pcu_sym.106.res	4.42748	2.71953	4.42733	17050	1.29626	0	0	0	2434.57	1427.9	1101.56	0	0	0	800.668	0.04696	0.036227
str_m2_o10_o17_pcu_sym.107.res	5.51881	4.46834	5.51651	17077.5	1.1051	3734.52	2186.81	1978.84	0	0	0	2697.22	0.15794	0.14292	0	0	0
str_m2_o10_o17_pcu_sym.108.res	4.21215	2.58837	4.21196	17030.5	1.24187	0	0	0	1435.98	843.181	678.958	0	0	0	372.968	0.0219	0.017635
str_m2_o10_o17_pcu_sym.109.res	5.54943	4.31089	5.5396	17060.1	1.10622	3975.63	2330.37	2106.6	0	0	0	2512.61	0.14728	0.133138	0	0	0
str_m2_o10_o17_pcu_sym.11.res	4.10799	1.62308	4.09997	17099.4	1.22308	0	0	0	1514.34	885.609	724.08	0	0	0	344.724	0.02016	0.016483
str_m2_o10_o17_pcu_sym.110.res	4.04866	1.36637	4.04861	17163.2	1.80434	0	0	0	663.187	386.4	214.15	0	0	0	146.574	0.00854	0.004733
str_m2_o10_o17_pcu_sym.111.res	5.45564	4.04264	5.44076	16996.7	1.04007	4210.67	2477.34	2381.9	0	0	0	2394.5	0.14088	0.135452	0	0	0
str_m2_o10_o17_pcu_sym.112.res	3.78225	2.04852	3.78225	17148.9	1.31735	0	0	0	498.925	290.937	220.851	0	0	0	63.4508	0.0037	0.002809
str_m2_o10_o17_pcu_sym.113.res	4.57072	2.97191	4.48608	16998.9	1.23134	2932.03	1724.84	1400.78	2.78782	1.64	1.33189	1144.7	0.06734	0.054689	0	0	0
str_m2_o10_o17_pcu_sym.114.res	4.72075	2.80771	4.72075	17251.7	1.35756	2460.62	1426.3	1050.63	0	0	0	966.443	0.05602	0.041265	0	0	0
str_m2_o10_o17_pcu_sym.115.res	4.42312	3.58428	4.423	16934	1.10904	4083.37	2411.34	2174.26	0	0	0	1422.8	0.08402	0.075759	0	0	0
str_m2_o10_o17_pcu_sym.116.res	4.33665	3.0181	4.33407	17085.9	1.28693	1571.43	919.724	714.665	0	0	0	431.931	0.02528	0.019644	0	0	0
str_m2_o10_o17_pcu_sym.117.res	4.37654	2.80735	4.34061	16890.5	1.19207	1736.03	1027.82	862.215	0	0	0	385.778	0.02284	0.01916	0	0	0
str_m2_o10_o17_pcu_sym.118.res	4.40296	2.42798	4.4028	17241.1	1.3344	0	0	0	1189.9	690.152	517.2	0	0	0	381.719	0.02214	0.016592
str_m2_o10_o17_pcu_sym.119.res	3.96561	2.34754	3.96561	17100.2	1.29274	0	0	0	1633.15	955.046	738.774	0	0	0	306.777	0.01794	0.013877
str_m2_o10_o17_pcu_sym.12.res	4.12495	3.03966	4.12495	17017.4	1.19356	2400.96	1410.89	1182.09	1.28554	0.755428	0.632921	489.08	0.02874	0.024079	0	0	0
str_m2_o10_o17_pcu_sym.120.res	5.05819	4.17277	5.05047	17053.8	1.13478	3133.41	1837.37	1619.15	0	0	0	1767.45	0.10364	0.091331	0	0	0
str_m2_o10_o17_pcu_sym.121.res	4.27925	2.37873	4.27909	17011.6	1.29256	0	0	0	1460.34	858.439	664.138	0	0	0	477.346	0.02806	0.021709
str_m2_o10_o17_pcu_sym.122.res	3.80746	2.51762	3.32035	17101.9	1.33476	0	0	0	649.504	379.785	284.535	0	0	0	86.1934	0.00504	0.003776
str_m2_o10_o17_pcu_sym.123.res	4.57295	3.68223	4.57039	16916	1.04156	4061.84	2401.18	2305.38	0	0	0	1546.12	0.0914	0.087753	0	0	0
str_m2_o10_o17_pcu_sym.124.res	4.68369	2.92323	4.63515	16929.9	1.14323	2435.51	1438.58	1258.34	0	0	0	752.703	0.04446	0.03889	0	0	0
str_m2_o10_o17_pcu_sym.126.res	4.20818	2.00612	4.20386	17065.9	2.14828	0	0	0	1413.61	828.329	385.578	0	0	0	459.071	0.0269	0.012522
str_m2_o10_o17_pcu_sym.127.res	4.50028	3.31725	4.49235	16991.4	1.53925	3325.79	1957.33	1271.61	0	0	0	1411.65	0.08308	0.053974	0	0	0
str_m2_o10_o17_pcu_sym.128.res	5.34582	2.73473	5.34569	17027.1	1.70104	0	0	0	2377.54	1396.33	820.867	0	0	0	1183.38	0.0695	0.040857
str_m2_o10_o17_pcu_sym.129.res	4.35414	3.70008	4.33934	17025.8	1.13334	3285.67	1929.82	1702.77	0	0	0	1278.3	0.07508	0.066247	0	0	0
str_m2_o10_o17_pcu_sym.13.res	4.43179	2.92853	4.38521	16885.3	1.88171	2433.78	1441.36	765.982	0	0	0	716.951	0.04246	0.022565	0	0	0
str_m2_o10_o17_pcu_sym.130.res	5.3457	2.96081	5.34519	17122.3	1.80294	2256.09	1317.64	730.826	0	0	0	958.504	0.05598	0.031049	0	0	0
str_m2_o10_o17_pcu_sym.131.res	4.75404	3.30644	4.75394	17076.5	1.23132	3171.56	1857.27	1508.35	0	0	0	1176.23	0.06888	0.05594	0	0	0
str_m2_o10_o17_pcu_sym.132.res	5.19541	3.14541	5.19527	17127.7	1.23484	1998.86	1167.04	945.087	0	0	0	876.594	0.05118	0.041446	0	0	0
str_m2_o10_o17_pcu_sym.133.res	4.20238	1.75542	4.17764	17084.2	1.99581	0	0	0	1579.25	924.395	463.169	0	0	0	594.188	0.03478	0.017427
str_m2_o10_o17_pcu_sym.134.res	4.17344	2.31311	4.17344	17074.1	1.54977	0	0	0	1252.37	733.494	473.291	0	0	0	390.997	0.0229	0.014776
str_m2_o10_o17_pcu_sym.135.res	4.24119	2.2573	4.23464	17082.4	1.7061	0	0	0	1557.76	911.909	534.498	0	0	0	575.676	0.0337	0.019753
str_m2_o10_o17_pcu_sym.136.res	3.94978	2.55664	3.94864	17095.5	1.33135	0	0	0	1778.85	1040.53	781.565	0	0	0	406.19	0.02376	0.017847
str_m2_o10_o17_pcu_sym.137.res	4.95628	3.6607	4.93895	16983.8	1.08677	3404.64	2004.64	1844.58	0	0	0	1605.31	0.09452	0.086973	0	0	0
str_m2_o10_o17_pcu_sym.138.res	4.73192	2.55576	4.73192	17150.7	1.12509	0	0	0	2516.32	1467.18	1304.06	0	0	0	826.664	0.0482	0.042841
str_m2_o10_o17_pcu_sym.139.res	4.44701	2.4192	4.44682	17633.8	1.50103	0	0	0	867.619	492.02	327.788	0	0	0	221.833	0.01258	0.008381
str_m2_o10_o17_pcu_sym.14.res	3.94673	1.5162	3.93251	17383.9	3.0746	0	0	0	618.349	355.702	115.691	0	0	0	111.604	0.00642	0.002088
str_m2_o10_o17_pcu_sym.140.res	4.45653	3.09885	4.45653	17149.3	1.28904	2122.79	1237.83	960.268	0.155826	0.090864	0.07049	687.686	0.0401	0.031108	0	0	0
str_m2_o10_o17_pcu_sym.141.res	5.33373	3.10648	5.33369	17173.5	1.23485	2634.39	1533.98	1242.25	0	0	0	998.467	0.05814	0.047083	0	0	0
str_m2_o10_o17_pcu_sym.142.res	4.12617	3.25229	4.10614	16929.9	1.08674	3110.18	1837.09	1690.46	0	0	0	833.969	0.04926	0.045328	0	0	0
str_m2_o10_o17_pcu_sym.143.res	5.44154	3.68116	5.43196	17101.3	1.14557	3437.94	2010.34	1754.89	0	0	0	1918.76	0.1122	0.097943	0	0	0
str_m2_o10_o17_pcu_sym.144.res	3.62832	1.0968	3.53099	19001.6	1.61061	0	0	0	472.34	248.58	154.339	0	0	0	64.6054	0.0034	0.002111
str_m2_o10_o17_pcu_sym.145.res	4.04163	3.41996	4.0268	17473.4	1.19691	1859.09	1063.95	888.92	0	0	0	447.319	0.0256	0.021389	0	0	0
str_m2_o10_o17_pcu_sym.146.res	4.18508	2.47197	4.18492	17090.5	1.42733	0	0	0	1589.26	929.909	651.504	0	0	0	502.119	0.02938	0.020584
