MaterialsName                 9.99kPa        99.9kPa        

str_m2_o10_o16_pcu_s_ID_1     -58.9150       -58.6073       
str_m2_o10_o16_pcu_s_ID_10    -419.2347      -313.3311      
str_m2_o10_o16_pcu_s_ID_100   -59.4759       -59.0946       
str_m2_o10_o16_pcu_s_ID_101   -58.8457       -59.0065       
str_m2_o10_o16_pcu_s_ID_102   -63.5494       -63.5885       
str_m2_o10_o16_pcu_s_ID_103   -87.0379       -87.4537       
str_m2_o10_o16_pcu_s_ID_104   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_105   -75.6750       -75.5571       
str_m2_o10_o16_pcu_s_ID_106   -59.5724       -59.6042       
str_m2_o10_o16_pcu_s_ID_107   -59.1434       -59.3447       
str_m2_o10_o16_pcu_s_ID_108   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_109   -238.7478      -237.2881      
str_m2_o10_o16_pcu_s_ID_11    -91.0123       -90.6876       
str_m2_o10_o16_pcu_s_ID_110   -59.4400       -59.5032       
str_m2_o10_o16_pcu_s_ID_111   -61.2330       -61.5500       
str_m2_o10_o16_pcu_s_ID_112   -61.6115       -61.7639       
str_m2_o10_o16_pcu_s_ID_113   -58.2039       -57.9324       
str_m2_o10_o16_pcu_s_ID_114   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_115   -62.7273       -61.4119       
str_m2_o10_o16_pcu_s_ID_116   -57.0571       -56.3850       
str_m2_o10_o16_pcu_s_ID_117   -57.7472       -57.8091       
str_m2_o10_o16_pcu_s_ID_118   -63.2814       -63.2565       
str_m2_o10_o16_pcu_s_ID_119   -360.0670      -355.1469      
str_m2_o10_o16_pcu_s_ID_12    -58.6411       -58.3877       
str_m2_o10_o16_pcu_s_ID_120   -69.0229       -63.9537       
str_m2_o10_o16_pcu_s_ID_121   -56.5884       -56.8152       
str_m2_o10_o16_pcu_s_ID_122   -50.2768       -50.1272       
str_m2_o10_o16_pcu_s_ID_123   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_124   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_125   -59.8156       -58.5115       
str_m2_o10_o16_pcu_s_ID_126   -129.5943      -120.2385      
str_m2_o10_o16_pcu_s_ID_127   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_128   -57.5745       -57.5689       
str_m2_o10_o16_pcu_s_ID_129   -56.9671       -57.0543       
str_m2_o10_o16_pcu_s_ID_13    -69.2850       -69.7358       
str_m2_o10_o16_pcu_s_ID_130   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_131   -54.3182       -54.1578       
str_m2_o10_o16_pcu_s_ID_132   -60.8094       -60.8614       
str_m2_o10_o16_pcu_s_ID_133   -58.6677       -59.0401       
str_m2_o10_o16_pcu_s_ID_134   -77.0566       -76.6727       
str_m2_o10_o16_pcu_s_ID_135   -90.7605       -90.5337       
str_m2_o10_o16_pcu_s_ID_136   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_137   -0.5454        -7.3139        
str_m2_o10_o16_pcu_s_ID_138   -55.5035       -55.2062       
str_m2_o10_o16_pcu_s_ID_139   -57.1474       -57.2810       
str_m2_o10_o16_pcu_s_ID_14    -56.7077       -56.7764       
str_m2_o10_o16_pcu_s_ID_140   -57.4237       -57.6717       
str_m2_o10_o16_pcu_s_ID_141   -74.6103       -74.8230       
str_m2_o10_o16_pcu_s_ID_142   -63.0366       -63.0768       
str_m2_o10_o16_pcu_s_ID_143   -59.7209       -58.9834       
str_m2_o10_o16_pcu_s_ID_144   -130.4077      -107.5129      
str_m2_o10_o16_pcu_s_ID_145   -56.3949       -56.1118       
str_m2_o10_o16_pcu_s_ID_146   -59.3377       -59.4223       
str_m2_o10_o16_pcu_s_ID_147   -83.5004       -83.2507       
str_m2_o10_o16_pcu_s_ID_148   -61.1006       -61.0736       
str_m2_o10_o16_pcu_s_ID_149   -57.4165       -57.6746       
str_m2_o10_o16_pcu_s_ID_15    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_150   -57.3963       -58.3582       
str_m2_o10_o16_pcu_s_ID_151   -57.2285       -57.1045       
str_m2_o10_o16_pcu_s_ID_152   -0.5368        -10.3678       
str_m2_o10_o16_pcu_s_ID_153   -62.5446       -62.4127       
str_m2_o10_o16_pcu_s_ID_154   -56.1373       -55.9443       
str_m2_o10_o16_pcu_s_ID_155   -60.3625       -60.4381       
str_m2_o10_o16_pcu_s_ID_156   -62.9177       -61.3433       
str_m2_o10_o16_pcu_s_ID_157   -2694.1734     -2586.2264     
str_m2_o10_o16_pcu_s_ID_158   -70.6629       -68.6495       
str_m2_o10_o16_pcu_s_ID_159   -45.4615       -47.3313       
str_m2_o10_o16_pcu_s_ID_16    -61.9288       -62.0894       
str_m2_o10_o16_pcu_s_ID_160   -58.6253       -58.2877       
str_m2_o10_o16_pcu_s_ID_161   -70.3483       -67.0247       
str_m2_o10_o16_pcu_s_ID_162   -54.2967       -54.2780       
str_m2_o10_o16_pcu_s_ID_163   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_164   -60.3152       -59.8575       
str_m2_o10_o16_pcu_s_ID_165   -33.8045       -41.7304       
str_m2_o10_o16_pcu_s_ID_166   -1.4109        -4.2044        
str_m2_o10_o16_pcu_s_ID_167   -59.0807       -59.4517       
str_m2_o10_o16_pcu_s_ID_168   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_169   -54.2462       -54.7251       
str_m2_o10_o16_pcu_s_ID_17    -13.6988       -33.5537       
str_m2_o10_o16_pcu_s_ID_170   -56.6349       -56.8332       
str_m2_o10_o16_pcu_s_ID_171   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_172   -2.0269        -18.4718       
str_m2_o10_o16_pcu_s_ID_173   -64.7931       -64.5073       
str_m2_o10_o16_pcu_s_ID_174   -210.1479      -208.7911      
str_m2_o10_o16_pcu_s_ID_175   -72.4414       -72.0418       
str_m2_o10_o16_pcu_s_ID_176   -61.2224       -60.2091       
str_m2_o10_o16_pcu_s_ID_177   -61.7314       -61.7779       
str_m2_o10_o16_pcu_s_ID_178   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_179   -72.8945       -72.9232       
str_m2_o10_o16_pcu_s_ID_18    -64.9450       -64.6977       
str_m2_o10_o16_pcu_s_ID_180   -61.5392       -61.4787       
str_m2_o10_o16_pcu_s_ID_181   -191.0751      -186.4969      
str_m2_o10_o16_pcu_s_ID_182   -81.4712       -79.6641       
str_m2_o10_o16_pcu_s_ID_183   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_184   -57.6300       -57.4823       
str_m2_o10_o16_pcu_s_ID_185   -2.4611        -16.6343       
str_m2_o10_o16_pcu_s_ID_186   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_187   -55.5613       -55.5491       
str_m2_o10_o16_pcu_s_ID_188   -58.9959       -59.3144       
str_m2_o10_o16_pcu_s_ID_189   -60.0887       -59.3115       
str_m2_o10_o16_pcu_s_ID_19    -132.9345      -135.3309      
str_m2_o10_o16_pcu_s_ID_190   -95.9044       -95.6827       
str_m2_o10_o16_pcu_s_ID_191   -56.1592       -56.2258       
str_m2_o10_o16_pcu_s_ID_192   -59.1754       -59.1976       
str_m2_o10_o16_pcu_s_ID_193   -59.1313       -59.1643       
str_m2_o10_o16_pcu_s_ID_194   0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_195   -44.7088       -47.9646       
str_m2_o10_o16_pcu_s_ID_196   0.0000         -0.5417        
str_m2_o10_o16_pcu_s_ID_2     -8068.1712     -7871.8038     
str_m2_o10_o16_pcu_s_ID_20    -14843.9851    -14843.9851    
str_m2_o10_o16_pcu_s_ID_21    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_22    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_23    -64.8834       -64.1516       
str_m2_o10_o16_pcu_s_ID_24    -55.7287       -55.4751       
str_m2_o10_o16_pcu_s_ID_25    -57.1865       -56.8815       
str_m2_o10_o16_pcu_s_ID_26    -57.2854       -57.0635       
str_m2_o10_o16_pcu_s_ID_27    -66.2910       -65.7823       
str_m2_o10_o16_pcu_s_ID_28    -52.0969       -52.5028       
str_m2_o10_o16_pcu_s_ID_29    -88.2804       -86.3502       
str_m2_o10_o16_pcu_s_ID_3     -68.2836       -66.7028       
str_m2_o10_o16_pcu_s_ID_30    -64.8404       -65.1927       
str_m2_o10_o16_pcu_s_ID_31    -65.3051       -65.5737       
str_m2_o10_o16_pcu_s_ID_32    -54.5347       -54.6434       
str_m2_o10_o16_pcu_s_ID_33    -60.1718       -60.3524       
str_m2_o10_o16_pcu_s_ID_34    -55.7708       -55.9329       
str_m2_o10_o16_pcu_s_ID_35    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_36    -61.9113       -61.8755       
str_m2_o10_o16_pcu_s_ID_37    -162.2131      -160.6786      
str_m2_o10_o16_pcu_s_ID_38    -59.4383       -59.3610       
str_m2_o10_o16_pcu_s_ID_39    -388.9421      -392.7432      
str_m2_o10_o16_pcu_s_ID_4     -62.8827       -62.5641       
str_m2_o10_o16_pcu_s_ID_40    -60.9949       -60.5731       
str_m2_o10_o16_pcu_s_ID_41    -43.8992       -49.7828       
str_m2_o10_o16_pcu_s_ID_42    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_43    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_44    -167.8286      -138.8976      
str_m2_o10_o16_pcu_s_ID_45    -56.0080       -56.8085       
str_m2_o10_o16_pcu_s_ID_46    -60.5633       -59.8015       
str_m2_o10_o16_pcu_s_ID_47    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_48    -43.8870       -46.7064       
str_m2_o10_o16_pcu_s_ID_49    -60.5621       -61.3321       
str_m2_o10_o16_pcu_s_ID_5     -193.0690      -198.0322      
str_m2_o10_o16_pcu_s_ID_50    -60.0642       -60.2707       
str_m2_o10_o16_pcu_s_ID_51    -80.9539       -78.6151       
str_m2_o10_o16_pcu_s_ID_52    -59.3472       -60.5387       
str_m2_o10_o16_pcu_s_ID_53    -62.1993       -63.1364       
str_m2_o10_o16_pcu_s_ID_54    -70.3829       -69.2181       
str_m2_o10_o16_pcu_s_ID_55    -52.3576       -60.4318       
str_m2_o10_o16_pcu_s_ID_56    -50.7439       -51.3250       
str_m2_o10_o16_pcu_s_ID_57    -59.1144       -58.3793       
str_m2_o10_o16_pcu_s_ID_58    -55.0669       -56.4154       
str_m2_o10_o16_pcu_s_ID_59    -92.8784       -92.8406       
str_m2_o10_o16_pcu_s_ID_6     -60.9843       -61.0596       
str_m2_o10_o16_pcu_s_ID_60    -75.9345       -75.9345       
str_m2_o10_o16_pcu_s_ID_61    -62.0200       -61.8044       
str_m2_o10_o16_pcu_s_ID_62    -57.7002       -57.9372       
str_m2_o10_o16_pcu_s_ID_63    -68.0302       -66.0106       
str_m2_o10_o16_pcu_s_ID_64    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_65    0.0000         -4.2287        
str_m2_o10_o16_pcu_s_ID_66    -56.3155       -56.4124       
str_m2_o10_o16_pcu_s_ID_67    -56.8616       -56.7784       
str_m2_o10_o16_pcu_s_ID_68    -63.0710       -62.9375       
str_m2_o10_o16_pcu_s_ID_69    -87.2092       -85.2644       
str_m2_o10_o16_pcu_s_ID_7     0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_70    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_71    -53.7132       -53.9149       
str_m2_o10_o16_pcu_s_ID_72    -65.7154       -65.6340       
str_m2_o10_o16_pcu_s_ID_73    -87.1802       -83.2750       
str_m2_o10_o16_pcu_s_ID_74    -150.1738      -149.6023      
str_m2_o10_o16_pcu_s_ID_75    -55.9614       -56.1947       
str_m2_o10_o16_pcu_s_ID_76    -81.1442       -77.4444       
str_m2_o10_o16_pcu_s_ID_77    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_78    -64.8669       -63.7717       
str_m2_o10_o16_pcu_s_ID_79    -62.2358       -62.0444       
str_m2_o10_o16_pcu_s_ID_8     -58.2857       -57.8919       
str_m2_o10_o16_pcu_s_ID_80    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_81    -69.2287       -68.8094       
str_m2_o10_o16_pcu_s_ID_82    -59.4672       -59.7078       
str_m2_o10_o16_pcu_s_ID_83    -56.9115       -56.5417       
str_m2_o10_o16_pcu_s_ID_84    -0.7817        -7.5006        
str_m2_o10_o16_pcu_s_ID_85    -22.9160       -41.1020       
str_m2_o10_o16_pcu_s_ID_86    -102.2881      -100.3180      
str_m2_o10_o16_pcu_s_ID_87    -95.0336       -93.3527       
str_m2_o10_o16_pcu_s_ID_88    -178.8102      -168.9761      
str_m2_o10_o16_pcu_s_ID_89    -59.9704       -59.7639       
str_m2_o10_o16_pcu_s_ID_9     0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_90    -56.3255       -55.3325       
str_m2_o10_o16_pcu_s_ID_91    -59.3273       -59.1947       
str_m2_o10_o16_pcu_s_ID_92    0.0000         0.0000         
str_m2_o10_o16_pcu_s_ID_93    -8802.6607     -8149.2528     
str_m2_o10_o16_pcu_s_ID_94    -61.7327       -60.9882       
str_m2_o10_o16_pcu_s_ID_95    -63.5058       -60.6402       
str_m2_o10_o16_pcu_s_ID_96    -91.5619       -85.6166       
str_m2_o10_o16_pcu_s_ID_97    -58.4972       -58.5850       
str_m2_o10_o16_pcu_s_ID_98    -63.7352       -63.7352       
str_m2_o10_o16_pcu_s_ID_99    0.0000         0.0000         
str_m2_o10_o17_pcu_s_ID_197   -81061.9924     NULL   
str_m2_o10_o17_pcu_s_ID_198   -61.5799       -61.8215       
str_m2_o10_o17_pcu_s_ID_199   -12.5569       -40.3294       
str_m2_o10_o17_pcu_s_ID_200   -72.4038       -72.4204       
str_m2_o10_o17_pcu_s_ID_201   -72.4234       -72.5029       
str_m2_o10_o17_pcu_s_ID_202   -84.7460       -84.8515       
