MaterialsName                 9.99kPa        

str_m3_o10_o16_pcu_s_ID_1     -1479.8829     
str_m3_o10_o16_pcu_s_ID_10    -95.4632       
str_m3_o10_o16_pcu_s_ID_100   -69.5890       
str_m3_o10_o16_pcu_s_ID_101   -63.2505       
str_m3_o10_o16_pcu_s_ID_102   -903.1962      
str_m3_o10_o16_pcu_s_ID_103   0.0000         
str_m3_o10_o16_pcu_s_ID_104   -10.1263       
str_m3_o10_o16_pcu_s_ID_105   -58.5551       
str_m3_o10_o16_pcu_s_ID_106   -67.5677       
str_m3_o10_o16_pcu_s_ID_107   -61.8407       
str_m3_o10_o16_pcu_s_ID_108   0.0000         
str_m3_o10_o16_pcu_s_ID_109   -92.3210       
str_m3_o10_o16_pcu_s_ID_11    -55.4340       
str_m3_o10_o16_pcu_s_ID_110   -63.4535       
str_m3_o10_o16_pcu_s_ID_111   -68.2913       
str_m3_o10_o16_pcu_s_ID_112   -71.2647       
str_m3_o10_o16_pcu_s_ID_113   -68.9326       
str_m3_o10_o16_pcu_s_ID_114   -41.2430       
str_m3_o10_o16_pcu_s_ID_115   -447.8336      
str_m3_o10_o16_pcu_s_ID_116   -396.1020      
str_m3_o10_o16_pcu_s_ID_117   -2054.3967     
str_m3_o10_o16_pcu_s_ID_118   -56.9162       
str_m3_o10_o16_pcu_s_ID_119   0.0000         
str_m3_o10_o16_pcu_s_ID_12    0.0000         
str_m3_o10_o16_pcu_s_ID_120    NULL   
str_m3_o10_o16_pcu_s_ID_121   -62.4299       
str_m3_o10_o16_pcu_s_ID_122   -52.1262       
str_m3_o10_o16_pcu_s_ID_123   -19.6167       
str_m3_o10_o16_pcu_s_ID_124   -72.9667       
str_m3_o10_o16_pcu_s_ID_125   0.0000         
str_m3_o10_o16_pcu_s_ID_126   0.0000         
str_m3_o10_o16_pcu_s_ID_127   -134.1542      
str_m3_o10_o16_pcu_s_ID_128   -74.2142       
str_m3_o10_o16_pcu_s_ID_129   0.0000         
str_m3_o10_o16_pcu_s_ID_13    -63.2553       
str_m3_o10_o16_pcu_s_ID_130    NULL   
str_m3_o10_o16_pcu_s_ID_131   -40.7489       
str_m3_o10_o16_pcu_s_ID_132   -58.7128       
str_m3_o10_o16_pcu_s_ID_133   -56.1414       
str_m3_o10_o16_pcu_s_ID_134   -38.2460       
str_m3_o10_o16_pcu_s_ID_135   -56.7580       
str_m3_o10_o16_pcu_s_ID_136   -57.9271       
str_m3_o10_o16_pcu_s_ID_137   -40.8744       
str_m3_o10_o16_pcu_s_ID_138   -69.5017       
str_m3_o10_o16_pcu_s_ID_139   -102.5599      
str_m3_o10_o16_pcu_s_ID_14    -11474.5407    
str_m3_o10_o16_pcu_s_ID_140   0.0000         
str_m3_o10_o16_pcu_s_ID_141   0.0000         
str_m3_o10_o16_pcu_s_ID_142   -7.5157        
str_m3_o10_o16_pcu_s_ID_143   -64.2006       
str_m3_o10_o16_pcu_s_ID_144   -64.3940       
str_m3_o10_o16_pcu_s_ID_145   -66.4186       
str_m3_o10_o16_pcu_s_ID_146   -10810.7684    
str_m3_o10_o16_pcu_s_ID_147   -64.2298       
str_m3_o10_o16_pcu_s_ID_148   -108.3346      
str_m3_o10_o16_pcu_s_ID_149   -76.1472       
str_m3_o10_o16_pcu_s_ID_15    -64.2868       
str_m3_o10_o16_pcu_s_ID_150   0.0000         
str_m3_o10_o16_pcu_s_ID_151   -1512.2680     
str_m3_o10_o16_pcu_s_ID_152   0.0000         
str_m3_o10_o16_pcu_s_ID_153   -51.8621       
str_m3_o10_o16_pcu_s_ID_154   -127.1902      
str_m3_o10_o16_pcu_s_ID_155   -115.3728      
str_m3_o10_o16_pcu_s_ID_156   -106.5512      
str_m3_o10_o16_pcu_s_ID_157   -171.8371      
str_m3_o10_o16_pcu_s_ID_158   -70.1933       
str_m3_o10_o16_pcu_s_ID_159   -86.5863       
str_m3_o10_o16_pcu_s_ID_16    -63.8579       
str_m3_o10_o16_pcu_s_ID_160   0.0000         
str_m3_o10_o16_pcu_s_ID_161   -64.1734       
str_m3_o10_o16_pcu_s_ID_162   -71.6154       
str_m3_o10_o16_pcu_s_ID_163   -59.8503       
str_m3_o10_o16_pcu_s_ID_17    0.0000         
str_m3_o10_o16_pcu_s_ID_18    -64.2407       
str_m3_o10_o16_pcu_s_ID_19    -63.0751       
str_m3_o10_o16_pcu_s_ID_2     -4314.8867     
str_m3_o10_o16_pcu_s_ID_20    0.0000         
str_m3_o10_o16_pcu_s_ID_21    0.0000         
str_m3_o10_o16_pcu_s_ID_22    -64.0388       
str_m3_o10_o16_pcu_s_ID_23    -54.5559       
str_m3_o10_o16_pcu_s_ID_24    -3600.7370     
str_m3_o10_o16_pcu_s_ID_25    -48.9084       
str_m3_o10_o16_pcu_s_ID_26    0.0000         
str_m3_o10_o16_pcu_s_ID_27    -50.1520       
str_m3_o10_o16_pcu_s_ID_28    -34.3606       
str_m3_o10_o16_pcu_s_ID_29    -59.3264       
str_m3_o10_o16_pcu_s_ID_3     0.0000         
str_m3_o10_o16_pcu_s_ID_30    -113.7254      
str_m3_o10_o16_pcu_s_ID_31    -65.8039       
str_m3_o10_o16_pcu_s_ID_32    -68.8312       
str_m3_o10_o16_pcu_s_ID_33    -66.9257       
str_m3_o10_o16_pcu_s_ID_34    -64.2648       
str_m3_o10_o16_pcu_s_ID_35    -54.5210       
str_m3_o10_o16_pcu_s_ID_36    0.0000         
str_m3_o10_o16_pcu_s_ID_37    -64.9444       
str_m3_o10_o16_pcu_s_ID_38    -123.8263      
str_m3_o10_o16_pcu_s_ID_39    0.0000         
str_m3_o10_o16_pcu_s_ID_4     -65.2034       
str_m3_o10_o16_pcu_s_ID_40    -62.4245       
str_m3_o10_o16_pcu_s_ID_41    0.0000         
str_m3_o10_o16_pcu_s_ID_42    -50.0359       
str_m3_o10_o16_pcu_s_ID_43    -68.3520       
str_m3_o10_o16_pcu_s_ID_44    -61.8626       
str_m3_o10_o16_pcu_s_ID_45    -44.3919       
str_m3_o10_o16_pcu_s_ID_46    0.0000         
str_m3_o10_o16_pcu_s_ID_47    -62.2015       
str_m3_o10_o16_pcu_s_ID_48    -53.9462       
str_m3_o10_o16_pcu_s_ID_49    -65.8280       
str_m3_o10_o16_pcu_s_ID_5     -83.4794       
str_m3_o10_o16_pcu_s_ID_50    -61.6493       
str_m3_o10_o16_pcu_s_ID_51    0.0000         
str_m3_o10_o16_pcu_s_ID_52    -63.7862       
str_m3_o10_o16_pcu_s_ID_53    -107.4050      
str_m3_o10_o16_pcu_s_ID_54    -65.8568       
str_m3_o10_o16_pcu_s_ID_55    -54.9468       
str_m3_o10_o16_pcu_s_ID_56    -64.8413       
str_m3_o10_o16_pcu_s_ID_57    0.0000         
str_m3_o10_o16_pcu_s_ID_58    0.0000         
str_m3_o10_o16_pcu_s_ID_59    -101.0561      
str_m3_o10_o16_pcu_s_ID_6     0.0000         
str_m3_o10_o16_pcu_s_ID_60    -60.6209       
str_m3_o10_o16_pcu_s_ID_61    -35.0486       
str_m3_o10_o16_pcu_s_ID_62    -43.1465       
str_m3_o10_o16_pcu_s_ID_63    -3196.5270     
str_m3_o10_o16_pcu_s_ID_64    -56.7749       
str_m3_o10_o16_pcu_s_ID_65    -63.2736       
str_m3_o10_o16_pcu_s_ID_66    -55.8868       
str_m3_o10_o16_pcu_s_ID_67    -100.9990      
str_m3_o10_o16_pcu_s_ID_68    -155.7541      
str_m3_o10_o16_pcu_s_ID_69    0.0000         
str_m3_o10_o16_pcu_s_ID_7     -62.8742       
str_m3_o10_o16_pcu_s_ID_70    -64.1898       
str_m3_o10_o16_pcu_s_ID_71    0.0000         
str_m3_o10_o16_pcu_s_ID_72    -51.2582       
str_m3_o10_o16_pcu_s_ID_73    0.0000         
str_m3_o10_o16_pcu_s_ID_74    0.0000         
str_m3_o10_o16_pcu_s_ID_75    -42.0115       
str_m3_o10_o16_pcu_s_ID_76    -129.0514      
str_m3_o10_o16_pcu_s_ID_77    -3586.4551     
str_m3_o10_o16_pcu_s_ID_78    -64.9430       
str_m3_o10_o16_pcu_s_ID_79    -62.0082       
str_m3_o10_o16_pcu_s_ID_8     -110.8982      
str_m3_o10_o16_pcu_s_ID_80    -66.2248       
str_m3_o10_o16_pcu_s_ID_81    -63.2909       
str_m3_o10_o16_pcu_s_ID_82    -19.8674       
str_m3_o10_o16_pcu_s_ID_83    -123.9458      
