MaterialsName                10.0kPa        100.0kPa       

str_m1_o10_o16_pcu_s_ID_1     83.3018        95.9484        
str_m1_o10_o16_pcu_s_ID_10    84.7818        90.9905        
str_m1_o10_o16_pcu_s_ID_100   86.9165        107.6998       
str_m1_o10_o16_pcu_s_ID_101   26.9115        31.2741        
str_m1_o10_o16_pcu_s_ID_102   68.6431        87.0522        
str_m1_o10_o16_pcu_s_ID_103   83.3212        91.7933        
str_m1_o10_o16_pcu_s_ID_104   30.1603        42.7264        
str_m1_o10_o16_pcu_s_ID_105   68.9284        71.4661        
str_m1_o10_o16_pcu_s_ID_106   53.6497        57.5479        
str_m1_o10_o16_pcu_s_ID_107   78.7981        103.5252       
str_m1_o10_o16_pcu_s_ID_108   84.1301        97.9546        
str_m1_o10_o16_pcu_s_ID_109   75.9563        86.6577        
str_m1_o10_o16_pcu_s_ID_11    40.0982        44.6457        
str_m1_o10_o16_pcu_s_ID_110   83.5230        92.7301        
str_m1_o10_o16_pcu_s_ID_111   78.6541        83.7116        
str_m1_o10_o16_pcu_s_ID_112   72.7534        89.5576        
str_m1_o10_o16_pcu_s_ID_113   79.5379        92.9244        
str_m1_o10_o16_pcu_s_ID_114   75.4373        94.2922        
str_m1_o10_o16_pcu_s_ID_115   64.4368        77.5449        
str_m1_o10_o16_pcu_s_ID_116   81.4688        98.1938        
str_m1_o10_o16_pcu_s_ID_117   88.2143        102.3245       
str_m1_o10_o16_pcu_s_ID_118   75.7686        84.5163        
str_m1_o10_o16_pcu_s_ID_119   68.3131        80.8439        
str_m1_o10_o16_pcu_s_ID_12    4.0719         15.5853        
str_m1_o10_o16_pcu_s_ID_120   71.6640        83.6072        
str_m1_o10_o16_pcu_s_ID_121   90.5164        103.9325       
str_m1_o10_o16_pcu_s_ID_122   76.9469        100.9612       
str_m1_o10_o16_pcu_s_ID_123   74.3159        83.3742        
str_m1_o10_o16_pcu_s_ID_124   68.9375        93.1462        
str_m1_o10_o16_pcu_s_ID_125   57.2679        74.7302        
str_m1_o10_o16_pcu_s_ID_126   83.5017        93.2349        
str_m1_o10_o16_pcu_s_ID_127   80.6816        97.6807        
str_m1_o10_o16_pcu_s_ID_128   85.0230        93.9177        
str_m1_o10_o16_pcu_s_ID_129   84.7910        90.8475        
str_m1_o10_o16_pcu_s_ID_13    59.2778        82.3183        
str_m1_o10_o16_pcu_s_ID_130   83.3490        99.7708        
str_m1_o10_o16_pcu_s_ID_131   89.5525        112.1141       
str_m1_o10_o16_pcu_s_ID_132   78.5552        101.2049       
str_m1_o10_o16_pcu_s_ID_133   86.1300        107.1846       
str_m1_o10_o16_pcu_s_ID_134   84.0283        101.5361       
str_m1_o10_o16_pcu_s_ID_135   54.3440        70.3888        
str_m1_o10_o16_pcu_s_ID_136   78.4018        92.4209        
str_m1_o10_o16_pcu_s_ID_137   90.2885        103.7460       
str_m1_o10_o16_pcu_s_ID_138   68.4944        73.3613        
str_m1_o10_o16_pcu_s_ID_139   79.4608        95.6637        
str_m1_o10_o16_pcu_s_ID_14    85.5170        95.1961        
str_m1_o10_o16_pcu_s_ID_140   71.3879        71.6391        
str_m1_o10_o16_pcu_s_ID_141   49.4568        58.0246        
str_m1_o10_o16_pcu_s_ID_142   87.4622        110.7438       
str_m1_o10_o16_pcu_s_ID_143   76.9456        98.2858        
str_m1_o10_o16_pcu_s_ID_144   86.1250        93.9452        
str_m1_o10_o16_pcu_s_ID_145   87.7541        91.6786        
str_m1_o10_o16_pcu_s_ID_146   78.8041        93.8270        
str_m1_o10_o16_pcu_s_ID_147   83.9109        99.9930        
str_m1_o10_o16_pcu_s_ID_148   76.6156        99.6059        
str_m1_o10_o16_pcu_s_ID_149   83.7378        87.8652        
str_m1_o10_o16_pcu_s_ID_15    79.9664        96.0443        
str_m1_o10_o16_pcu_s_ID_150   76.4101        79.8589        
str_m1_o10_o16_pcu_s_ID_151   78.8769        89.7547        
str_m1_o10_o16_pcu_s_ID_152   91.5299        102.3565       
str_m1_o10_o16_pcu_s_ID_153   60.7960        67.9537        
str_m1_o10_o16_pcu_s_ID_154   56.7776        67.0359        
